           z           p           T        n<H>          He           H           C           N           O          Si          Mg          Al          Fe           S          Na           K          Ti          Ca
  1.2979E+07  1.1566E+01  1.0553E+03  1.3558E+14  1.1540E+13  1.9648E+08  1.1132E-14  9.9887E-07  5.2119E-04  3.7816E-03  2.7364E+08  4.3475E+04  1.0265E+09  5.0473E+04  2.0052E+08  1.6297E+07  4.7504E-04  2.7050E+08
  1.3052E+07  1.1712E+01  1.0556E+03  1.3724E+14  1.1681E+13  1.9905E+08  1.1509E-14  1.0200E-06  5.2786E-04  3.7047E-03  2.6291E+08  4.2835E+04  9.9948E+08  5.1084E+04  2.0299E+08  1.6498E+07  4.9043E-04  2.7382E+08
  1.3126E+07  1.1859E+01  1.0558E+03  1.3893E+14  1.1825E+13  2.0165E+08  1.1897E-14  1.0416E-06  5.3470E-04  3.6333E-03  2.5303E+08  4.2221E+04  9.7394E+08  5.1693E+04  2.0548E+08  1.6700E+07  5.0612E-04  2.7718E+08
  1.3199E+07  1.2008E+01  1.0561E+03  1.4063E+14  1.1970E+13  2.0429E+08  1.2296E-14  1.0637E-06  5.4173E-04  3.5667E-03  2.4390E+08  4.1630E+04  9.4977E+08  5.2301E+04  2.0800E+08  1.6905E+07  5.2213E-04  2.8059E+08
  1.3273E+07  1.2159E+01  1.0564E+03  1.4236E+14  1.2117E+13  2.0695E+08  1.2705E-14  1.0862E-06  5.4892E-04  3.5046E-03  2.3543E+08  4.1061E+04  9.2688E+08  5.2909E+04  2.1056E+08  1.7113E+07  5.3847E-04  2.8403E+08
  1.3347E+07  1.2312E+01  1.0567E+03  1.4411E+14  1.2266E+13  2.0965E+08  1.3127E-14  1.1092E-06  5.5629E-04  3.4465E-03  2.2756E+08  4.0513E+04  9.0515E+08  5.3517E+04  2.1314E+08  1.7323E+07  5.5517E-04  2.8752E+08
  1.3420E+07  1.2466E+01  1.0570E+03  1.4588E+14  1.2416E+13  2.1239E+08  1.3560E-14  1.1326E-06  5.6382E-04  3.3920E-03  2.2021E+08  3.9985E+04  8.8449E+08  5.4126E+04  2.1576E+08  1.7535E+07  5.7224E-04  2.9104E+08
  1.3494E+07  1.2623E+01  1.0573E+03  1.4767E+14  1.2569E+13  2.1516E+08  1.4007E-14  1.1565E-06  5.7151E-04  3.3408E-03  2.1335E+08  3.9474E+04  8.6481E+08  5.4736E+04  2.1841E+08  1.7751E+07  5.8968E-04  2.9462E+08
  1.3567E+07  1.2782E+01  1.0576E+03  1.4948E+14  1.2723E+13  2.1797E+08  1.4466E-14  1.1810E-06  5.7936E-04  3.2927E-03  2.0692E+08  3.8980E+04  8.4604E+08  5.5346E+04  2.2109E+08  1.7969E+07  6.0753E-04  2.9823E+08
  1.3641E+07  1.2942E+01  1.0579E+03  1.5132E+14  1.2879E+13  2.2081E+08  1.4938E-14  1.2059E-06  5.8738E-04  3.2474E-03  2.0088E+08  3.8502E+04  8.2811E+08  5.5959E+04  2.2380E+08  1.8189E+07  6.2580E-04  3.0189E+08
  1.3715E+07  1.3105E+01  1.0582E+03  1.5317E+14  1.3037E+13  2.2368E+08  1.5425E-14  1.2314E-06  5.9555E-04  3.2046E-03  1.9519E+08  3.8039E+04  8.1096E+08  5.6573E+04  2.2655E+08  1.8413E+07  6.4449E-04  3.0559E+08
  1.3788E+07  1.3270E+01  1.0585E+03  1.5505E+14  1.3197E+13  2.2660E+08  1.5926E-14  1.2573E-06  6.0388E-04  3.1642E-03  1.8982E+08  3.7590E+04  7.9454E+08  5.7189E+04  2.2933E+08  1.8639E+07  6.6362E-04  3.0933E+08
  1.3862E+07  1.3437E+01  1.0588E+03  1.5696E+14  1.3359E+13  2.2955E+08  1.6442E-14  1.2839E-06  6.1236E-04  3.1259E-03  1.8476E+08  3.7154E+04  7.7879E+08  5.7807E+04  2.3215E+08  1.8867E+07  6.8322E-04  3.1312E+08
  1.3936E+07  1.3605E+01  1.0590E+03  1.5888E+14  1.3523E+13  2.3254E+08  1.6973E-14  1.3109E-06  6.2101E-04  3.0897E-03  1.7996E+08  3.6730E+04  7.6366E+08  5.8428E+04  2.3500E+08  1.9099E+07  7.0329E-04  3.1696E+08
  1.4009E+07  1.3776E+01  1.0593E+03  1.6083E+14  1.3689E+13  2.3557E+08  1.7520E-14  1.3386E-06  6.2981E-04  3.0552E-03  1.7540E+08  3.6317E+04  7.4912E+08  5.9052E+04  2.3788E+08  1.9334E+07  7.2385E-04  3.2085E+08
  1.4083E+07  1.3950E+01  1.0596E+03  1.6281E+14  1.3857E+13  2.3863E+08  1.8084E-14  1.3668E-06  6.3877E-04  3.0225E-03  1.7108E+08  3.5915E+04  7.3513E+08  5.9679E+04  2.4080E+08  1.9571E+07  7.4491E-04  3.2478E+08
  1.4156E+07  1.4125E+01  1.0599E+03  1.6481E+14  1.4027E+13  2.4174E+08  1.8664E-14  1.3955E-06  6.4788E-04  2.9914E-03  1.6697E+08  3.5524E+04  7.2164E+08  6.0309E+04  2.4376E+08  1.9811E+07  7.6650E-04  3.2876E+08
  1.4230E+07  1.4302E+01  1.0602E+03  1.6683E+14  1.4200E+13  2.4488E+08  1.9262E-14  1.4249E-06  6.5716E-04  2.9618E-03  1.6305E+08  3.5142E+04  7.0864E+08  6.0942E+04  2.4675E+08  2.0054E+07  7.8862E-04  3.3278E+08
  1.4304E+07  1.4482E+01  1.0605E+03  1.6888E+14  1.4374E+13  2.4806E+08  1.9877E-14  1.4549E-06  6.6659E-04  2.9335E-03  1.5930E+08  3.4769E+04  6.9609E+08  6.1579E+04  2.4978E+08  2.0301E+07  8.1129E-04  3.3686E+08
  1.4377E+07  1.4664E+01  1.0608E+03  1.7095E+14  1.4550E+13  2.5129E+08  2.0511E-14  1.4855E-06  6.7619E-04  2.9065E-03  1.5573E+08  3.4405E+04  6.8396E+08  6.2219E+04  2.5285E+08  2.0550E+07  8.3454E-04  3.4098E+08
  1.4451E+07  1.4849E+01  1.0611E+03  1.7305E+14  1.4729E+13  2.5455E+08  2.1165E-14  1.5167E-06  6.8595E-04  2.8807E-03  1.5231E+08  3.4048E+04  6.7222E+08  6.2862E+04  2.5595E+08  2.0802E+07  8.5836E-04  3.4516E+08
  1.4524E+07  1.5035E+01  1.0614E+03  1.7518E+14  1.4910E+13  2.5786E+08  2.1838E-14  1.5486E-06  6.9587E-04  2.8560E-03  1.4903E+08  3.3700E+04  6.6086E+08  6.3510E+04  2.5909E+08  2.1057E+07  8.8279E-04  3.4939E+08
  1.4598E+07  1.5249E+01  1.0617E+03  1.7761E+14  1.5117E+13  2.6175E+08  2.2643E-14  1.5868E-06  7.0802E-04  2.8469E-03  1.4641E+08  3.3483E+04  6.5198E+08  6.4270E+04  2.6269E+08  2.1350E+07  9.1166E-04  3.5422E+08
  1.4672E+07  1.5529E+01  1.0622E+03  1.8078E+14  1.5387E+13  2.6707E+08  2.3767E-14  1.6403E-06  7.2563E-04  2.8737E-03  1.4508E+08  3.3569E+04  6.4830E+08  6.5312E+04  2.6738E+08  2.1731E+07  9.5134E-04  3.6054E+08
  1.4745E+07  1.5813E+01  1.0627E+03  1.8402E+14  1.5662E+13  2.7249E+08  2.4946E-14  1.6955E-06  7.4367E-04  2.8994E-03  1.4370E+08  3.3640E+04  6.4435E+08  6.6370E+04  2.7217E+08  2.2120E+07  9.9273E-04  3.6698E+08
  1.4819E+07  1.6104E+01  1.0632E+03  1.8731E+14  1.5943E+13  2.7802E+08  2.6183E-14  1.7526E-06  7.6215E-04  2.9241E-03  1.4227E+08  3.3695E+04  6.4014E+08  6.7443E+04  2.7703E+08  2.2516E+07  1.0359E-03  3.7352E+08
  1.4892E+07  1.6399E+01  1.0637E+03  1.9066E+14  1.6228E+13  2.8366E+08  2.7481E-14  1.8116E-06  7.8107E-04  2.9477E-03  1.4081E+08  3.3737E+04  6.3570E+08  6.8533E+04  2.8199E+08  2.2918E+07  1.0808E-03  3.8019E+08
  1.4966E+07  1.6700E+01  1.0641E+03  1.9407E+14  1.6518E+13  2.8941E+08  2.8842E-14  1.8725E-06  8.0045E-04  2.9702E-03  1.3930E+08  3.3763E+04  6.3102E+08  6.9638E+04  2.8703E+08  2.3328E+07  1.1277E-03  3.8697E+08
  1.5040E+07  1.7006E+01  1.0646E+03  1.9754E+14  1.6813E+13  2.9527E+08  3.0269E-14  1.9354E-06  8.2029E-04  2.9917E-03  1.3777E+08  3.3775E+04  6.2612E+08  7.0760E+04  2.9217E+08  2.3745E+07  1.1766E-03  3.9388E+08
  1.5113E+07  1.7318E+01  1.0651E+03  2.0107E+14  1.7114E+13  3.0125E+08  3.1765E-14  2.0004E-06  8.4062E-04  3.0122E-03  1.3620E+08  3.3773E+04  6.2102E+08  7.1898E+04  2.9739E+08  2.4170E+07  1.2275E-03  4.0090E+08
  1.5187E+07  1.7636E+01  1.0656E+03  2.0467E+14  1.7420E+13  3.0735E+08  3.3334E-14  2.0675E-06  8.6144E-04  3.0316E-03  1.3460E+08  3.3757E+04  6.1572E+08  7.3053E+04  3.0271E+08  2.4602E+07  1.2806E-03  4.0805E+08
  1.5261E+07  1.7959E+01  1.0661E+03  2.0833E+14  1.7732E+13  3.1357E+08  3.4980E-14  2.1368E-06  8.8277E-04  3.0501E-03  1.3298E+08  3.3728E+04  6.1025E+08  7.4225E+04  3.0812E+08  2.5042E+07  1.3360E-03  4.1533E+08
  1.5334E+07  1.8289E+01  1.0665E+03  2.1205E+14  1.8049E+13  3.1991E+08  3.6705E-14  2.2084E-06  9.0461E-04  3.0675E-03  1.3134E+08  3.3685E+04  6.0461E+08  7.5414E+04  3.1363E+08  2.5490E+07  1.3936E-03  4.2274E+08
  1.5408E+07  1.8624E+01  1.0670E+03  2.1585E+14  1.8371E+13  3.2638E+08  3.8514E-14  2.2824E-06  9.2698E-04  3.0840E-03  1.2968E+08  3.3630E+04  5.9881E+08  7.6620E+04  3.1924E+08  2.5946E+07  1.4537E-03  4.3028E+08
  1.5481E+07  1.8966E+01  1.0675E+03  2.1971E+14  1.8700E+13  3.3297E+08  4.0411E-14  2.3588E-06  9.4990E-04  3.0996E-03  1.2801E+08  3.3562E+04  5.9288E+08  7.7843E+04  3.2495E+08  2.6410E+07  1.5163E-03  4.3796E+08
  1.5555E+07  1.9314E+01  1.0680E+03  2.2364E+14  1.9035E+13  3.3970E+08  4.2399E-14  2.4377E-06  9.7337E-04  3.1142E-03  1.2633E+08  3.3482E+04  5.8681E+08  7.9083E+04  3.3076E+08  2.6882E+07  1.5815E-03  4.4577E+08
  1.5629E+07  1.9668E+01  1.0685E+03  2.2764E+14  1.9375E+13  3.4655E+08  4.4484E-14  2.5191E-06  9.9740E-04  3.1280E-03  1.2463E+08  3.3390E+04  5.8063E+08  8.0342E+04  3.3668E+08  2.7363E+07  1.6495E-03  4.5372E+08
  1.5702E+07  2.0029E+01  1.0690E+03  2.3171E+14  1.9721E+13  3.5354E+08  4.6669E-14  2.6033E-06  1.0220E-03  3.1408E-03  1.2293E+08  3.3286E+04  5.7433E+08  8.1618E+04  3.4270E+08  2.7853E+07  1.7203E-03  4.6182E+08
  1.5776E+07  2.0396E+01  1.0694E+03  2.3585E+14  2.0074E+13  3.6067E+08  4.8960E-14  2.6902E-06  1.0472E-03  3.1528E-03  1.2123E+08  3.3171E+04  5.6795E+08  8.2913E+04  3.4883E+08  2.8351E+07  1.7940E-03  4.7005E+08
  1.5849E+07  2.0770E+01  1.0699E+03  2.4007E+14  2.0433E+13  3.6794E+08  5.1361E-14  2.7799E-06  1.0731E-03  3.1640E-03  1.1952E+08  3.3046E+04  5.6147E+08  8.4225E+04  3.5507E+08  2.8858E+07  1.8709E-03  4.7844E+08
  1.5923E+07  2.1676E+01  1.0712E+03  2.5024E+14  2.1299E+13  3.8676E+08  5.7875E-14  3.0226E-06  1.1457E-03  3.4239E-03  1.2412E+08  3.4818E+04  5.8304E+08  8.7652E+04  3.7011E+08  3.0080E+07  2.0742E-03  4.9865E+08
  1.5997E+07  2.2851E+01  1.0728E+03  2.6341E+14  2.2420E+13  4.1159E+08  6.7165E-14  3.3559E-06  1.2437E-03  3.8026E-03  1.3097E+08  3.7378E+04  6.1483E+08  9.2132E+04  3.8959E+08  3.1664E+07  2.3585E-03  5.2485E+08
  1.6070E+07  2.4091E+01  1.0744E+03  2.7728E+14  2.3601E+13  4.3796E+08  7.7933E-14  3.7250E-06  1.3498E-03  4.1964E-03  1.3729E+08  3.9904E+04  6.4443E+08  9.6837E+04  4.1011E+08  3.3331E+07  2.6818E-03  5.5242E+08
  1.6144E+07  2.5397E+01  1.0760E+03  2.9188E+14  2.4843E+13  4.6597E+08  9.0411E-14  4.1338E-06  1.4643E-03  4.6008E-03  1.4293E+08  4.2358E+04  6.7123E+08  1.0178E+05  4.3170E+08  3.5086E+07  3.0494E-03  5.8144E+08
  1.6218E+07  2.6775E+01  1.0776E+03  3.0725E+14  2.6151E+13  4.9572E+08  1.0487E-13  4.5864E-06  1.5880E-03  5.0104E-03  1.4776E+08  4.4701E+04  6.9468E+08  1.0697E+05  4.5443E+08  3.6933E+07  3.4672E-03  6.1199E+08
  1.6291E+07  2.8227E+01  1.0792E+03  3.2343E+14  2.7528E+13  5.2731E+08  1.2162E-13  5.0873E-06  1.7215E-03  5.4197E-03  1.5169E+08  4.6894E+04  7.1432E+08  1.1242E+05  4.7836E+08  3.8878E+07  3.9422E-03  6.4414E+08
  1.6365E+07  2.9835E+01  1.0810E+03  3.4128E+14  2.9048E+13  5.6445E+08  1.4332E-13  5.7122E-06  1.8876E-03  5.8960E-03  1.5547E+08  4.9380E+04  7.3346E+08  1.1898E+05  5.0476E+08  4.1023E+07  4.5452E-03  6.7964E+08
  1.6438E+07  3.1550E+01  1.0829E+03  3.6027E+14  3.0664E+13  6.0479E+08  1.6932E-13  6.4256E-06  2.0730E-03  6.3803E-03  1.5827E+08  5.1741E+04  7.4842E+08  1.2606E+05  5.3284E+08  4.3306E+07  5.2527E-03  7.1741E+08
  1.6512E+07  3.3364E+01  1.0847E+03  3.8031E+14  3.2370E+13  6.4793E+08  1.9998E-13  7.2258E-06  2.2758E-03  6.8538E-03  1.5991E+08  5.3857E+04  7.5833E+08  1.3355E+05  5.6249E+08  4.5715E+07  6.0693E-03  7.5727E+08
  1.6586E+07  3.5281E+01  1.0866E+03  4.0147E+14  3.4171E+13  6.9404E+08  2.3613E-13  8.1233E-06  2.4973E-03  7.3106E-03  1.6042E+08  5.5698E+04  7.6318E+08  1.4147E+05  5.9378E+08  4.8258E+07  7.0117E-03  7.9935E+08
  1.6659E+07  3.7309E+01  1.0885E+03  4.2381E+14  3.6072E+13  7.4332E+08  2.7871E-13  9.1293E-06  2.7394E-03  7.7456E-03  1.5985E+08  5.7243E+04  7.6311E+08  1.4984E+05  6.2682E+08  5.0943E+07  8.0986E-03  8.4377E+08
  1.6733E+07  3.9423E+01  1.0904E+03  4.4702E+14  3.8048E+13  7.9704E+08  3.3010E-13  1.0291E-05  3.0156E-03  8.1614E-03  1.5803E+08  5.8535E+04  7.5719E+08  1.5905E+05  6.6114E+08  5.3733E+07  9.3829E-03  8.8994E+08
  1.6806E+07  4.1619E+01  1.0925E+03  4.7104E+14  4.0092E+13  8.5582E+08  3.9255E-13  1.1641E-05  3.3334E-03  8.5613E-03  1.5511E+08  5.9606E+04  7.4600E+08  1.6925E+05  6.9667E+08  5.6620E+07  1.0910E-02  9.3776E+08
  1.6880E+07  4.3937E+01  1.0945E+03  4.9635E+14  4.2246E+13  9.1878E+08  4.6661E-13  1.3164E-05  3.6835E-03  8.9381E-03  1.5156E+08  6.0409E+04  7.3163E+08  1.8007E+05  7.3410E+08  5.9662E+07  1.2681E-02  9.8815E+08
  1.6954E+07  4.6385E+01  1.0965E+03  5.2302E+14  4.4516E+13  9.8621E+08  5.5438E-13  1.4881E-05  4.0688E-03  9.2911E-03  1.4749E+08  6.0954E+04  7.1457E+08  1.9154E+05  7.7354E+08  6.2867E+07  1.4733E-02  1.0412E+09
  1.7027E+07  4.8969E+01  1.0986E+03  5.5112E+14  4.6908E+13  1.0584E+09  6.5836E-13  1.6816E-05  4.4929E-03  9.6205E-03  1.4301E+08  6.1255E+04  6.9532E+08  2.0368E+05  8.1510E+08  6.6245E+07  1.7110E-02  1.0972E+09
  1.7101E+07  5.1693E+01  1.1006E+03  5.8068E+14  4.9424E+13  1.1357E+09  7.8153E-13  1.8997E-05  4.9601E-03  9.9264E-03  1.3822E+08  6.1326E+04  6.7424E+08  2.1655E+05  8.5883E+08  6.9799E+07  1.9863E-02  1.1560E+09
  1.7174E+07  5.4416E+01  1.1027E+03  6.1008E+14  5.1926E+13  1.2195E+09  9.3022E-13  2.1527E-05  5.5018E-03  1.0188E-02  1.3250E+08  6.1118E+04  6.4835E+08  2.3089E+05  9.0231E+08  7.3332E+07  2.3116E-02  1.2146E+09
  1.7248E+07  5.7282E+01  1.1049E+03  6.4097E+14  5.4555E+13  1.3092E+09  1.1066E-12  2.4385E-05  6.1006E-03  1.0440E-02  1.2688E+08  6.0790E+04  6.2259E+08  2.4609E+05  9.4799E+08  7.7044E+07  2.6889E-02  1.2762E+09
  1.7322E+07  6.0299E+01  1.1070E+03  6.7342E+14  5.7317E+13  1.4053E+09  1.3158E-12  2.7611E-05  6.7621E-03  1.0684E-02  1.2138E+08  6.0355E+04  5.9712E+08  2.6222E+05  9.9598E+08  8.0944E+07  3.1262E-02  1.3408E+09
  1.7395E+07  6.3475E+01  1.1092E+03  7.0751E+14  6.0219E+13  1.5081E+09  1.5636E-12  3.1252E-05  7.4927E-03  1.0921E-02  1.1604E+08  5.9825E+04  5.7209E+08  2.7932E+05  1.0464E+09  8.5042E+07  3.6328E-02  1.4088E+09
  1.7469E+07  6.6819E+01  1.1113E+03  7.4333E+14  6.3268E+13  1.6182E+09  1.8572E-12  3.5359E-05  8.2994E-03  1.1153E-02  1.1086E+08  5.9211E+04  5.4761E+08  2.9745E+05  1.0994E+09  8.9347E+07  4.2195E-02  1.4801E+09
  1.7543E+07  7.0294E+01  1.1135E+03  7.8044E+14  6.6427E+13  1.7374E+09  2.2099E-12  4.0076E-05  9.2131E-03  1.1383E-02  1.0572E+08  5.8545E+04  5.2309E+08  3.1715E+05  1.1543E+09  9.3808E+07  4.9089E-02  1.5541E+09
  1.7616E+07  7.3886E+01  1.1158E+03  8.1865E+14  6.9678E+13  1.8671E+09  2.6369E-12  4.5538E-05  1.0260E-02  1.1620E-02  1.0064E+08  5.7872E+04  4.9865E+08  3.3879E+05  1.2108E+09  9.8399E+07  5.7252E-02  1.6303E+09
  1.7690E+07  7.7661E+01  1.1181E+03  8.5872E+14  7.3089E+13  2.0062E+09  3.1447E-12  5.1723E-05  1.1421E-02  1.1863E-02  9.5847E+07  5.7175E+04  4.7539E+08  3.6179E+05  1.2700E+09  1.0322E+08  6.6738E-02  1.7103E+09
  1.7763E+07  8.1628E+01  1.1203E+03  9.0076E+14  7.6667E+13  2.1551E+09  3.7481E-12  5.8723E-05  1.2709E-02  1.2112E-02  9.1312E+07  5.6457E+04  4.5326E+08  3.8623E+05  1.3322E+09  1.0827E+08  7.7757E-02  1.7941E+09
  1.7837E+07  8.5799E+01  1.1226E+03  9.4486E+14  8.0420E+13  2.3147E+09  4.4649E-12  6.6643E-05  1.4136E-02  1.2369E-02  8.7024E+07  5.5721E+04  4.3221E+08  4.1219E+05  1.3974E+09  1.1357E+08  9.0549E-02  1.8820E+09
  1.7911E+07  9.0182E+01  1.1249E+03  9.9111E+14  8.4357E+13  2.4856E+09  5.3159E-12  7.5599E-05  1.5718E-02  1.2634E-02  8.2970E+07  5.4969E+04  4.1218E+08  4.3977E+05  1.4658E+09  1.1913E+08  1.0539E-01  1.9743E+09
  1.7984E+07  9.4537E+01  1.1271E+03  1.0369E+15  8.8253E+13  2.6645E+09  6.3054E-12  8.5571E-05  1.7460E-02  1.2838E-02  7.8721E+07  5.3977E+04  3.9108E+08  4.6892E+05  1.5335E+09  1.2463E+08  1.2228E-01  2.0656E+09
  1.8058E+07  9.9021E+01  1.1294E+03  1.0839E+15  9.2254E+13  2.8544E+09  7.4676E-12  9.6766E-05  1.9385E-02  1.3046E-02  7.4701E+07  5.2979E+04  3.7101E+08  4.9981E+05  1.6030E+09  1.3028E+08  1.4169E-01  2.1594E+09
  1.8131E+07  1.0372E+02  1.1317E+03  1.1330E+15  9.6436E+13  3.0573E+09  8.8395E-12  1.0938E-04  2.1514E-02  1.3283E-02  7.1016E+07  5.2047E+04  3.5249E+08  5.3259E+05  1.6757E+09  1.3618E+08  1.6411E-01  2.2575E+09
  1.8205E+07  1.0863E+02  1.1339E+03  1.1844E+15  1.0081E+14  3.2740E+09  1.0458E-11  1.2359E-04  2.3868E-02  1.3549E-02  6.7626E+07  5.1169E+04  3.3536E+08  5.6736E+05  1.7517E+09  1.4235E+08  1.8997E-01  2.3600E+09
  1.8279E+07  1.1379E+02  1.1362E+03  1.2381E+15  1.0538E+14  3.5054E+09  1.2366E-11  1.3959E-04  2.6469E-02  1.3846E-02  6.4502E+07  5.0337E+04  3.1946E+08  6.0422E+05  1.8311E+09  1.4881E+08  2.1979E-01  2.4671E+09
  1.8352E+07  1.1918E+02  1.1384E+03  1.2942E+15  1.1015E+14  3.7525E+09  1.4616E-11  1.5760E-04  2.9341E-02  1.4176E-02  6.1617E+07  4.9546E+04  3.0466E+08  6.4331E+05  1.9141E+09  1.5555E+08  2.5418E-01  2.5791E+09
  1.8426E+07  1.2460E+02  1.1407E+03  1.3503E+15  1.1493E+14  4.0121E+09  1.7228E-11  1.7765E-04  3.2505E-02  1.4490E-02  5.8735E+07  4.8643E+04  2.8978E+08  6.8464E+05  1.9971E+09  1.6230E+08  2.9326E-01  2.6912E+09
  1.8499E+07  1.3020E+02  1.1429E+03  1.4083E+15  1.1986E+14  4.2878E+09  2.0287E-11  2.0013E-04  3.5993E-02  1.4843E-02  5.6077E+07  4.7784E+04  2.7592E+08  7.2841E+05  2.0828E+09  1.6926E+08  3.3804E-01  2.8069E+09
  1.8573E+07  1.3606E+02  1.1452E+03  1.4687E+15  1.2501E+14  4.5816E+09  2.3877E-11  2.2536E-04  3.9840E-02  1.5254E-02  5.3675E+07  4.6994E+04  2.6321E+08  7.7477E+05  2.1722E+09  1.7653E+08  3.8945E-01  2.9276E+09
  1.8647E+07  1.4217E+02  1.1474E+03  1.5318E+15  1.3037E+14  4.8947E+09  2.8089E-11  2.5367E-04  4.4082E-02  1.5730E-02  5.1503E+07  4.6265E+04  2.5152E+08  8.2387E+05  2.2654E+09  1.8410E+08  4.4844E-01  3.0534E+09
  1.8720E+07  1.4857E+02  1.1497E+03  1.5975E+15  1.3597E+14  5.2283E+09  3.3028E-11  2.8543E-04  4.8756E-02  1.6280E-02  4.9547E+07  4.5588E+04  2.4075E+08  8.7586E+05  2.3626E+09  1.9200E+08  5.1606E-01  3.1846E+09
  1.8794E+07  1.5525E+02  1.1519E+03  1.6661E+15  1.4181E+14  5.5837E+09  3.8817E-11  3.2105E-04  5.3906E-02  1.6913E-02  4.7794E+07  4.4958E+04  2.3081E+08  9.3090E+05  2.4641E+09  2.0024E+08  5.9354E-01  3.3214E+09
  1.8868E+07  1.6268E+02  1.1544E+03  1.7421E+15  1.4828E+14  5.9941E+09  4.6215E-11  3.6461E-04  6.0121E-02  1.7857E-02  4.6512E+07  4.4770E+04  2.2288E+08  9.9460E+05  2.5765E+09  2.0938E+08  6.9034E-01  3.4732E+09
  1.8941E+07  1.7071E+02  1.1570E+03  1.8241E+15  1.5525E+14  6.4512E+09  5.5372E-11  4.1605E-04  6.7337E-02  1.9041E-02  4.5501E+07  4.4759E+04  2.1589E+08  1.0654E+06  2.6977E+09  2.1923E+08  8.0726E-01  3.6368E+09
  1.9015E+07  1.7914E+02  1.1595E+03  1.9099E+15  1.6256E+14  6.9415E+09  6.6303E-11  4.7452E-04  7.5381E-02  2.0388E-02  4.4628E+07  4.4712E+04  2.0919E+08  1.1408E+06  2.8246E+09  2.2954E+08  9.4318E-01  3.8080E+09
  1.9088E+07  1.8798E+02  1.1621E+03  1.9997E+15  1.7020E+14  7.4675E+09  7.9346E-11  5.4095E-04  8.4345E-02  2.1938E-02  4.3922E+07  4.4637E+04  2.0281E+08  1.2212E+06  2.9574E+09  2.4033E+08  1.1010E+00  3.9873E+09
  1.9162E+07  1.9726E+02  1.1646E+03  2.0938E+15  1.7821E+14  8.0315E+09  9.4897E-11  6.1638E-04  9.4328E-02  2.3739E-02  4.3411E+07  4.4543E+04  1.9680E+08  1.3069E+06  3.0966E+09  2.5164E+08  1.2840E+00  4.1750E+09
  1.9236E+07  2.0738E+02  1.1673E+03  2.1961E+15  1.8691E+14  8.6626E+09  1.1429E-10  7.0592E-04  1.0596E-01  2.6044E-02  4.3310E+07  4.4689E+04  1.9192E+08  1.4023E+06  3.2478E+09  2.6393E+08  1.5059E+00  4.3790E+09
  1.9309E+07  2.2068E+02  1.1707E+03  2.3300E+15  1.9832E+14  9.5321E+09  1.4463E-10  8.3851E-04  1.2290E-01  3.0194E-02  4.4592E+07  4.6365E+04  1.9171E+08  1.5340E+06  3.4460E+09  2.8003E+08  1.8438E+00  4.6463E+09
  1.9383E+07  2.3482E+02  1.1742E+03  2.4722E+15  2.1042E+14  1.0485E+10  1.8283E-10  9.9517E-04  1.4242E-01  3.5186E-02  4.6108E+07  4.7843E+04  1.9090E+08  1.6772E+06  3.6562E+09  2.9711E+08  2.2532E+00  4.9297E+09
  1.9456E+07  2.4988E+02  1.1776E+03  2.6230E+15  2.2325E+14  1.1528E+10  2.3088E-10  1.1801E-03  1.6489E-01  4.1274E-02  4.7978E+07  4.9149E+04  1.8974E+08  1.8327E+06  3.8792E+09  3.1523E+08  2.7478E+00  5.2304E+09
  1.9530E+07  2.6590E+02  1.1810E+03  2.7830E+15  2.3687E+14  1.2671E+10  2.9127E-10  1.3983E-03  1.9076E-01  4.8783E-02  5.0331E+07  5.0315E+04  1.8844E+08  2.0017E+06  4.1159E+09  3.3446E+08  3.3430E+00  5.5493E+09
  1.9604E+07  2.8810E+02  1.1856E+03  3.0037E+15  2.5566E+14  1.4351E+10  3.9582E-10  1.7503E-03  2.3159E-01  6.2814E-02  5.5637E+07  5.4125E+04  1.9398E+08  2.2509E+06  4.4423E+09  3.6097E+08  4.3353E+00  5.9891E+09
  1.9677E+07  3.1274E+02  1.1903E+03  3.2477E+15  2.7643E+14  1.6295E+10  5.4115E-10  2.2005E-03  2.8217E-01  8.2065E-02  6.2278E+07  5.7947E+04  1.9937E+08  2.5364E+06  4.8031E+09  3.9029E+08  5.6344E+00  6.4749E+09
  1.9751E+07  3.3948E+02  1.1950E+03  3.5116E+15  2.9888E+14  1.8488E+10  7.3846E-10  2.7622E-03  3.4327E-01  1.0801E-01  7.0396E+07  6.1546E+04  2.0438E+08  2.8555E+06  5.1933E+09  4.2199E+08  7.2807E+00  6.9998E+09
  1.9825E+07  3.7378E+02  1.2008E+03  3.8476E+15  3.2748E+14  2.1509E+10  1.0724E-09  3.6316E-03  4.3520E-01  1.5353E-01  8.3642E+07  6.7907E+04  2.1574E+08  3.2958E+06  5.6902E+09  4.6236E+08  9.8840E+00  7.6678E+09
  1.9898E+07  4.1345E+02  1.2069E+03  4.2341E+15  3.6038E+14  2.5207E+10  1.5858E-09  4.8385E-03  5.5818E-01  2.2462E-01  1.0164E+08  7.5253E+04  2.2948E+08  3.8303E+06  6.2618E+09  5.0879E+08  1.3509E+01  8.4353E+09
  1.9972E+07  4.5896E+02  1.2133E+03  4.6749E+15  3.9790E+14  2.9727E+10  2.3818E-09  6.5216E-03  7.2337E-01  3.3752E-01  1.2620E+08  8.3995E+04  2.4679E+08  4.4792E+06  6.9137E+09  5.6175E+08  1.8478E+01  9.3092E+09
