 A, B, C(I), T(I), EX(I), SP1(1,I), SP2(1,I)
  3.72E+04  1.38E+09  7.43E+04  6.42E-05  6.42E-05  7.43E+04 -2.76E+09
  1.77E+05  3.12E+10  3.53E+05  1.35E-05  1.35E-05  3.53E+05 -6.24E+10
  3.59E+05  1.29E+11  7.17E+05  6.65E-06  6.65E-06  7.17E+05 -2.57E+11
  4.98E+05  2.48E+11  9.96E+05  4.79E-06  4.79E-06  9.96E+05 -4.96E+11
