 Teff =  2300.00  logg =  4.50  mixLengthPara =  2.00  Abschluss =  8  beta =  2.20  pconv[bar] =  0.29
           6         167
 
           z           p           T        n<H>  CS          CS2         C2K2N2      C2N2NA2     FE(OH)2     FEO         FEH         HK          KOH         NAH         NAOH        HS          K2O2H2      NA2O2H2     H2SO4       H2S         K+          KO          KO-         K2          MGS         SN          NA+         NAO         NAO-        NA2         SO          S2O         SO2         SIS         S8          H2          N2          O2          S2          FES         C+          N+          O+          CNO         TIO         TIO2        TIC         TIC2        TIS         TI+         S+          SI+         FE+         C3H         CA+         CAOH        CA(OH)2     CAO         CAS         CA2         CAH         TIH         LIH         LIO         LIOH        LICL        NACL        KCL         CACL        CACL2       HCL       
  3.6806E-01  2.4110E-02  1.0306E+03  2.8886E+11  1.4485E+00  7.7678E-03  6.4785E-37  1.0958E-77  3.8310E-02  7.1449E-01  4.6096E-03  3.0375E-03  1.8633E-01  1.8612E-01  1.4231E+00  9.6442E+04  1.7183E-19  2.5207E-16  2.7905E-27  2.3390E+06  3.9286E+01  1.1707E-09  1.4541E-18  1.0887E-11  4.7853E+02  4.8069E-04  6.0071E-02  2.1497E-08  1.6541E-17  1.7159E-08  1.3870E+02  1.6549E-02  2.3675E+00  1.0139E+06  1.5629E-39  1.4437E+11  8.7027E+06  4.2775E-08  2.5940E+05  1.5889E+02  1.9892E-55  7.7200E-61  9.5792E-53  1.1126E-15  2.3347E-01  3.2531E+00  1.1493E-22  1.6146E-33  1.3993E-03  2.1420E-21  6.1371E-29  6.8815E-27  1.2066E-13  7.6885E-30  6.2092E-06  1.1236E+03  1.3910E+01  2.6266E-03  8.0338E+02  2.4810E-10  4.1762E-01  1.4238E-13  5.6249E-93  1.0827E-98  7.6646E-90  2.3025-180  5.0460E-90  3.2921E-90  1.3074E-89  8.2397-176  2.6744E-88
  1.1042E+00  2.4110E-02  1.0306E+03  2.8886E+11  1.4485E+00  7.7679E-03  6.4785E-37  1.0958E-77  3.8310E-02  7.1449E-01  4.6096E-03  3.0375E-03  1.8633E-01  1.8612E-01  1.4231E+00  9.6442E+04  1.7183E-19  2.5207E-16  2.7905E-27  2.3390E+06  3.9286E+01  1.1707E-09  1.4541E-18  1.0887E-11  4.7853E+02  4.8069E-04  6.0071E-02  2.1497E-08  1.6541E-17  1.7159E-08  1.3870E+02  1.6549E-02  2.3675E+00  1.0139E+06  1.5629E-39  1.4437E+11  8.7027E+06  4.2775E-08  2.5940E+05  1.5889E+02  1.9892E-55  7.7200E-61  9.5792E-53  1.1126E-15  2.3347E-01  3.2531E+00  1.1493E-22  1.6146E-33  1.3993E-03  2.1420E-21  6.1371E-29  6.8815E-27  1.2066E-13  7.6885E-30  6.2092E-06  1.1236E+03  1.3910E+01  2.6266E-03  8.0338E+02  2.4810E-10  4.1762E-01  1.4238E-13  5.6249E-93  1.0827E-98  7.6646E-90  2.3025-180  5.0460E-90  3.2921E-90  1.3074E-89  8.2397-176  2.6744E-88
  2.5764E+00  2.4110E-02  1.0306E+03  2.8886E+11  1.4485E+00  7.7679E-03  6.4785E-37  1.0958E-77  3.8311E-02  7.1449E-01  4.6096E-03  3.0375E-03  1.8633E-01  1.8612E-01  1.4231E+00  9.6442E+04  1.7183E-19  2.5207E-16  2.7905E-27  2.3390E+06  3.9286E+01  1.1707E-09  1.4541E-18  1.0887E-11  4.7853E+02  4.8069E-04  6.0071E-02  2.1497E-08  1.6541E-17  1.7159E-08  1.3870E+02  1.6549E-02  2.3675E+00  1.0139E+06  1.5629E-39  1.4437E+11  8.7027E+06  4.2775E-08  2.5940E+05  1.5889E+02  1.9892E-55  7.7200E-61  9.5792E-53  1.1126E-15  2.3347E-01  3.2531E+00  1.1493E-22  1.6146E-33  1.3993E-03  2.1420E-21  6.1371E-29  6.8815E-27  1.2066E-13  7.6885E-30  6.2092E-06  1.1236E+03  1.3910E+01  2.6266E-03  8.0338E+02  2.4810E-10  4.1762E-01  1.4238E-13  5.6249E-93  1.0827E-98  7.6646E-90  2.3026-180  5.0460E-90  3.2921E-90  1.3074E-89  8.2397-176  2.6744E-88
  5.5209E+00  2.4111E-02  1.0306E+03  2.8886E+11  1.4485E+00  7.7679E-03  6.4786E-37  1.0958E-77  3.8311E-02  7.1449E-01  4.6096E-03  3.0375E-03  1.8633E-01  1.8612E-01  1.4231E+00  9.6443E+04  1.7183E-19  2.5207E-16  2.7905E-27  2.3390E+06  3.9286E+01  1.1707E-09  1.4541E-18  1.0887E-11  4.7853E+02  4.8069E-04  6.0071E-02  2.1497E-08  1.6541E-17  1.7159E-08  1.3870E+02  1.6549E-02  2.3675E+00  1.0139E+06  1.5629E-39  1.4437E+11  8.7027E+06  4.2775E-08  2.5940E+05  1.5889E+02  1.9892E-55  7.7200E-61  9.5792E-53  1.1126E-15  2.3347E-01  3.2532E+00  1.1493E-22  1.6146E-33  1.3993E-03  2.1420E-21  6.1371E-29  6.8815E-27  1.2066E-13  7.6885E-30  6.2092E-06  1.1236E+03  1.3910E+01  2.6266E-03  8.0338E+02  2.4810E-10  4.1762E-01  1.4238E-13  5.6249E-93  1.0827E-98  7.6647E-90  2.3026-180  5.0460E-90  3.2921E-90  1.3074E-89  8.2398-176  2.6744E-88
  1.1410E+01  2.4111E-02  1.0306E+03  2.8886E+11  1.4485E+00  7.7679E-03  6.4787E-37  1.0958E-77  3.8311E-02  7.1449E-01  4.6096E-03  3.0375E-03  1.8633E-01  1.8612E-01  1.4231E+00  9.6443E+04  1.7183E-19  2.5207E-16  2.7905E-27  2.3390E+06  3.9286E+01  1.1707E-09  1.4541E-18  1.0887E-11  4.7853E+02  4.8069E-04  6.0071E-02  2.1497E-08  1.6542E-17  1.7159E-08  1.3870E+02  1.6549E-02  2.3675E+00  1.0139E+06  1.5629E-39  1.4437E+11  8.7027E+06  4.2775E-08  2.5940E+05  1.5889E+02  1.9892E-55  7.7200E-61  9.5792E-53  1.1127E-15  2.3347E-01  3.2532E+00  1.1493E-22  1.6146E-33  1.3993E-03  2.1420E-21  6.1371E-29  6.8815E-27  1.2066E-13  7.6886E-30  6.2092E-06  1.1236E+03  1.3910E+01  2.6266E-03  8.0339E+02  2.4810E-10  4.1762E-01  1.4238E-13  5.6249E-93  1.0827E-98  7.6647E-90  2.3026-180  5.0461E-90  3.2921E-90  1.3074E-89  8.2398-176  2.6744E-88
  2.3188E+01  2.4111E-02  1.0306E+03  2.8886E+11  1.4485E+00  7.7680E-03  6.4789E-37  1.0959E-77  3.8311E-02  7.1450E-01  4.6097E-03  3.0375E-03  1.8633E-01  1.8612E-01  1.4231E+00  9.6443E+04  1.7183E-19  2.5207E-16  2.7905E-27  2.3390E+06  3.9287E+01  1.1707E-09  1.4541E-18  1.0887E-11  4.7853E+02  4.8070E-04  6.0071E-02  2.1497E-08  1.6542E-17  1.7159E-08  1.3870E+02  1.6549E-02  2.3675E+00  1.0139E+06  1.5629E-39  1.4437E+11  8.7028E+06  4.2775E-08  2.5940E+05  1.5889E+02  1.9892E-55  7.7200E-61  9.5791E-53  1.1127E-15  2.3347E-01  3.2532E+00  1.1493E-22  1.6147E-33  1.3993E-03  2.1420E-21  6.1371E-29  6.8815E-27  1.2066E-13  7.6888E-30  6.2092E-06  1.1236E+03  1.3910E+01  2.6266E-03  8.0339E+02  2.4810E-10  4.1763E-01  1.4238E-13  5.6250E-93  1.0827E-98  7.6648E-90  2.3026-180  5.0461E-90  3.2921E-90  1.3074E-89  8.2399-176  2.6744E-88
  4.6744E+01  2.4111E-02  1.0306E+03  2.8886E+11  1.4485E+00  7.7681E-03  6.4792E-37  1.0959E-77  3.8312E-02  7.1451E-01  4.6097E-03  3.0376E-03  1.8633E-01  1.8613E-01  1.4231E+00  9.6444E+04  1.7184E-19  2.5208E-16  2.7905E-27  2.3391E+06  3.9287E+01  1.1707E-09  1.4541E-18  1.0887E-11  4.7854E+02  4.8070E-04  6.0071E-02  2.1498E-08  1.6542E-17  1.7159E-08  1.3870E+02  1.6549E-02  2.3675E+00  1.0139E+06  1.5629E-39  1.4437E+11  8.7029E+06  4.2775E-08  2.5940E+05  1.5890E+02  1.9892E-55  7.7200E-61  9.5791E-53  1.1127E-15  2.3347E-01  3.2532E+00  1.1493E-22  1.6147E-33  1.3993E-03  2.1420E-21  6.1370E-29  6.8816E-27  1.2066E-13  7.6891E-30  6.2092E-06  1.1236E+03  1.3910E+01  2.6267E-03  8.0340E+02  2.4811E-10  4.1763E-01  1.4238E-13  5.6251E-93  1.0827E-98  7.6649E-90  2.3026-180  5.0462E-90  3.2922E-90  1.3074E-89  8.2401-176  2.6744E-88
  9.3855E+01  2.4112E-02  1.0306E+03  2.8887E+11  1.4486E+00  7.7683E-03  6.4799E-37  1.0960E-77  3.8314E-02  7.1452E-01  4.6099E-03  3.0377E-03  1.8634E-01  1.8613E-01  1.4232E+00  9.6445E+04  1.7185E-19  2.5210E-16  2.7906E-27  2.3391E+06  3.9287E+01  1.1707E-09  1.4542E-18  1.0888E-11  4.7855E+02  4.8071E-04  6.0072E-02  2.1498E-08  1.6543E-17  1.7160E-08  1.3870E+02  1.6549E-02  2.3675E+00  1.0139E+06  1.5630E-39  1.4438E+11  8.7031E+06  4.2775E-08  2.5940E+05  1.5890E+02  1.9892E-55  7.7200E-61  9.5790E-53  1.1127E-15  2.3347E-01  3.2532E+00  1.1494E-22  1.6148E-33  1.3993E-03  2.1420E-21  6.1370E-29  6.8817E-27  1.2067E-13  7.6896E-30  6.2093E-06  1.1237E+03  1.3911E+01  2.6267E-03  8.0342E+02  2.4812E-10  4.1765E-01  1.4238E-13  5.6252E-93  1.0828E-98  7.6651E-90  2.3027-180  5.0463E-90  3.2923E-90  1.3074E-89  8.2404-176  2.6745E-88
  1.8808E+02  2.4113E-02  1.0306E+03  2.8888E+11  1.4486E+00  7.7687E-03  6.4813E-37  1.0963E-77  3.8317E-02  7.1455E-01  4.6102E-03  3.0379E-03  1.8635E-01  1.8614E-01  1.4233E+00  9.6448E+04  1.7187E-19  2.5213E-16  2.7907E-27  2.3392E+06  3.9288E+01  1.1708E-09  1.4543E-18  1.0888E-11  4.7857E+02  4.8072E-04  6.0073E-02  2.1499E-08  1.6544E-17  1.7162E-08  1.3870E+02  1.6549E-02  2.3675E+00  1.0140E+06  1.5630E-39  1.4438E+11  8.7034E+06  4.2775E-08  2.5940E+05  1.5891E+02  1.9893E-55  7.7201E-61  9.5788E-53  1.1128E-15  2.3348E-01  3.2533E+00  1.1494E-22  1.6150E-33  1.3994E-03  2.1420E-21  6.1369E-29  6.8818E-27  1.2067E-13  7.6908E-30  6.2094E-06  1.1237E+03  1.3912E+01  2.6268E-03  8.0346E+02  2.4814E-10  4.1768E-01  1.4239E-13  5.6256E-93  1.0828E-98  7.6656E-90  2.3028-180  5.0467E-90  3.2925E-90  1.3075E-89  8.2411-176  2.6746E-88
  3.7653E+02  2.4115E-02  1.0306E+03  2.8891E+11  1.4488E+00  7.7696E-03  6.4842E-37  1.0968E-77  3.8324E-02  7.1462E-01  4.6108E-03  3.0383E-03  1.8638E-01  1.8617E-01  1.4235E+00  9.6453E+04  1.7192E-19  2.5220E-16  2.7910E-27  2.3395E+06  3.9290E+01  1.1709E-09  1.4545E-18  1.0890E-11  4.7862E+02  4.8075E-04  6.0076E-02  2.1501E-08  1.6546E-17  1.7165E-08  1.3870E+02  1.6549E-02  2.3675E+00  1.0141E+06  1.5632E-39  1.4440E+11  8.7042E+06  4.2775E-08  2.5941E+05  1.5892E+02  1.9894E-55  7.7201E-61  9.5785E-53  1.1129E-15  2.3349E-01  3.2534E+00  1.1496E-22  1.6153E-33  1.3994E-03  2.1420E-21  6.1367E-29  6.8821E-27  1.2067E-13  7.6932E-30  6.2097E-06  1.1239E+03  1.3915E+01  2.6271E-03  8.0354E+02  2.4818E-10  4.1773E-01  1.4240E-13  5.6263E-93  1.0829E-98  7.6666E-90  2.3031-180  5.0473E-90  3.2929E-90  1.3077E-89  8.2425-176  2.6748E-88
  7.5342E+02  2.4119E-02  1.0306E+03  2.8896E+11  1.4491E+00  7.7713E-03  6.4898E-37  1.0977E-77  3.8337E-02  7.1474E-01  4.6120E-03  3.0391E-03  1.8643E-01  1.8622E-01  1.4238E+00  9.6464E+04  1.7201E-19  2.5233E-16  2.7916E-27  2.3399E+06  3.9293E+01  1.1711E-09  1.4549E-18  1.0894E-11  4.7871E+02  4.8080E-04  6.0081E-02  2.1505E-08  1.6550E-17  1.7171E-08  1.3871E+02  1.6550E-02  2.3676E+00  1.0143E+06  1.5635E-39  1.4442E+11  8.7057E+06  4.2775E-08  2.5942E+05  1.5895E+02  1.9896E-55  7.7202E-61  9.5777E-53  1.1132E-15  2.3351E-01  3.2537E+00  1.1499E-22  1.6160E-33  1.3996E-03  2.1420E-21  6.1364E-29  6.8828E-27  1.2069E-13  7.6979E-30  6.2103E-06  1.1242E+03  1.3919E+01  2.6275E-03  8.0370E+02  2.4827E-10  4.1784E-01  1.4243E-13  5.6278E-93  1.0831E-98  7.6686E-90  2.3037-180  5.0486E-90  3.2938E-90  1.3080E-89  8.2452-176  2.6753E-88
  1.5072E+03  2.4127E-02  1.0306E+03  2.8906E+11  1.4497E+00  7.7747E-03  6.5011E-37  1.0997E-77  3.8364E-02  7.1499E-01  4.6144E-03  3.0407E-03  1.8652E-01  1.8632E-01  1.4246E+00  9.6486E+04  1.7219E-19  2.5259E-16  2.7927E-27  2.3409E+06  3.9300E+01  1.1715E-09  1.4556E-18  1.0902E-11  4.7890E+02  4.8091E-04  6.0092E-02  2.1512E-08  1.6559E-17  1.7183E-08  1.3871E+02  1.6552E-02  2.3677E+00  1.0147E+06  1.5641E-39  1.4447E+11  8.7088E+06  4.2775E-08  2.5945E+05  1.5902E+02  1.9900E-55  7.7204E-61  9.5763E-53  1.1138E-15  2.3355E-01  3.2543E+00  1.1505E-22  1.6174E-33  1.3999E-03  2.1420E-21  6.1357E-29  6.8840E-27  1.2071E-13  7.7073E-30  6.2114E-06  1.1248E+03  1.3929E+01  2.6285E-03  8.0402E+02  2.4844E-10  4.1806E-01  1.4248E-13  5.6307E-93  1.0835E-98  7.6726E-90  2.3049-180  5.0512E-90  3.2955E-90  1.3087E-89  8.2507-176  2.6762E-88
  3.0148E+03  2.4144E-02  1.0306E+03  2.8926E+11  1.4508E+00  7.7816E-03  6.5239E-37  1.1036E-77  3.8418E-02  7.1550E-01  4.6193E-03  3.0439E-03  1.8672E-01  1.8651E-01  1.4261E+00  9.6529E+04  1.7255E-19  2.5312E-16  2.7950E-27  2.3427E+06  3.9314E+01  1.1723E-09  1.4572E-18  1.0917E-11  4.7929E+02  4.8113E-04  6.0114E-02  2.1528E-08  1.6577E-17  1.7207E-08  1.3873E+02  1.6555E-02  2.3679E+00  1.0155E+06  1.5652E-39  1.4457E+11  8.7149E+06  4.2776E-08  2.5950E+05  1.5914E+02  1.9908E-55  7.7208E-61  9.5734E-53  1.1150E-15  2.3363E-01  3.2554E+00  1.1517E-22  1.6203E-33  1.4005E-03  2.1421E-21  6.1343E-29  6.8865E-27  1.2075E-13  7.7263E-30  6.2136E-06  1.1260E+03  1.3949E+01  2.6303E-03  8.0465E+02  2.4879E-10  4.1850E-01  1.4258E-13  5.6366E-93  1.0842E-98  7.6806E-90  2.3072-180  5.0563E-90  3.2988E-90  1.3100E-89  8.2618-176  2.6780E-88
  6.0299E+03  2.4178E-02  1.0306E+03  2.8967E+11  1.4531E+00  7.7954E-03  6.5696E-37  1.1114E-77  3.8525E-02  7.1651E-01  4.6291E-03  3.0503E-03  1.8711E-01  1.8690E-01  1.4291E+00  9.6615E+04  1.7327E-19  2.5419E-16  2.7995E-27  2.3464E+06  3.9342E+01  1.1740E-09  1.4603E-18  1.0948E-11  4.8005E+02  4.8156E-04  6.0157E-02  2.1558E-08  1.6612E-17  1.7255E-08  1.3876E+02  1.6561E-02  2.3684E+00  1.0171E+06  1.5676E-39  1.4478E+11  8.7271E+06  4.2778E-08  2.5959E+05  1.5940E+02  1.9923E-55  7.7216E-61  9.5677E-53  1.1174E-15  2.3379E-01  3.2576E+00  1.1541E-22  1.6259E-33  1.4017E-03  2.1421E-21  6.1316E-29  6.8916E-27  1.2084E-13  7.7643E-30  6.2181E-06  1.1283E+03  1.3988E+01  2.6340E-03  8.0593E+02  2.4949E-10  4.1939E-01  1.4277E-13  5.6484E-93  1.0857E-98  7.6965E-90  2.3119-180  5.0667E-90  3.3056E-90  1.3127E-89  8.2839-176  2.6816E-88
  1.2060E+04  2.4246E-02  1.0306E+03  2.9048E+11  1.4578E+00  7.8231E-03  6.6619E-37  1.1272E-77  3.8741E-02  7.1853E-01  4.6486E-03  3.0632E-03  1.8790E-01  1.8769E-01  1.4351E+00  9.6789E+04  1.7473E-19  2.5632E-16  2.8086E-27  2.3539E+06  3.9399E+01  1.1773E-09  1.4665E-18  1.1009E-11  4.8157E+02  4.8243E-04  6.0244E-02  2.1619E-08  1.6682E-17  1.7352E-08  1.3881E+02  1.6574E-02  2.3694E+00  1.0202E+06  1.5723E-39  1.4518E+11  8.7516E+06  4.2781E-08  2.5979E+05  1.5990E+02  1.9954E-55  7.7231E-61  9.5562E-53  1.1221E-15  2.3411E-01  3.2620E+00  1.1589E-22  1.6373E-33  1.4041E-03  2.1422E-21  6.1260E-29  6.9017E-27  1.2102E-13  7.8408E-30  6.2271E-06  1.1331E+03  1.4066E+01  2.6415E-03  8.0848E+02  2.5089E-10  4.2117E-01  1.4317E-13  5.6719E-93  1.0888E-98  7.7286E-90  2.3212-180  5.0874E-90  3.3191E-90  1.3181E-89  8.3283-176  2.6889E-88
  2.4121E+04  2.4382E-02  1.0306E+03  2.9211E+11  1.4671E+00  7.8786E-03  6.8505E-37  1.1595E-77  3.9177E-02  7.2259E-01  4.6879E-03  3.0891E-03  1.8949E-01  1.8928E-01  1.4472E+00  9.7136E+04  1.7769E-19  2.6066E-16  2.8268E-27  2.3689E+06  3.9511E+01  1.1840E-09  1.4790E-18  1.1133E-11  4.8464E+02  4.8418E-04  6.0417E-02  2.1742E-08  1.6824E-17  1.7547E-08  1.3893E+02  1.6600E-02  2.3713E+00  1.0266E+06  1.5817E-39  1.4600E+11  8.8008E+06  4.2787E-08  2.6018E+05  1.6092E+02  2.0017E-55  7.7263E-61  9.5332E-53  1.1317E-15  2.3475E-01  3.2709E+00  1.1687E-22  1.6603E-33  1.4090E-03  2.1424E-21  6.1150E-29  6.9219E-27  1.2137E-13  7.9962E-30  6.2451E-06  1.1426E+03  1.4224E+01  2.6564E-03  8.1362E+02  2.5372E-10  4.2474E-01  1.4397E-13  5.7194E-93  1.0949E-98  7.7931E-90  2.3400-180  5.1290E-90  3.3462E-90  1.3289E-89  8.4177-176  2.7034E-88
  4.8242E+04  2.4656E-02  1.0306E+03  2.9541E+11  1.4858E+00  7.9908E-03  7.2438E-37  1.2269E-77  4.0062E-02  7.3078E-01  4.7676E-03  3.1416E-03  1.9270E-01  1.9249E-01  1.4717E+00  9.7833E+04  1.8375E-19  2.6954E-16  2.8635E-27  2.3991E+06  3.9738E+01  1.1976E-09  1.5043E-18  1.1386E-11  4.9083E+02  4.8768E-04  6.0765E-02  2.1991E-08  1.7112E-17  1.7944E-08  1.3915E+02  1.6651E-02  2.3752E+00  1.0395E+06  1.6006E-39  1.4765E+11  8.9000E+06  4.2799E-08  2.6097E+05  1.6297E+02  2.0144E-55  7.7325E-61  9.4875E-53  1.1510E-15  2.3604E-01  3.2888E+00  1.1885E-22  1.7074E-33  1.4188E-03  2.1427E-21  6.0930E-29  6.9626E-27  1.2209E-13  8.3163E-30  6.2813E-06  1.1619E+03  1.4545E+01  2.6865E-03  8.2398E+02  2.5946E-10  4.3199E-01  1.4559E-13  5.8155E-93  1.1072E-98  7.9237E-90  2.3781-180  5.2134E-90  3.4013E-90  1.3507E-89  8.5996-176  2.7328E-88
  9.6484E+04  2.5213E-02  1.0306E+03  3.0211E+11  1.5240E+00  8.2195E-03  8.0994E-37  1.3736E-77  4.1894E-02  7.4745E-01  4.9310E-03  3.2492E-03  1.9929E-01  1.9908E-01  1.5221E+00  9.9240E+04  1.9650E-19  2.8822E-16  2.9383E-27  2.4607E+06  4.0195E+01  1.2251E-09  1.5562E-18  1.1908E-11  5.0342E+02  4.9475E-04  6.1467E-02  2.2495E-08  1.7702E-17  1.8766E-08  1.3960E+02  1.6753E-02  2.3828E+00  1.0658E+06  1.6388E-39  1.5099E+11  9.1019E+06  4.2823E-08  2.6252E+05  1.6715E+02  2.0398E-55  7.7450E-61  9.3967E-53  1.1907E-15  2.3865E-01  3.3250E+00  1.2290E-22  1.8055E-33  1.4387E-03  2.1435E-21  6.0490E-29  7.0446E-27  1.2353E-13  8.9953E-30  6.3543E-06  1.2016E+03  1.5209E+01  2.7478E-03  8.4507E+02  2.7134E-10  4.4685E-01  1.4888E-13  6.0125E-93  1.1321E-98  8.1914E-90  2.4561-180  5.3863E-90  3.5141E-90  1.3955E-89  8.9750-176  2.7924E-88
  1.7010E+05  2.6088E-02  1.0306E+03  3.1262E+11  1.5842E+00  8.5799E-03  9.6039E-37  1.6321E-77  4.4852E-02  7.7361E-01  5.1912E-03  3.4206E-03  2.0978E-01  2.0957E-01  1.6022E+00  1.0142E+05  2.1768E-19  3.1926E-16  3.0560E-27  2.5574E+06  4.0902E+01  1.2683E-09  1.6388E-18  1.2751E-11  5.2323E+02  5.0570E-04  6.2555E-02  2.3288E-08  1.8642E-17  2.0093E-08  1.4028E+02  1.6906E-02  2.3943E+00  1.1071E+06  1.6977E-39  1.5625E+11  9.4187E+06  4.2860E-08  2.6488E+05  1.7372E+02  2.0794E-55  7.7642E-61  9.2599E-53  1.2539E-15  2.4271E-01  3.3812E+00  1.2937E-22  1.9663E-33  1.4694E-03  2.1447E-21  5.9820E-29  7.1717E-27  1.2577E-13  1.0140E-29  6.4674E-06  1.2647E+03  1.6281E+01  2.8440E-03  8.7823E+02  2.9053E-10  4.7053E-01  1.5406E-13  6.3261E-93  1.1714E-98  8.6175E-90  2.5799-180  5.6611E-90  3.6933E-90  1.4666E-89  9.5794-176  2.8859E-88
  2.4371E+05  2.6994E-02  1.0306E+03  3.2351E+11  1.6465E+00  8.9545E-03  1.1388E-36  1.9391E-77  4.8019E-02  8.0069E-01  5.4651E-03  3.6010E-03  2.2083E-01  2.2061E-01  1.6865E+00  1.0363E+05  2.4114E-19  3.5364E-16  3.1780E-27  2.6578E+06  4.1622E+01  1.3130E-09  1.7259E-18  1.3654E-11  5.4377E+02  5.1684E-04  6.3661E-02  2.4108E-08  1.9632E-17  2.1514E-08  1.4094E+02  1.7058E-02  2.4056E+00  1.1499E+06  1.7574E-39  1.6169E+11  9.7466E+06  4.2897E-08  2.6720E+05  1.8053E+02  2.1197E-55  7.7834E-61  9.1250E-53  1.3205E-15  2.4685E-01  3.4385E+00  1.3618E-22  2.1416E-33  1.5007E-03  2.1462E-21  5.9152E-29  7.3012E-27  1.2804E-13  1.1430E-29  6.5824E-06  1.3311E+03  1.7429E+01  2.9436E-03  9.1261E+02  3.1108E-10  4.9545E-01  1.5942E-13  6.6559E-93  1.2119E-98  9.0657E-90  2.7100-180  5.9498E-90  3.8817E-90  1.5414E-89  1.0224-175  2.9825E-88
  3.1732E+05  2.7931E-02  1.0306E+03  3.3477E+11  1.7111E+00  9.3437E-03  1.3503E-36  2.3040E-77  5.1409E-02  8.2871E-01  5.7535E-03  3.7909E-03  2.3245E-01  2.3224E-01  1.7752E+00  1.0589E+05  2.6712E-19  3.9172E-16  3.3047E-27  2.7618E+06  4.2354E+01  1.3593E-09  1.8176E-18  1.4620E-11  5.6506E+02  5.2818E-04  6.4788E-02  2.4957E-08  2.0674E-17  2.3036E-08  1.4160E+02  1.7208E-02  2.4168E+00  1.1943E+06  1.8180E-39  1.6732E+11  1.0086E+07  4.2933E-08  2.6950E+05  1.8759E+02  2.1607E-55  7.8026E-61  8.9920E-53  1.3906E-15  2.5107E-01  3.4970E+00  1.4336E-22  2.3327E-33  1.5327E-03  2.1477E-21  5.8486E-29  7.4331E-27  1.3036E-13  1.2885E-29  6.6995E-06  1.4010E+03  1.8657E+01  3.0466E-03  9.4825E+02  3.3308E-10  5.2170E-01  1.6498E-13  7.0029E-93  1.2539E-98  9.5370E-90  2.8465-180  6.2531E-90  4.0795E-90  1.6199E-89  1.0912-175  3.0823E-88
  3.9093E+05  2.8900E-02  1.0306E+03  3.4642E+11  1.7781E+00  9.7481E-03  1.6011E-36  2.7375E-77  5.5039E-02  8.5772E-01  6.0571E-03  3.9909E-03  2.4469E-01  2.4448E-01  1.8687E+00  1.0818E+05  2.9591E-19  4.3390E-16  3.4361E-27  2.8696E+06  4.3099E+01  1.4072E-09  1.9141E-18  1.5655E-11  5.8713E+02  5.3972E-04  6.5934E-02  2.5836E-08  2.1772E-17  2.4665E-08  1.4224E+02  1.7356E-02  2.4278E+00  1.2403E+06  1.8792E-39  1.7314E+11  1.0437E+07  4.2970E-08  2.7176E+05  1.9491E+02  2.2026E-55  7.8219E-61  8.8610E-53  1.4645E-15  2.5539E-01  3.5568E+00  1.5093E-22  2.5410E-33  1.5654E-03  2.1494E-21  5.7823E-29  7.5675E-27  1.3272E-13  1.4524E-29  6.8187E-06  1.4745E+03  1.9972E+01  3.1532E-03  9.8518E+02  3.5663E-10  5.4934E-01  1.7075E-13  7.3680E-93  1.2973E-98  1.0033E-89  2.9899-180  6.5717E-90  4.2874E-90  1.7024E-89  1.1645-175  3.1853E-88
  4.6454E+05  2.9903E-02  1.0307E+03  3.5848E+11  1.8476E+00  1.0168E-02  1.8985E-36  3.2526E-77  5.8924E-02  8.8774E-01  6.3768E-03  4.2013E-03  2.5757E-01  2.5736E-01  1.9670E+00  1.1052E+05  3.2780E-19  4.8062E-16  3.5723E-27  2.9814E+06  4.3857E+01  1.4568E-09  2.0158E-18  1.6764E-11  6.1001E+02  5.5147E-04  6.7100E-02  2.6746E-08  2.2928E-17  2.6409E-08  1.4288E+02  1.7503E-02  2.4386E+00  1.2879E+06  1.9412E-39  1.7917E+11  1.0800E+07  4.3007E-08  2.7400E+05  2.0249E+02  2.2453E-55  7.8413E-61  8.7319E-53  1.5422E-15  2.5979E-01  3.6178E+00  1.5892E-22  2.7681E-33  1.5987E-03  2.1513E-21  5.7162E-29  7.7043E-27  1.3512E-13  1.6373E-29  6.9399E-06  1.5519E+03  2.1380E+01  3.2636E-03  1.0235E+03  3.8185E-10  5.7844E-01  1.7673E-13  7.7520E-93  1.3422E-98  1.0554E-89  3.1403-180  6.9065E-90  4.5057E-90  1.7890E-89  1.2427-175  3.2917E-88
  5.3816E+05  3.0941E-02  1.0307E+03  3.7096E+11  1.9196E+00  1.0605E-02  2.2512E-36  3.8647E-77  6.3083E-02  9.1880E-01  6.7133E-03  4.4229E-03  2.7112E-01  2.7092E-01  2.0705E+00  1.1289E+05  3.6312E-19  5.3237E-16  3.7136E-27  3.0973E+06  4.4629E+01  1.5081E-09  2.1228E-18  1.7950E-11  6.3373E+02  5.6342E-04  6.8287E-02  2.7688E-08  2.4145E-17  2.8277E-08  1.4351E+02  1.7648E-02  2.4492E+00  1.3373E+06  2.0038E-39  1.8540E+11  1.1176E+07  4.3043E-08  2.7621E+05  2.1035E+02  2.2888E-55  7.8607E-61  8.6047E-53  1.6241E-15  2.6429E-01  3.6800E+00  1.6733E-22  3.0157E-33  1.6326E-03  2.1533E-21  5.6503E-29  7.8437E-27  1.3757E-13  1.8456E-29  7.0634E-06  1.6334E+03  2.2887E+01  3.3778E-03  1.0632E+03  4.0886E-10  6.0908E-01  1.8294E-13  8.1559E-93  1.3886E-98  1.1103E-89  3.2983-180  7.2581E-90  4.7351E-90  1.8800E-89  1.3261-175  3.4015E-88
