 Teff =  2300.00  logg =  4.50  mixLengthPara =  2.00  Abschluss =  8  beta =  2.20  pconv[bar] =  0.29
           6         167
 
           z           p           T        n<H>  CS          CS2         C2K2N2      C2N2NA2     FE(OH)2     FEO         FEH         HK          KOH         NAH         NAOH        HS          K2O2H2      NA2O2H2     H2SO4       H2S         K+          KO          KO-         K2          MGS         SN          NA+         NAO         NAO-        NA2         SO          S2O         SO2         SIS         S8          H2          N2          O2          S2          FES         C+          N+          O+          CNO         TIO         TIO2        TIC         TIC2        TIS         TI+         S+          SI+         FE+         C3H         CA+         CAOH        CA(OH)2     CAO         CAS         CA2         CAH         TIH         LIH         LIO         LIOH        LICL        NACL        KCL         CACL        CACL2       HCL       
  2.6333E+07  2.1208E+04  1.6641E+03  1.5802E+17  2.0930E+08  3.4508E+04  6.3509E-16  9.4635E-30  4.1792E+05  1.3178E+07  4.3000E+07  6.9812E+06  2.8722E+06  1.9747E+08  2.4994E+07  1.3498E+11  2.2223E-08  9.0057E-06  6.5332E-16  1.6469E+12  4.5621E+08  1.7497E+01  1.4532E-05  4.6130E-01  6.2258E+08  1.3951E+05  2.1910E+07  2.4788E+02  1.5394E-04  2.2726E+02  2.7854E+07  8.0028E+02  4.0355E+04  3.8765E+11  2.1006E-32  7.8948E+16  4.7605E+12  1.0083E+02  4.2143E+08  5.4758E+07  3.5285E-24  1.7867E-28  1.2549E-24  1.1292E-01  2.2228E+08  2.1694E+07  2.1227E-03  2.0207E-09  3.0075E+06  5.1534E-03  1.5850E-10  9.6872E-07  7.0026E+00  1.5231E-06  8.5428E+03  1.5649E+08  1.3003E+06  1.4238E+04  1.1467E+07  1.2506E-01  3.0130E+11  6.0951E+02  1.3050E-84  6.4735E-90  4.2655E-84  1.5931-176  4.4552E-85  1.4455E-85  9.6458E-86  4.5372-174  1.5724E-82
  2.6352E+07  2.1456E+04  1.6665E+03  1.5962E+17  2.1399E+08  3.4955E+04  6.4075E-16  1.1088E-29  4.1321E+05  1.3315E+07  4.3641E+07  7.1160E+06  2.8928E+06  2.0098E+08  2.5191E+07  1.3796E+11  2.2161E-08  8.9607E-06  6.8130E-16  1.6626E+12  4.6928E+08  1.8112E+01  1.5109E-05  4.6828E-01  6.2947E+08  1.4444E+05  2.2734E+07  2.5652E+02  1.6009E-04  2.3023E+02  2.8647E+07  8.1934E+02  4.1274E+04  3.9077E+11  2.1670E-32  7.9750E+16  4.8089E+12  1.0621E+02  4.2851E+08  5.4725E+07  4.1548E-24  2.1377E-28  1.4825E-24  1.1819E-01  2.3871E+08  2.3026E+07  2.3615E-03  2.2604E-09  3.2318E+06  5.8946E-03  1.7721E-10  1.0717E-06  7.4161E+00  1.6071E-06  8.7046E+03  1.5264E+08  1.2542E+06  1.4165E+04  1.1232E+07  1.2031E-01  3.0495E+11  6.7201E+02  1.3240E-84  6.6540E-90  4.2656E-84  1.5758-176  4.4328E-85  1.4354E-85  9.3381E-86  4.2953-174  1.5885E-82
  2.6370E+07  2.1706E+04  1.6690E+03  1.6125E+17  2.1882E+08  3.5413E+04  6.4671E-16  1.2992E-29  4.0894E+05  1.3467E+07  4.4342E+07  7.2532E+06  2.9133E+06  2.0456E+08  2.5387E+07  1.4100E+11  2.2095E-08  8.9146E-06  7.1004E-16  1.6785E+12  4.8268E+08  1.8743E+01  1.5705E-05  4.7536E-01  6.3615E+08  1.4953E+05  2.3587E+07  2.6541E+02  1.6645E-04  2.3324E+02  2.9457E+07  8.3870E+02  4.2199E+04  3.9387E+11  2.2356E-32  8.0560E+16  4.8578E+12  1.1184E+02  4.3570E+08  5.4755E+07  4.8908E-24  2.5563E-28  1.7504E-24  1.2368E-01  2.5639E+08  2.4443E+07  2.6282E-03  2.5299E-09  3.4739E+06  6.7433E-03  1.9806E-10  1.1852E-06  7.8617E+00  1.6964E-06  8.8686E+03  1.4886E+08  1.2096E+06  1.4090E+04  1.1002E+07  1.1573E-01  3.0864E+11  7.4112E+02  1.3431E-84  6.8382E-90  4.2653E-84  1.5588-176  4.4107E-85  1.4253E-85  9.0409E-86  4.0670-174  1.6047E-82
  2.6388E+07  2.1960E+04  1.6715E+03  1.6289E+17  2.2370E+08  3.5870E+04  6.5262E-16  1.5213E-29  4.0529E+05  1.3637E+07  4.5102E+07  7.3929E+06  2.9343E+06  2.0821E+08  2.5589E+07  1.4409E+11  2.2037E-08  8.8722E-06  7.4033E-16  1.6945E+12  4.9643E+08  1.9398E+01  1.6325E-05  4.8255E-01  6.4318E+08  1.5477E+05  2.4469E+07  2.7462E+02  1.7307E-04  2.3630E+02  3.0290E+07  8.5852E+02  4.3153E+04  3.9704E+11  2.3055E-32  8.1378E+16  4.9071E+12  1.1778E+02  4.4296E+08  5.4844E+07  5.7536E-24  3.0553E-28  2.0659E-24  1.2942E-01  2.7538E+08  2.5950E+07  2.9239E-03  2.8300E-09  3.7333E+06  7.7113E-03  2.2128E-10  1.3104E-06  8.3417E+00  1.7898E-06  9.0347E+03  1.4521E+08  1.1670E+06  1.4018E+04  1.0776E+07  1.1133E-01  3.1235E+11  8.1714E+02  1.3626E-84  7.0280E-90  4.2657E-84  1.5421-176  4.3890E-85  1.4155E-85  8.7537E-86  3.8514-174  1.6211E-82
  2.6407E+07  2.2216E+04  1.6739E+03  1.6454E+17  2.2872E+08  3.6338E+04  6.5883E-16  1.7813E-29  4.0201E+05  1.3820E+07  4.5921E+07  7.5352E+06  2.9552E+06  2.1191E+08  2.5790E+07  1.4724E+11  2.1975E-08  8.8287E-06  7.7146E-16  1.7107E+12  5.1054E+08  2.0072E+01  1.6967E-05  4.8984E-01  6.5002E+08  1.6019E+05  2.5383E+07  2.8410E+02  1.7991E-04  2.3941E+02  3.1141E+07  8.7866E+02  4.4116E+04  4.0018E+11  2.3776E-32  8.2204E+16  4.9570E+12  1.2399E+02  4.5034E+08  5.4989E+07  6.7665E-24  3.6498E-28  2.4368E-24  1.3542E-01  2.9582E+08  2.7553E+07  3.2540E-03  3.1674E-09  4.0134E+06  8.8192E-03  2.4715E-10  1.4484E-06  8.8583E+00  1.8889E-06  9.2030E+03  1.4164E+08  1.1257E+06  1.3943E+04  1.0556E+07  1.0711E-01  3.1609E+11  9.0119E+02  1.3823E-84  7.2219E-90  4.2658E-84  1.5256-176  4.3677E-85  1.4058E-85  8.4763E-86  3.6477-174  1.6377E-82
  2.6425E+07  2.2475E+04  1.6764E+03  1.6621E+17  2.3380E+08  3.6804E+04  6.6500E-16  2.0845E-29  3.9924E+05  1.4020E+07  4.6794E+07  7.6801E+06  2.9766E+06  2.1568E+08  2.5997E+07  1.5046E+11  2.1922E-08  8.7887E-06  8.0422E-16  1.7270E+12  5.2501E+08  2.0770E+01  1.7635E-05  4.9725E-01  6.5720E+08  1.6578E+05  2.6328E+07  2.9392E+02  1.8704E-04  2.4256E+02  3.2016E+07  8.9927E+02  4.5107E+04  4.0340E+11  2.4512E-32  8.3039E+16  5.0074E+12  1.3054E+02  4.5779E+08  5.5180E+07  7.9531E-24  4.3578E-28  2.8732E-24  1.4168E-01  3.1779E+08  2.9259E+07  3.6202E-03  3.5433E-09  4.3137E+06  1.0083E-02  2.7594E-10  1.6006E-06  9.4135E+00  1.9927E-06  9.3736E+03  1.3818E+08  1.0863E+06  1.3871E+04  1.0340E+07  1.0305E-01  3.1985E+11  9.9368E+02  1.4024E-84  7.4216E-90  4.2666E-84  1.5095-176  4.3467E-85  1.3962E-85  8.2082E-86  3.4554-174  1.6545E-82
  2.6444E+07  2.2738E+04  1.6788E+03  1.6790E+17  2.3902E+08  3.7282E+04  6.7146E-16  2.4393E-29  3.9671E+05  1.4231E+07  4.7718E+07  7.8276E+06  2.9979E+06  2.1952E+08  2.6202E+07  1.5373E+11  2.1865E-08  8.7478E-06  8.3792E-16  1.7434E+12  5.3985E+08  2.1488E+01  1.8326E-05  5.0477E-01  6.6419E+08  1.7156E+05  2.7306E+07  3.0403E+02  1.9442E-04  2.4575E+02  3.2910E+07  9.2021E+02  4.6107E+04  4.0659E+11  2.5270E-32  8.3883E+16  5.0583E+12  1.3738E+02  4.6535E+08  5.5415E+07  9.3447E-24  5.2003E-28  3.3857E-24  1.4822E-01  3.4145E+08  3.1075E+07  4.0292E-03  3.9659E-09  4.6381E+06  1.1529E-02  3.0798E-10  1.7680E-06  1.0009E+01  2.1027E-06  9.5463E+03  1.3479E+08  1.0482E+06  1.3797E+04  1.0129E+07  9.9143E-02  3.2365E+11  1.0960E+03  1.4227E-84  7.6255E-90  4.2671E-84  1.4936-176  4.3261E-85  1.3867E-85  7.9493E-86  3.2737-174  1.6714E-82
  2.6462E+07  2.2990E+04  1.6810E+03  1.6954E+17  2.4393E+08  3.7736E+04  6.7942E-16  2.8164E-29  3.9390E+05  1.4392E+07  4.8470E+07  7.9697E+06  3.0202E+06  2.2322E+08  2.6414E+07  1.5677E+11  2.1859E-08  8.7291E-06  8.7002E-16  1.7594E+12  5.5367E+08  2.2167E+01  1.8986E-05  5.1226E-01  6.7103E+08  1.7695E+05  2.8221E+07  3.1359E+02  2.0147E-04  2.4897E+02  3.3732E+07  9.3941E+02  4.7025E+04  4.0977E+11  2.5969E-32  8.4699E+16  5.1076E+12  1.4382E+02  4.7222E+08  5.5503E+07  1.0798E-23  6.0915E-28  3.9203E-24  1.5447E-01  3.6446E+08  3.2829E+07  4.4407E-03  4.3957E-09  4.9533E+06  1.3006E-02  3.3968E-10  1.9335E-06  1.0548E+01  2.2110E-06  9.7034E+03  1.3192E+08  1.0162E+06  1.3737E+04  9.9469E+06  9.5833E-02  3.2728E+11  1.1978E+03  1.4425E-84  7.8181E-90  4.2718E-84  1.4810-176  4.3119E-85  1.3797E-85  7.7292E-86  3.1221-174  1.6878E-82
  2.6480E+07  2.3238E+04  1.6831E+03  1.7116E+17  2.4877E+08  3.8186E+04  6.8815E-16  3.2334E-29  3.9176E+05  1.4561E+07  4.9250E+07  8.1109E+06  3.0429E+06  2.2691E+08  2.6630E+07  1.5974E+11  2.1874E-08  8.7197E-06  9.0195E-16  1.7753E+12  5.6720E+08  2.2839E+01  1.9644E-05  5.1980E-01  6.7783E+08  1.8226E+05  2.9123E+07  3.2304E+02  2.0850E-04  2.5222E+02  3.4533E+07  9.5803E+02  4.7915E+04  4.1293E+11  2.6653E-32  8.5509E+16  5.1564E+12  1.5021E+02  4.7885E+08  5.5642E+07  1.2389E-23  7.0788E-28  4.5052E-24  1.6073E-01  3.8778E+08  3.4588E+07  4.8722E-03  4.8504E-09  5.2730E+06  1.4582E-02  3.7275E-10  2.1053E-06  1.1095E+01  2.3215E-06  9.8547E+03  1.2929E+08  9.8723E+05  1.3681E+04  9.7783E+06  9.2815E-02  3.3087E+11  1.3036E+03  1.4622E-84  8.0080E-90  4.2783E-84  1.4697-176  4.3005E-85  1.3737E-85  7.5280E-86  2.9860-174  1.7040E-82
  2.6499E+07  2.3490E+04  1.6852E+03  1.7280E+17  2.5370E+08  3.8640E+04  6.9702E-16  3.7112E-29  3.9033E+05  1.4757E+07  5.0129E+07  8.2544E+06  3.0659E+06  2.3065E+08  2.6848E+07  1.6276E+11  2.1892E-08  8.7113E-06  9.3504E-16  1.7914E+12  5.8104E+08  2.3530E+01  2.0324E-05  5.2745E-01  6.8474E+08  1.8771E+05  3.0052E+07  3.3277E+02  2.1577E-04  2.5552E+02  3.5350E+07  9.7698E+02  4.8821E+04  4.1612E+11  2.7351E-32  8.6326E+16  5.2057E+12  1.5688E+02  4.8556E+08  5.5877E+07  1.4210E-23  8.2231E-28  5.1757E-24  1.6724E-01  4.1247E+08  3.6432E+07  5.3437E-03  5.3500E-09  5.6115E+06  1.6342E-02  4.0893E-10  2.2918E-06  1.1689E+01  2.4373E-06  1.0008E+04  1.2672E+08  9.5917E+05  1.3626E+04  9.6127E+06  8.9895E-02  3.3448E+11  1.4183E+03  1.4822E-84  8.2022E-90  4.2849E-84  1.4587-176  4.2892E-85  1.3677E-85  7.3325E-86  2.8562-174  1.7204E-82
  2.6517E+07  2.3744E+04  1.6874E+03  1.7445E+17  2.5871E+08  3.9099E+04  7.0608E-16  4.2587E-29  3.8936E+05  1.4972E+07  5.1080E+07  8.4004E+06  3.0890E+06  2.3445E+08  2.7068E+07  1.6584E+11  2.1910E-08  8.7034E-06  9.6924E-16  1.8075E+12  5.9518E+08  2.4241E+01  2.1026E-05  5.3521E-01  6.9169E+08  1.9331E+05  3.1009E+07  3.4277E+02  2.2328E-04  2.5887E+02  3.6185E+07  9.9623E+02  4.9740E+04  4.1932E+11  2.8065E-32  8.7151E+16  5.2555E+12  1.6382E+02  4.9233E+08  5.6176E+07  1.6293E-23  9.5487E-28  5.9436E-24  1.7400E-01  4.3868E+08  3.8372E+07  5.8600E-03  5.9003E-09  5.9712E+06  1.8310E-02  4.4852E-10  2.4943E-06  1.2327E+01  2.5589E-06  1.0162E+04  1.2421E+08  9.3196E+05  1.3570E+04  9.4500E+06  8.7070E-02  3.3812E+11  1.5428E+03  1.5025E-84  8.4008E-90  4.2916E-84  1.4478-176  4.2782E-85  1.3619E-85  7.1425E-86  2.7323-174  1.7369E-82
  2.6536E+07  2.4000E+04  1.6895E+03  1.7612E+17  2.6381E+08  3.9562E+04  7.1529E-16  4.8859E-29  3.8870E+05  1.5201E+07  5.2086E+07  8.5488E+06  3.1124E+06  2.3832E+08  2.7291E+07  1.6896E+11  2.1930E-08  8.6964E-06  1.0047E-15  1.8238E+12  6.0964E+08  2.4972E+01  2.1752E-05  5.4308E-01  6.9873E+08  1.9907E+05  3.1994E+07  3.5306E+02  2.3104E-04  2.6227E+02  3.7037E+07  1.0158E+03  5.0675E+04  4.2256E+11  2.8794E-32  8.7984E+16  5.3058E+12  1.7106E+02  4.9918E+08  5.6517E+07  1.8675E-23  1.1084E-27  6.8232E-24  1.8101E-01  4.6654E+08  4.0413E+07  6.4252E-03  6.5064E-09  6.3533E+06  2.0510E-02  4.9181E-10  2.7142E-06  1.3008E+01  2.6864E-06  1.0319E+04  1.2175E+08  9.0562E+05  1.3515E+04  9.2903E+06  8.4337E-02  3.4179E+11  1.6781E+03  1.5230E-84  8.6039E-90  4.2986E-84  1.4370-176  4.2674E-85  1.3561E-85  6.9578E-86  2.6141-174  1.7536E-82
  2.6554E+07  2.4260E+04  1.6916E+03  1.7780E+17  2.6901E+08  4.0030E+04  7.2470E-16  5.6043E-29  3.8823E+05  1.5440E+07  5.3134E+07  8.6998E+06  3.1360E+06  2.4225E+08  2.7516E+07  1.7213E+11  2.1951E-08  8.6900E-06  1.0413E-15  1.8403E+12  6.2441E+08  2.5723E+01  2.2501E-05  5.5108E-01  7.0581E+08  2.0499E+05  3.3008E+07  3.6363E+02  2.3905E-04  2.6571E+02  3.7906E+07  1.0357E+03  5.1624E+04  4.2581E+11  2.9539E-32  8.8825E+16  5.3565E+12  1.7859E+02  5.0610E+08  5.6885E+07  2.1398E-23  1.2861E-27  7.8302E-24  1.8830E-01  4.9617E+08  4.2565E+07  7.0449E-03  7.1748E-09  6.7600E+06  2.2972E-02  5.3915E-10  2.9529E-06  1.3731E+01  2.8201E-06  1.0477E+04  1.1934E+08  8.8008E+05  1.3460E+04  9.1335E+06  8.1693E-02  3.4549E+11  1.8252E+03  1.5439E-84  8.8116E-90  4.3056E-84  1.4264-176  4.2568E-85  1.3504E-85  6.7782E-86  2.5013-174  1.7704E-82
  2.6572E+07  2.4522E+04  1.6937E+03  1.7950E+17  2.7430E+08  4.0503E+04  7.3428E-16  6.4268E-29  3.8789E+05  1.5687E+07  5.4218E+07  8.8533E+06  3.1599E+06  2.4624E+08  2.7743E+07  1.7535E+11  2.1973E-08  8.6845E-06  1.0793E-15  1.8568E+12  6.3951E+08  2.6496E+01  2.3275E-05  5.5919E-01  7.1298E+08  2.1106E+05  3.4052E+07  3.7451E+02  2.4733E-04  2.6920E+02  3.8793E+07  1.0559E+03  5.2589E+04  4.2909E+11  3.0299E-32  8.9674E+16  5.4078E+12  1.8644E+02  5.1309E+08  5.7271E+07  2.4511E-23  1.4918E-27  8.9827E-24  1.9588E-01  5.2769E+08  4.4834E+07  7.7240E-03  7.9114E-09  7.1928E+06  2.5727E-02  5.9090E-10  3.2119E-06  1.4496E+01  2.9603E-06  1.0637E+04  1.1699E+08  8.5535E+05  1.3406E+04  8.9794E+06  7.9134E-02  3.4922E+11  1.9851E+03  1.5650E-84  9.0240E-90  4.3128E-84  1.4159-176  4.2464E-85  1.3448E-85  6.6037E-86  2.3936-174  1.7874E-82
  2.6591E+07  2.4787E+04  1.6958E+03  1.8122E+17  2.7968E+08  4.0980E+04  7.4405E-16  7.3686E-29  3.8764E+05  1.5940E+07  5.5332E+07  9.0093E+06  3.1839E+06  2.5030E+08  2.7973E+07  1.7863E+11  2.1997E-08  8.6795E-06  1.1185E-15  1.8736E+12  6.5494E+08  2.7291E+01  2.4074E-05  5.6741E-01  7.2021E+08  2.1730E+05  3.5127E+07  3.8569E+02  2.5589E-04  2.7275E+02  3.9699E+07  1.0765E+03  5.3569E+04  4.3238E+11  3.1076E-32  9.0531E+16  5.4595E+12  1.9461E+02  5.2016E+08  5.7669E+07  2.8068E-23  1.7298E-27  1.0301E-23  2.0374E-01  5.6125E+08  4.7227E+07  8.4686E-03  8.7238E-09  7.6536E+06  2.8810E-02  6.4747E-10  3.4930E-06  1.5305E+01  3.1074E-06  1.0798E+04  1.1469E+08  8.3137E+05  1.3351E+04  8.8282E+06  7.6659E-02  3.5297E+11  2.1591E+03  1.5864E-84  9.2411E-90  4.3201E-84  1.4056-176  4.2362E-85  1.3392E-85  6.4340E-86  2.2909-174  1.8046E-82
  2.6609E+07  2.5056E+04  1.6979E+03  1.8295E+17  2.8516E+08  4.1463E+04  7.5401E-16  8.4464E-29  3.8745E+05  1.6199E+07  5.6474E+07  9.1680E+06  3.2082E+06  2.5442E+08  2.8205E+07  1.8196E+11  2.2023E-08  8.6753E-06  1.1591E-15  1.8904E+12  6.7071E+08  2.8108E+01  2.4899E-05  5.7576E-01  7.2751E+08  2.2371E+05  3.6233E+07  3.9719E+02  2.6473E-04  2.7634E+02  4.0623E+07  1.0974E+03  5.4565E+04  4.3571E+11  3.1869E-32  9.1396E+16  5.5117E+12  2.0312E+02  5.2730E+08  5.8076E+07  3.2130E-23  2.0049E-27  1.1809E-23  2.1191E-01  5.9695E+08  4.9751E+07  9.2847E-03  9.6193E-09  8.1440E+06  3.2258E-02  7.0927E-10  3.7980E-06  1.6159E+01  3.2616E-06  1.0962E+04  1.1244E+08  8.0814E+05  1.3297E+04  8.6796E+06  7.4265E-02  3.5676E+11  2.3483E+03  1.6081E-84  9.4631E-90  4.3276E-84  1.3954-176  4.2262E-85  1.3337E-85  6.2691E-86  2.1928-174  1.8219E-82
  2.6628E+07  2.5327E+04  1.7000E+03  1.8470E+17  2.9074E+08  4.1950E+04  7.6416E-16  9.6799E-29  3.8731E+05  1.6463E+07  5.7644E+07  9.3294E+06  3.2327E+06  2.5861E+08  2.8440E+07  1.8535E+11  2.2050E-08  8.6718E-06  1.2011E-15  1.9074E+12  6.8683E+08  2.8947E+01  2.5751E-05  5.8424E-01  7.3487E+08  2.3030E+05  3.7372E+07  4.0901E+02  2.7386E-04  2.7999E+02  4.1566E+07  1.1186E+03  5.5577E+04  4.3905E+11  3.2679E-32  9.2269E+16  5.5644E+12  2.1198E+02  5.3451E+08  5.8490E+07  3.6769E-23  2.3230E-27  1.3533E-23  2.2039E-01  6.3495E+08  5.2412E+07  1.0179E-02  1.0607E-08  8.6661E+06  3.6115E-02  7.7679E-10  4.1287E-06  1.7059E+01  3.4233E-06  1.1127E+04  1.1024E+08  7.8561E+05  1.3243E+04  8.5338E+06  7.1948E-02  3.6058E+11  2.5540E+03  1.6301E-84  9.6901E-90  4.3352E-84  1.3854-176  4.2163E-85  1.3283E-85  6.1087E-86  2.0991-174  1.8394E-82
  2.6646E+07  2.5600E+04  1.7021E+03  1.8647E+17  2.9641E+08  4.2442E+04  7.7450E-16  1.1091E-28  3.8722E+05  1.6732E+07  5.8839E+07  9.4935E+06  3.2574E+06  2.6287E+08  2.8677E+07  1.8879E+11  2.2079E-08  8.6690E-06  1.2446E-15  1.9246E+12  7.0329E+08  2.9811E+01  2.6630E-05  5.9284E-01  7.4231E+08  2.3706E+05  3.8545E+07  4.2117E+02  2.8329E-04  2.8368E+02  4.2529E+07  1.1401E+03  5.6604E+04  4.4243E+11  3.3505E-32  9.3151E+16  5.6176E+12  2.2120E+02  5.4180E+08  5.8910E+07  4.2065E-23  2.6907E-27  1.5503E-23  2.2920E-01  6.7537E+08  5.5219E+07  1.1159E-02  1.1695E-08  9.2215E+06  4.0428E-02  8.5052E-10  4.4875E-06  1.8009E+01  3.5929E-06  1.1294E+04  1.0809E+08  7.6379E+05  1.3189E+04  8.3906E+06  6.9707E-02  3.6442E+11  2.7777E+03  1.6523E-84  9.9222E-90  4.3430E-84  1.3755-176  4.2067E-85  1.3230E-85  5.9528E-86  2.0097-174  1.8571E-82
  2.6664E+07  2.5877E+04  1.7042E+03  1.8825E+17  3.0219E+08  4.2939E+04  7.8505E-16  1.2705E-28  3.8716E+05  1.7006E+07  6.0061E+07  9.6604E+06  3.2824E+06  2.6719E+08  2.8916E+07  1.9229E+11  2.2109E-08  8.6669E-06  1.2895E-15  1.9418E+12  7.2012E+08  3.0698E+01  2.7538E-05  6.0156E-01  7.4981E+08  2.4400E+05  3.9752E+07  4.3366E+02  2.9304E-04  2.8744E+02  4.3511E+07  1.1621E+03  5.7648E+04  4.4582E+11  3.4349E-32  9.4041E+16  5.6713E+12  2.3080E+02  5.4916E+08  5.9335E+07  4.8108E-23  3.1153E-27  1.7755E-23  2.3834E-01  7.1837E+08  5.8177E+07  1.2233E-02  1.2894E-08  9.8126E+06  4.5250E-02  9.3103E-10  4.8764E-06  1.9009E+01  3.7707E-06  1.1463E+04  1.0598E+08  7.4263E+05  1.3135E+04  8.2500E+06  6.7538E-02  3.6830E+11  3.0208E+03  1.6749E-84  1.0159E-89  4.3509E-84  1.3657-176  4.1973E-85  1.3178E-85  5.8013E-86  1.9243-174  1.8749E-82
  2.6683E+07  2.6157E+04  1.7063E+03  1.9005E+17  3.0807E+08  4.3440E+04  7.9580E-16  1.4551E-28  3.8713E+05  1.7285E+07  6.1309E+07  9.8300E+06  3.3076E+06  2.7159E+08  2.9158E+07  1.9584E+11  2.2140E-08  8.6655E-06  1.3360E-15  1.9593E+12  7.3731E+08  3.1610E+01  2.8476E-05  6.1041E-01  7.5739E+08  2.5114E+05  4.0994E+07  4.4651E+02  3.0310E-04  2.9124E+02  4.4513E+07  1.1843E+03  5.8709E+04  4.4924E+11  3.5209E-32  9.4940E+16  5.7256E+12  2.4080E+02  5.5660E+08  5.9764E+07  5.5001E-23  3.6057E-27  2.0326E-23  2.4784E-01  7.6410E+08  6.1295E+07  1.3410E-02  1.4216E-08  1.0441E+07  5.0640E-02  1.0189E-09  5.2980E-06  2.0064E+01  3.9572E-06  1.1633E+04  1.0392E+08  7.2213E+05  1.3081E+04  8.1119E+06  6.5440E-02  3.7221E+11  3.2851E+03  1.6978E-84  1.0402E-89  4.3589E-84  1.3561-176  4.1880E-85  1.3126E-85  5.6539E-86  1.8428-174  1.8929E-82
  2.6701E+07  2.6440E+04  1.7084E+03  1.9187E+17  3.1405E+08  4.3947E+04  8.0676E-16  1.6662E-28  3.8713E+05  1.7568E+07  6.2584E+07  1.0003E+07  3.3330E+06  2.7606E+08  2.9402E+07  1.9945E+11  2.2173E-08  8.6648E-06  1.3841E-15  1.9768E+12  7.5488E+08  3.2548E+01  2.9444E-05  6.1939E-01  7.6503E+08  2.5846E+05  4.2272E+07  4.5972E+02  3.1349E-04  2.9510E+02  4.5535E+07  1.2069E+03  5.9786E+04  4.5268E+11  3.6088E-32  9.5847E+16  5.7803E+12  2.5120E+02  5.6412E+08  6.0197E+07  6.2863E-23  4.1718E-27  2.3261E-23  2.5770E-01  8.1274E+08  6.4580E+07  1.4699E-02  1.5672E-08  1.1110E+07  5.6664E-02  1.1148E-09  5.7550E-06  2.1174E+01  4.1527E-06  1.1806E+04  1.0191E+08  7.0225E+05  1.3028E+04  7.9763E+06  6.3410E-02  3.7614E+11  3.5722E+03  1.7210E-84  1.0650E-89  4.3671E-84  1.3466-176  4.1790E-85  1.3075E-85  5.5106E-86  1.7649-174  1.9111E-82
  2.6720E+07  2.6726E+04  1.7105E+03  1.9371E+17  3.2014E+08  4.4459E+04  8.1793E-16  1.9074E-28  3.8716E+05  1.7856E+07  6.3886E+07  1.0178E+07  3.3587E+06  2.8060E+08  2.9649E+07  2.0312E+11  2.2207E-08  8.6648E-06  1.4339E-15  1.9946E+12  7.7282E+08  3.3512E+01  3.0443E-05  6.2851E-01  7.7274E+08  2.6598E+05  4.3588E+07  4.7329E+02  3.2423E-04  2.9902E+02  4.6578E+07  1.2299E+03  6.0880E+04  4.5615E+11  3.6984E-32  9.6763E+16  5.8356E+12  2.6202E+02  5.7171E+08  6.0635E+07  7.1826E-23  4.8250E-27  2.6611E-23  2.6793E-01  8.6443E+08  6.8042E+07  1.6110E-02  1.7276E-08  1.1821E+07  6.3393E-02  1.2195E-09  6.2502E-06  2.2345E+01  4.3577E-06  1.1980E+04  9.9937E+07  6.8297E+05  1.2975E+04  7.8432E+06  6.1446E-02  3.8012E+11  3.8842E+03  1.7446E-84  1.0904E-89  4.3755E-84  1.3373-176  4.1701E-85  1.3024E-85  5.3713E-86  1.6905-174  1.9294E-82
  2.6738E+07  2.7015E+04  1.7126E+03  1.9556E+17  3.2633E+08  4.4976E+04  8.2931E-16  2.1831E-28  3.8722E+05  1.8148E+07  6.5215E+07  1.0356E+07  3.3846E+06  2.8521E+08  2.9899E+07  2.0685E+11  2.2243E-08  8.6655E-06  1.4853E-15  2.0124E+12  7.9115E+08  3.4502E+01  3.1475E-05  6.3776E-01  7.8053E+08  2.7370E+05  4.4941E+07  4.8724E+02  3.3531E-04  3.0299E+02  4.7641E+07  1.2533E+03  6.1991E+04  4.5965E+11  3.7898E-32  9.7688E+16  5.8914E+12  2.7329E+02  5.7938E+08  6.1076E+07  8.2041E-23  5.5785E-27  3.0434E-23  2.7856E-01  9.1938E+08  7.1687E+07  1.7655E-02  1.9043E-08  1.2577E+07  7.0909E-02  1.3337E-09  6.7868E-06  2.3577E+01  4.5725E-06  1.2156E+04  9.8010E+07  6.6429E+05  1.2922E+04  7.7124E+06  5.9546E-02  3.8412E+11  4.2230E+03  1.7684E-84  1.1163E-89  4.3839E-84  1.3281-176  4.1615E-85  1.2975E-85  5.2359E-86  1.6194-174  1.9479E-82
  2.6756E+07  2.7307E+04  1.7147E+03  1.9743E+17  3.3264E+08  4.5498E+04  8.4091E-16  2.4982E-28  3.8731E+05  1.8446E+07  6.6571E+07  1.0538E+07  3.4108E+06  2.8990E+08  3.0151E+07  2.1064E+11  2.2280E-08  8.6668E-06  1.5385E-15  2.0304E+12  8.0988E+08  3.5520E+01  3.2539E-05  6.4714E-01  7.8839E+08  2.8162E+05  4.6334E+07  5.0158E+02  3.4676E-04  3.0703E+02  4.8727E+07  1.2770E+03  6.3119E+04  4.6316E+11  3.8831E-32  9.8621E+16  5.9478E+12  2.8501E+02  5.8712E+08  6.1522E+07  9.3681E-23  6.4475E-27  3.4794E-23  2.8959E-01  9.7777E+08  7.5526E+07  1.9345E-02  2.0987E-08  1.3380E+07  7.9302E-02  1.4582E-09  7.3679E-06  2.4875E+01  4.7978E-06  1.2334E+04  9.6126E+07  6.4617E+05  1.2870E+04  7.5841E+06  5.7708E-02  3.8815E+11  4.5910E+03  1.7926E-84  1.1428E-89  4.3926E-84  1.3190-176  4.1530E-85  1.2926E-85  5.1041E-86  1.5515-174  1.9666E-82
