 Teff =  2300.00  logg =  4.50  mixLengthPara =  2.00  Abschluss =  8  beta =  2.20  pconv[bar] =  0.29
           6           7
 
           z           T        n<H>         rho           p        wmix        tau n_H         n_Mg        n_Fe        n_Al        n_Ti        n_TIO       n_TIO2      n_TIS       n_SIO       n_SIO2      n_SIS       n_H2O       n_H2        n_H2S       n_MGO       n_MGOH      n_MG(OH)2   n_FEO       n_FES       n_FE(OH)2   n_ALOH      n_ALH       n_AL2O      n_ALS       n_ALO2H              pel
  2.4521E+06  1.0312E+03  9.1759E+11  2.0779E-12  7.6453E-02  9.8234E-19  0.0000E+00  9.0438E+06  3.1077E+07  2.5860E+07  3.4478E+03  1.4147E-06  4.3163E-01  5.9752E+00  2.8744E-03  2.6161E+07  2.0663E+00  3.5307E+06  1.6610E+08  4.5862E+11  8.2650E+06  1.0799E+00  1.2004E+04  1.7956E-01  2.2868E+00  5.6061E+02  3.8118E-01  1.1641E+06  1.0504E+01  4.8380E+05  7.0878E+03  8.6835E+03  1.0541E-11
  2.5257E+06  1.0313E+03  9.5066E+11  2.1528E-12  7.9207E-02  1.0619E-18  0.0000E+00  9.2126E+06  3.2197E+07  2.6792E+07  3.5128E+03  1.4451E-06  4.4066E-01  6.0979E+00  2.9406E-03  2.7097E+07  2.1407E+00  3.6643E+06  1.7209E+08  4.7514E+11  8.5805E+06  1.1193E+00  1.2654E+04  1.9260E-01  2.3700E+00  5.8197E+02  4.0881E-01  1.2062E+06  1.0890E+01  5.0127E+05  7.2337E+03  8.9964E+03  1.0738E-11
  2.5993E+06  1.0313E+03  9.8491E+11  2.2303E-12  8.2061E-02  1.1479E-18  0.0000E+00  9.3846E+06  3.3356E+07  2.7758E+07  3.5791E+03  1.4763E-06  4.4991E-01  6.2235E+00  3.0084E-03  2.8067E+07  2.2178E+00  3.8027E+06  1.7830E+08  4.9226E+11  8.9075E+06  1.1601E+00  1.3338E+04  2.0658E-01  2.4562E+00  6.0410E+02  4.3845E-01  1.2497E+06  1.1291E+01  5.1938E+05  7.3822E+03  9.3205E+03  1.0939E-11
  2.6729E+06  1.0313E+03  1.0204E+12  2.3107E-12  8.5017E-02  1.2408E-18  0.0000E+00  9.5598E+06  3.4558E+07  2.8758E+07  3.6466E+03  1.5084E-06  4.5939E-01  6.3523E+00  3.0777E-03  2.9072E+07  2.2976E+00  3.9462E+06  1.8473E+08  5.1000E+11  9.2464E+06  1.2024E+00  1.4060E+04  2.2157E-01  2.5455E+00  6.2704E+02  4.7024E-01  1.2948E+06  1.1707E+01  5.3813E+05  7.5333E+03  9.6563E+03  1.1144E-11
  2.7465E+06  1.0314E+03  1.0572E+12  2.3940E-12  8.8080E-02  1.3413E-18  0.0000E+00  9.7383E+06  3.5803E+07  2.9794E+07  3.7154E+03  1.5412E-06  4.6911E-01  6.4841E+00  3.1488E-03  3.0113E+07  2.3803E+00  4.0950E+06  1.9139E+08  5.2838E+11  9.5978E+06  1.2462E+00  1.4821E+04  2.3765E-01  2.6380E+00  6.5082E+02  5.0432E-01  1.3416E+06  1.2138E+01  5.5757E+05  7.6872E+03  1.0004E+04  1.1352E-11
  2.8201E+06  1.0314E+03  1.0953E+12  2.4802E-12  9.1253E-02  1.4499E-18  0.0000E+00  9.9201E+06  3.7093E+07  3.0868E+07  3.7855E+03  1.5749E-06  4.7906E-01  6.6193E+00  3.2216E-03  3.1191E+07  2.4660E+00  4.2491E+06  1.9829E+08  5.4742E+11  9.9620E+06  1.2916E+00  1.5622E+04  2.5489E-01  2.7339E+00  6.7547E+02  5.4088E-01  1.3900E+06  1.2585E+01  5.7770E+05  7.8438E+03  1.0365E+04  1.1564E-11
  2.8937E+06  1.0314E+03  1.1347E+12  2.5696E-12  9.4540E-02  1.5673E-18  0.0000E+00  1.0105E+07  3.8429E+07  3.1980E+07  3.8569E+03  1.6094E-06  4.8927E-01  6.7577E+00  3.2962E-03  3.2309E+07  2.5549E+00  4.4088E+06  2.0544E+08  5.6714E+11  1.0340E+07  1.3386E+00  1.6468E+04  2.7339E-01  2.8333E+00  7.0101E+02  5.8009E-01  1.4402E+06  1.3048E+01  5.9856E+05  8.0031E+03  1.0738E+04  1.1781E-11
  2.9674E+06  1.0315E+03  1.1760E+12  2.6630E-12  9.7978E-02  1.6954E-18  0.0000E+00  1.0298E+07  3.9825E+07  3.3142E+07  3.9312E+03  1.6460E-06  5.0002E-01  6.9028E+00  3.3745E-03  3.3476E+07  2.6478E+00  4.5758E+06  2.1292E+08  5.8776E+11  1.0734E+07  1.3880E+00  1.7365E+04  2.9335E-01  2.9375E+00  7.2771E+02  6.2239E-01  1.4927E+06  1.3535E+01  6.2036E+05  8.1678E+03  1.1128E+04  1.2005E-11
  3.0410E+06  1.0315E+03  1.2189E+12  2.7601E-12  1.0155E-01  1.8345E-18  0.0000E+00  1.0495E+07  4.1277E+07  3.4351E+07  4.0074E+03  1.6840E-06  5.1114E-01  7.0527E+00  3.4556E-03  3.4690E+07  2.7445E+00  4.7494E+06  2.2069E+08  6.0919E+11  1.1145E+07  1.4393E+00  1.8313E+04  3.1482E-01  3.0458E+00  7.5546E+02  6.6786E-01  1.5472E+06  1.4043E+01  6.4303E+05  8.3365E+03  1.1533E+04  1.2236E-11
  3.1146E+06  1.0316E+03  1.2633E+12  2.8607E-12  1.0526E-01  1.9849E-18  0.0000E+00  1.0696E+07  4.2781E+07  3.5603E+07  4.0852E+03  1.7230E-06  5.2255E-01  7.2063E+00  3.5387E-03  3.5948E+07  2.8447E+00  4.9294E+06  2.2874E+08  6.3140E+11  1.1570E+07  1.4925E+00  1.9313E+04  3.3785E-01  3.1581E+00  7.8423E+02  7.1666E-01  1.6037E+06  1.4570E+01  6.6652E+05  8.5082E+03  1.1953E+04  1.2470E-11
  3.1882E+06  1.0316E+03  1.3094E+12  2.9650E-12  1.0910E-01  2.1477E-18  0.0000E+00  1.0900E+07  4.4341E+07  3.6901E+07  4.1644E+03  1.7630E-06  5.3426E-01  7.3640E+00  3.6239E-03  3.7252E+07  2.9486E+00  5.1160E+06  2.3709E+08  6.5442E+11  1.2012E+07  1.5478E+00  2.0367E+04  3.6257E-01  3.2746E+00  8.1407E+02  7.6902E-01  1.6623E+06  1.5116E+01  6.9087E+05  8.6830E+03  1.2388E+04  1.2710E-11
  3.2618E+06  1.0316E+03  1.3571E+12  3.0732E-12  1.1308E-01  2.3238E-18  0.0000E+00  1.1109E+07  4.5957E+07  3.8247E+07  4.2452E+03  1.8041E-06  5.4627E-01  7.5256E+00  3.7113E-03  3.8603E+07  3.0563E+00  5.3094E+06  2.4574E+08  6.7829E+11  1.2469E+07  1.6050E+00  2.1479E+04  3.8910E-01  3.3954E+00  8.4500E+02  8.2520E-01  1.7230E+06  1.5683E+01  7.1611E+05  8.8611E+03  1.2839E+04  1.2954E-11
  3.3354E+06  1.0317E+03  1.4066E+12  3.1852E-12  1.1720E-01  2.5144E-18  0.0000E+00  1.1322E+07  4.7632E+07  3.9641E+07  4.3276E+03  1.8463E-06  5.5860E-01  7.6913E+00  3.8009E-03  4.0003E+07  3.1679E+00  5.5100E+06  2.5470E+08  7.0302E+11  1.2944E+07  1.6644E+00  2.2652E+04  4.1757E-01  3.5206E+00  8.7706E+02  8.8548E-01  1.7860E+06  1.6271E+01  7.4227E+05  9.0424E+03  1.3306E+04  1.3202E-11
  3.4090E+06  1.0317E+03  1.4579E+12  3.3013E-12  1.2148E-01  2.7206E-18  0.0000E+00  1.1539E+07  4.9368E+07  4.1087E+07  4.4115E+03  1.8897E-06  5.7124E-01  7.8614E+00  3.8929E-03  4.1455E+07  3.2836E+00  5.7179E+06  2.6399E+08  7.2865E+11  1.3436E+07  1.7259E+00  2.3888E+04  4.4811E-01  3.6504E+00  9.1031E+02  9.5017E-01  1.8512E+06  1.6881E+01  7.6939E+05  9.2270E+03  1.3791E+04  1.3455E-11
  3.4826E+06  1.0318E+03  1.5110E+12  3.4217E-12  1.2591E-01  2.9438E-18  0.0000E+00  1.1760E+07  5.1167E+07  4.2585E+07  4.4971E+03  1.9342E-06  5.8423E-01  8.0358E+00  3.9872E-03  4.2959E+07  3.4036E+00  5.9335E+06  2.7363E+08  7.5522E+11  1.3946E+07  1.7897E+00  2.5193E+04  4.8090E-01  3.7850E+00  9.4478E+02  1.0196E+00  1.9188E+06  1.7514E+01  7.9749E+05  9.4150E+03  1.4293E+04  1.3714E-11
  3.5562E+06  1.0318E+03  1.5661E+12  3.5465E-12  1.3050E-01  3.1852E-18  0.0000E+00  1.1985E+07  5.3032E+07  4.4137E+07  4.5844E+03  1.9799E-06  5.9755E-01  8.2147E+00  4.0840E-03  4.4518E+07  3.5279E+00  6.1569E+06  2.8361E+08  7.8276E+11  1.4475E+07  1.8559E+00  2.6568E+04  5.1608E-01  3.9246E+00  9.8051E+02  1.0941E+00  1.9889E+06  1.8171E+01  8.2662E+05  9.6064E+03  1.4813E+04  1.3977E-11
  3.6299E+06  1.0319E+03  1.6233E+12  3.6760E-12  1.3527E-01  3.4469E-18  0.0000E+00  1.2215E+07  5.4968E+07  4.5749E+07  4.6737E+03  2.0272E-06  6.1130E-01  8.3991E+00  4.1838E-03  4.6136E+07  3.6571E+00  6.3890E+06  2.9397E+08  8.1135E+11  1.5024E+07  1.9247E+00  2.8020E+04  5.5387E-01  4.0696E+00  1.0176E+03  1.1741E+00  2.0617E+06  1.8854E+01  8.5687E+05  9.8020E+03  1.5353E+04  1.4246E-11
  3.7035E+06  1.0319E+03  1.6832E+12  3.8117E-12  1.4027E-01  3.7332E-18  0.0000E+00  1.2456E+07  5.6995E+07  4.7437E+07  4.7671E+03  2.0777E-06  6.2586E-01  8.5933E+00  4.2894E-03  4.7831E+07  3.7926E+00  6.6319E+06  3.0483E+08  8.4129E+11  1.5599E+07  1.9970E+00  2.9564E+04  5.9471E-01  4.2219E+00  1.0564E+03  1.2605E+00  2.1379E+06  1.9575E+01  8.8853E+05  1.0005E+04  1.5918E+04  1.4527E-11
  3.7771E+06  1.0320E+03  1.7453E+12  3.9523E-12  1.4545E-01  4.0433E-18  0.0000E+00  1.2700E+07  5.9097E+07  4.9188E+07  4.8623E+03  2.1296E-06  6.4081E-01  8.7926E+00  4.3978E-03  4.9589E+07  3.9331E+00  6.8838E+06  3.1608E+08  8.7233E+11  1.6196E+07  2.0720E+00  3.1192E+04  6.3857E-01  4.3799E+00  1.0967E+03  1.3533E+00  2.2169E+06  2.0323E+01  9.2137E+05  1.0212E+04  1.6504E+04  1.4813E-11
  3.8507E+06  1.0320E+03  1.8097E+12  4.0982E-12  1.5082E-01  4.3792E-18  0.0000E+00  1.2950E+07  6.1277E+07  5.1003E+07  4.9594E+03  2.1830E-06  6.5618E-01  8.9973E+00  4.5091E-03  5.1411E+07  4.0788E+00  7.1451E+06  3.2775E+08  9.0452E+11  1.6815E+07  2.1498E+00  3.2910E+04  6.8565E-01  4.5438E+00  1.1385E+03  1.4529E+00  2.2988E+06  2.1099E+01  9.5542E+05  1.0422E+04  1.7111E+04  1.5105E-11
  3.9243E+06  1.0321E+03  1.8765E+12  4.2494E-12  1.5639E-01  4.7430E-18  0.0000E+00  1.3205E+07  6.3536E+07  5.2884E+07  5.0585E+03  2.2379E-06  6.7197E-01  9.2075E+00  4.6235E-03  5.3300E+07  4.2299E+00  7.4161E+06  3.3985E+08  9.3790E+11  1.7457E+07  2.2305E+00  3.4723E+04  7.3620E-01  4.7138E+00  1.1818E+03  1.5598E+00  2.3838E+06  2.1906E+01  9.9073E+05  1.0637E+04  1.7740E+04  1.5403E-11
  3.9979E+06  1.0321E+03  1.9458E+12  4.4062E-12  1.6217E-01  5.1369E-18  0.0000E+00  1.3464E+07  6.5879E+07  5.4836E+07  5.1595E+03  2.2943E-06  6.8819E-01  9.4233E+00  4.7410E-03  5.5259E+07  4.3867E+00  7.6971E+06  3.5239E+08  9.7250E+11  1.8123E+07  2.3143E+00  3.6636E+04  7.9048E-01  4.8901E+00  1.2267E+03  1.6746E+00  2.4719E+06  2.2743E+01  1.0273E+06  1.0856E+04  1.8393E+04  1.5707E-11
  4.0715E+06  1.0322E+03  2.0176E+12  4.5688E-12  1.6816E-01  5.5636E-18  0.0000E+00  1.3729E+07  6.8309E+07  5.6859E+07  5.2626E+03  2.3524E-06  7.0486E-01  9.6450E+00  4.8617E-03  5.7290E+07  4.5492E+00  7.9885E+06  3.6540E+08  1.0084E+12  1.8813E+07  2.4012E+00  3.8653E+04  8.4875E-01  5.0731E+00  1.2733E+03  1.7978E+00  2.5633E+06  2.3612E+01  1.0653E+06  1.1078E+04  1.9069E+04  1.6016E-11
  4.1451E+06  1.0322E+03  2.0920E+12  4.7373E-12  1.7437E-01  6.0258E-18  0.0000E+00  1.3999E+07  7.0827E+07  5.8957E+07  5.3677E+03  2.4121E-06  7.2199E-01  9.8726E+00  4.9857E-03  5.9396E+07  4.7178E+00  8.2907E+06  3.7889E+08  1.0456E+12  1.9530E+07  2.4913E+00  4.0782E+04  9.1132E-01  5.2629E+00  1.3216E+03  1.9301E+00  2.6580E+06  2.4514E+01  1.1047E+06  1.1305E+04  1.9771E+04  1.6332E-11
  4.2188E+06  1.0323E+03  2.1692E+12  4.9121E-12  1.8081E-01  6.5263E-18  0.0000E+00  1.4274E+07  7.3439E+07  6.1132E+07  5.4750E+03  2.4736E-06  7.3960E-01  1.0106E+01  5.1132E-03  6.1579E+07  4.8926E+00  8.6041E+06  3.9287E+08  1.0842E+12  2.0273E+07  2.5849E+00  4.3028E+04  9.7850E-01  5.4598E+00  1.3717E+03  2.0721E+00  2.7562E+06  2.5451E+01  1.1455E+06  1.1537E+04  2.0498E+04  1.6654E-11
  4.2924E+06  1.0323E+03  2.2492E+12  5.0934E-12  1.8749E-01  7.0684E-18  0.0000E+00  1.4555E+07  7.6147E+07  6.3387E+07  5.5843E+03  2.5368E-06  7.5770E-01  1.0347E+01  5.2442E-03  6.3843E+07  5.0740E+00  8.9291E+06  4.0737E+08  1.1242E+12  2.1043E+07  2.6819E+00  4.5398E+04  1.0506E+00  5.6640E+00  1.4237E+03  2.2246E+00  2.8581E+06  2.6423E+01  1.1878E+06  1.1772E+04  2.1252E+04  1.6982E-11
  4.3660E+06  1.0324E+03  2.3329E+12  5.2829E-12  1.9447E-01  7.6606E-18  0.0000E+00  1.4847E+07  7.8977E+07  6.5745E+07  5.6981E+03  2.6039E-06  7.7676E-01  1.0598E+01  5.3820E-03  6.6209E+07  5.2638E+00  9.2688E+06  4.2253E+08  1.1660E+12  2.1849E+07  2.7837E+00  4.7913E+04  1.1285E+00  5.8780E+00  1.4780E+03  2.3891E+00  2.9645E+06  2.7446E+01  1.2320E+06  1.2016E+04  2.2039E+04  1.7323E-11
  4.4396E+06  1.0325E+03  2.4200E+12  5.4801E-12  2.0174E-01  8.3050E-18  0.0000E+00  1.5146E+07  8.1923E+07  6.8199E+07  5.8154E+03  2.6738E-06  7.9658E-01  1.0860E+01  5.5253E-03  6.8673E+07  5.4615E+00  9.6224E+06  4.3831E+08  1.2095E+12  2.2688E+07  2.8898E+00  5.0575E+04  1.2123E+00  6.1011E+00  1.5345E+03  2.5662E+00  3.0754E+06  2.8515E+01  1.2781E+06  1.2266E+04  2.2858E+04  1.7674E-11
  4.5132E+06  1.0325E+03  2.5104E+12  5.6847E-12  2.0929E-01  9.0036E-18  0.0000E+00  1.5452E+07  8.4980E+07  7.0746E+07  5.9350E+03  2.7459E-06  8.1698E-01  1.1128E+01  5.6728E-03  7.1228E+07  5.6667E+00  9.9892E+06  4.5468E+08  1.2547E+12  2.3558E+07  2.9999E+00  5.3385E+04  1.3024E+00  6.3327E+00  1.5931E+03  2.7564E+00  3.1904E+06  2.9626E+01  1.3259E+06  1.2521E+04  2.3708E+04  1.8032E-11
  4.5868E+06  1.0326E+03  2.6041E+12  5.8970E-12  2.1711E-01  9.7610E-18  0.0000E+00  1.5764E+07  8.8150E+07  7.3387E+07  6.0571E+03  2.8201E-06  8.3797E-01  1.1404E+01  5.8245E-03  7.3878E+07  5.8797E+00  1.0370E+07  4.7166E+08  1.3015E+12  2.4461E+07  3.1143E+00  5.6350E+04  1.3991E+00  6.5731E+00  1.6539E+03  2.9607E+00  3.3097E+06  3.0780E+01  1.3754E+06  1.2781E+04  2.4589E+04  1.8398E-11
  4.6604E+06  1.0327E+03  2.7013E+12  6.1172E-12  2.2523E-01  1.0582E-17  0.0000E+00  1.6083E+07  9.1438E+07  7.6126E+07  6.1817E+03  2.8966E-06  8.5956E-01  1.1688E+01  5.9806E-03  7.6628E+07  6.1006E+00  1.0765E+07  4.8927E+08  1.3501E+12  2.5398E+07  3.2330E+00  5.9480E+04  1.5030E+00  6.8226E+00  1.7170E+03  3.1802E+00  3.4335E+06  3.1979E+01  1.4268E+06  1.3046E+04  2.5503E+04  1.8770E-11
  4.7340E+06  1.0327E+03  2.8022E+12  6.3456E-12  2.3365E-01  1.1472E-17  0.0000E+00  1.6408E+07  9.4848E+07  7.8968E+07  6.3089E+03  2.9754E-06  8.8179E-01  1.1980E+01  6.1412E-03  7.9479E+07  6.3298E+00  1.1174E+07  5.0754E+08  1.4006E+12  2.6371E+07  3.3562E+00  6.2784E+04  1.6146E+00  7.0815E+00  1.7825E+03  3.4159E+00  3.5618E+06  3.3224E+01  1.4802E+06  1.3317E+04  2.6450E+04  1.9150E-11
  4.8077E+06  1.0328E+03  2.9068E+12  6.5825E-12  2.4239E-01  1.2437E-17  0.0000E+00  1.6739E+07  9.8386E+07  8.1916E+07  6.4386E+03  3.0566E-06  9.0466E-01  1.2281E+01  6.3065E-03  8.2437E+07  6.5676E+00  1.1599E+07  5.2649E+08  1.4529E+12  2.7380E+07  3.4841E+00  6.6271E+04  1.7346E+00  7.3503E+00  1.8503E+03  3.6690E+00  3.6950E+06  3.4518E+01  1.5355E+06  1.3592E+04  2.7433E+04  1.9538E-11
  4.8813E+06  1.0329E+03  3.0154E+12  6.8283E-12  2.5146E-01  1.3484E-17  0.0000E+00  1.7077E+07  1.0205E+08  8.4974E+07  6.5711E+03  3.1403E-06  9.2821E-01  1.2589E+01  6.4767E-03  8.5506E+07  6.8144E+00  1.2040E+07  5.4615E+08  1.5071E+12  2.8426E+07  3.6168E+00  6.9952E+04  1.8634E+00  7.6292E+00  1.9208E+03  3.9409E+00  3.8332E+06  3.5863E+01  1.5929E+06  1.3873E+04  2.8452E+04  1.9934E-11
  4.9549E+06  1.0330E+03  3.1280E+12  7.0833E-12  2.6086E-01  1.4618E-17  0.0000E+00  1.7422E+07  1.0586E+08  8.8147E+07  6.7063E+03  3.2266E-06  9.5245E-01  1.2907E+01  6.6518E-03  8.8688E+07  7.0704E+00  1.2497E+07  5.6654E+08  1.5634E+12  2.9512E+07  3.7546E+00  7.3837E+04  2.0017E+00  7.9187E+00  1.9938E+03  4.2330E+00  3.9765E+06  3.7259E+01  1.6524E+06  1.4159E+04  2.9510E+04  2.0338E-11
  5.0285E+06  1.0330E+03  3.2452E+12  7.3487E-12  2.7065E-01  1.5853E-17  0.0000E+00  1.7776E+07  1.0982E+08  9.1450E+07  6.8452E+03  3.3163E-06  9.7760E-01  1.3236E+01  6.8336E-03  9.2002E+07  7.3372E+00  1.2973E+07  5.8777E+08  1.6220E+12  3.0644E+07  3.8983E+00  7.7950E+04  2.1508E+00  8.2205E+00  2.0699E+03  4.5476E+00  4.1257E+06  3.8718E+01  1.7144E+06  1.4453E+04  3.0610E+04  2.0752E-11
  5.1021E+06  1.0331E+03  3.3678E+12  7.6264E-12  2.8090E-01  1.7203E-17  0.0000E+00  1.8142E+07  1.1397E+08  9.4904E+07  6.9892E+03  3.4107E-06  1.0039E+00  1.3580E+01  7.0239E-03  9.5467E+07  7.6164E+00  1.3471E+07  6.0998E+08  1.6833E+12  3.1827E+07  4.0489E+00  8.2322E+04  2.3120E+00  8.5367E+00  2.1495E+03  4.8876E+00  4.2818E+06  4.0251E+01  1.7792E+06  1.4756E+04  3.1760E+04  2.1181E-11
  5.1757E+06  1.0332E+03  3.4951E+12  7.9145E-12  2.9153E-01  1.8668E-17  0.0000E+00  1.8516E+07  1.1826E+08  9.8488E+07  7.1362E+03  3.5082E-06  1.0311E+00  1.3933E+01  7.2200E-03  9.9062E+07  7.9063E+00  1.3988E+07  6.3302E+08  1.7468E+12  3.3055E+07  4.2052E+00  8.6939E+04  2.4852E+00  8.8650E+00  2.2320E+03  5.2531E+00  4.4437E+06  4.1844E+01  1.8465E+06  1.5065E+04  3.2953E+04  2.1620E-11
  5.2493E+06  1.0332E+03  3.6271E+12  8.2136E-12  3.0257E-01  2.0258E-17  0.0000E+00  1.8898E+07  1.2273E+08  1.0221E+08  7.2863E+03  3.6087E-06  1.0591E+00  1.4297E+01  7.4221E-03  1.0279E+08  8.2071E+00  1.4524E+07  6.5693E+08  1.8128E+12  3.4330E+07  4.3676E+00  9.1814E+04  2.6714E+00  9.2059E+00  2.3177E+03  5.6459E+00  4.6118E+06  4.3500E+01  1.9163E+06  1.5380E+04  3.4190E+04  2.2067E-11
  5.3229E+06  1.0333E+03  3.7641E+12  8.5239E-12  3.1402E-01  2.1983E-17  0.0000E+00  1.9288E+07  1.2735E+08  1.0607E+08  7.4396E+03  3.7124E-06  1.0879E+00  1.4672E+01  7.6304E-03  1.0666E+08  8.5194E+00  1.5081E+07  6.8174E+08  1.8813E+12  3.5653E+07  4.5363E+00  9.6961E+04  2.8716E+00  9.5598E+00  2.4066E+03  6.0680E+00  4.7862E+06  4.5222E+01  1.9887E+06  1.5701E+04  3.5474E+04  2.2523E-11
  5.3965E+06  1.0334E+03  3.9064E+12  8.8459E-12  3.2590E-01  2.3856E-17  0.0000E+00  1.9685E+07  1.3216E+08  1.1007E+08  7.5961E+03  3.8194E-06  1.1176E+00  1.5058E+01  7.8450E-03  1.1068E+08  8.8435E+00  1.5658E+07  7.0749E+08  1.9524E+12  3.7027E+07  4.7114E+00  1.0240E+05  3.0867E+00  9.9274E+00  2.4988E+03  6.5217E+00  4.9673E+06  4.7012E+01  2.0639E+06  1.6029E+04  3.6806E+04  2.2989E-11
  5.4702E+06  1.0335E+03  4.0539E+12  9.1802E-12  3.3824E-01  2.5887E-17  0.0000E+00  2.0091E+07  1.3714E+08  1.1423E+08  7.7558E+03  3.9299E-06  1.1482E+00  1.5456E+01  8.0662E-03  1.1485E+08  9.1799E+00  1.6257E+07  7.3421E+08  2.0262E+12  3.8452E+07  4.8932E+00  1.0814E+05  3.3179E+00  1.0309E+01  2.5945E+03  7.0092E+00  5.1551E+06  4.8873E+01  2.1419E+06  1.6364E+04  3.8188E+04  2.3464E-11
  5.5438E+06  1.0336E+03  4.2071E+12  9.5270E-12  3.5104E-01  2.8092E-17  0.0000E+00  2.0505E+07  1.4231E+08  1.1855E+08  7.9190E+03  4.0439E-06  1.1797E+00  1.5865E+01  8.2942E-03  1.1917E+08  9.5291E+00  1.6879E+07  7.6194E+08  2.1027E+12  3.9932E+07  5.0820E+00  1.1420E+05  3.5663E+00  1.0705E+01  2.6939E+03  7.5331E+00  5.3501E+06  5.0807E+01  2.2229E+06  1.6705E+04  3.9622E+04  2.3949E-11
  5.6174E+06  1.0336E+03  4.3661E+12  9.8869E-12  3.6433E-01  3.0485E-17  0.0000E+00  2.0928E+07  1.4767E+08  1.2302E+08  8.0855E+03  4.1616E-06  1.2123E+00  1.6286E+01  8.5293E-03  1.2366E+08  9.8915E+00  1.7525E+07  7.9071E+08  2.1822E+12  4.1468E+07  5.2780E+00  1.2060E+05  3.8334E+00  1.1117E+01  2.7970E+03  8.0962E+00  5.5524E+06  5.2818E+01  2.3069E+06  1.7052E+04  4.1109E+04  2.4445E-11
  5.6910E+06  1.0337E+03  4.5312E+12  1.0261E-11  3.7813E-01  3.3083E-17  0.0000E+00  2.1359E+07  1.5324E+08  1.2767E+08  8.2554E+03  4.2828E-06  1.2457E+00  1.6720E+01  8.7714E-03  1.2832E+08  1.0268E+01  1.8195E+07  8.2060E+08  2.2647E+12  4.3064E+07  5.4816E+00  1.2736E+05  4.1207E+00  1.1544E+01  2.9041E+03  8.7021E+00  5.7625E+06  5.4909E+01  2.3942E+06  1.7407E+04  4.2654E+04  2.4950E-11
  5.7646E+06  1.0338E+03  4.7051E+12  1.0655E-11  3.9267E-01  3.5946E-17  0.0000E+00  2.1793E+07  1.5911E+08  1.3257E+08  8.4254E+03  4.4029E-06  1.2794E+00  1.7160E+01  9.0145E-03  1.3323E+08  1.0663E+01  1.8902E+07  8.5207E+08  2.3516E+12  4.4745E+07  5.6947E+00  1.3465E+05  4.4369E+00  1.1992E+01  3.0171E+03  9.3694E+00  5.9838E+06  5.7084E+01  2.4861E+06  1.7766E+04  4.4283E+04  2.5457E-11
  5.8382E+06  1.0338E+03  4.8857E+12  1.1064E-11  4.0776E-01  3.9056E-17  0.0000E+00  2.2235E+07  1.6519E+08  1.3766E+08  8.5990E+03  4.5268E-06  1.3140E+00  1.7613E+01  9.2652E-03  1.3832E+08  1.1073E+01  1.9635E+07  8.8476E+08  2.4419E+12  4.6491E+07  5.9159E+00  1.4236E+05  4.7773E+00  1.2458E+01  3.1344E+03  1.0088E+01  6.2136E+06  5.9345E+01  2.5816E+06  1.8133E+04  4.5975E+04  2.5975E-11
  5.9118E+06  1.0339E+03  5.0732E+12  1.1488E-11  4.2343E-01  4.2435E-17  0.0000E+00  2.2686E+07  1.7151E+08  1.4294E+08  8.7761E+03  4.6547E-06  1.3498E+00  1.8079E+01  9.5236E-03  1.4361E+08  1.1499E+01  2.0397E+07  9.1869E+08  2.5356E+12  4.8305E+07  6.1457E+00  1.5051E+05  5.1437E+00  1.2941E+01  3.2562E+03  1.0861E+01  6.4522E+06  6.1697E+01  2.6807E+06  1.8506E+04  4.7731E+04  2.6504E-11
  5.9854E+06  1.0339E+03  5.2680E+12  1.1929E-11  4.3971E-01  4.6106E-17  0.0000E+00  2.3147E+07  1.7807E+08  1.4842E+08  8.9568E+03  4.7867E-06  1.3866E+00  1.8560E+01  9.7902E-03  1.4910E+08  1.1942E+01  2.1188E+07  9.5392E+08  2.6330E+12  5.0188E+07  6.3843E+00  1.5913E+05  5.5381E+00  1.3443E+01  3.3826E+03  1.1694E+01  6.7000E+06  6.4141E+01  2.7837E+06  1.8888E+04  4.9553E+04  2.7043E-11
  6.0591E+06  1.0340E+03  5.4702E+12  1.2387E-11  4.5661E-01  5.0095E-17  0.0000E+00  2.3617E+07  1.8488E+08  1.5411E+08  9.1413E+03  4.9230E-06  1.4246E+00  1.9055E+01  1.0065E-02  1.5480E+08  1.2401E+01  2.2010E+07  9.9049E+08  2.7340E+12  5.2144E+07  6.6320E+00  1.6823E+05  5.9626E+00  1.3964E+01  3.5140E+03  1.2590E+01  6.9572E+06  6.6682E+01  2.8905E+06  1.9276E+04  5.1445E+04  2.7593E-11
  6.1327E+06  1.0340E+03  5.6801E+12  1.2863E-11  4.7416E-01  5.4429E-17  0.0000E+00  2.4096E+07  1.9195E+08  1.6002E+08  9.3296E+03  5.0636E-06  1.4638E+00  1.9566E+01  1.0349E-02  1.6071E+08  1.2877E+01  2.2863E+07  1.0285E+09  2.8390E+12  5.4176E+07  6.8892E+00  1.7785E+05  6.4195E+00  1.4506E+01  3.6503E+03  1.3554E+01  7.2243E+06  6.9324E+01  3.0015E+06  1.9673E+04  5.3408E+04  2.8154E-11
