    K,   J,  wlos(J),   WLSTEP(J),   Y
   49  1849   3148.95      1.57      0.00
   49  1850   3150.53      1.58      0.00
   49  1851   3152.10      1.58      0.00
   49  1852   3153.68      1.58      0.00
   49  1853   3155.26      1.58      0.00
   49  1854   3156.84      1.58      0.00
   49  1855   3158.41      1.58      0.00
   49  1856   3159.99      1.58      0.00
   49  1857   3161.57      1.58      0.00
   49  1858   3163.16      1.58      0.00
   49  1859   3164.74      1.58      0.00
   49  1860   3166.32      1.58      0.00
   49  1861   3167.90      1.58      0.00
   49  1862   3169.49      1.58      0.00
   49  1863   3171.07      1.59      0.00
   49  1864   3172.66      1.59      0.00
   49  1865   3174.25      1.59      0.00
   49  1866   3175.83      1.59      0.00
   49  1867   3177.42      1.59      0.00
   49  1868   3179.01      1.59      0.00
   49  1869   3180.60      1.59      0.00
   49  1870   3182.19      1.59      0.00
   49  1871   3183.78      1.59      0.00
   49  1872   3185.37      1.59      0.00
   49  1873   3186.97      1.59      0.00
   49  1874   3188.56      1.59      0.00
   49  1875   3190.16      1.60      0.00
   49  1876   3191.75      1.60      0.00
   49  1877   3193.35      1.60      0.00
   49  1878   3194.95      1.60      0.00
   49  1879   3196.54      1.60      0.00
   49  1880   3198.14      1.60      0.00
   49  1881   3199.74      1.60      0.00
   49  1882   3201.34      1.60      0.00
   49  1883   3202.94      1.60      0.00
   49  1884   3204.54      1.60      0.00
   49  1885   3206.15      1.60      0.00
   49  1886   3207.75      1.60      0.00
   49  1887   3209.35      1.60      0.00
   49  1888   3210.96      1.61      0.00
   49  1889   3212.57      1.61      0.00
   49  1890   3214.17      1.61      0.00
   49  1891   3215.78      1.61      0.00
   49  1892   3217.39      1.61      0.00
   49  1893   3219.00      1.61      0.00
   49  1894   3220.61      1.61      0.00
   49  1895   3222.22      1.61      0.00
   49  1896   3223.83      1.61      0.00
   49  1897   3225.44      1.61      0.00
   49  1898   3227.05      1.61      0.00
   49  1899   3228.67      1.61      0.00
   49  1900   3230.28      1.62      0.00
   49  1901   3231.90      1.62      0.00
   49  1902   3233.51      1.62      0.00
   49  1903   3235.13      1.62      0.00
   49  1904   3236.75      1.62      0.00
   49  1905   3238.37      1.62      0.00
   49  1906   3239.99      1.62      0.00
   49  1907   3241.61      1.62      0.00
   49  1908   3243.23      1.62      0.00
   49  1909   3244.85      1.62      0.00
   49  1910   3246.47      1.62      0.00
   49  1911   3248.10      1.62      0.00
   49  1912   3249.72      1.62      0.00
   49  1913   3251.35      1.63      0.00
   49  1914   3252.97      1.63      0.00
   49  1915   3254.60      1.63      0.00
   49  1916   3256.23      1.63      0.00
   49  1917   3257.86      1.63      0.00
   49  1918   3259.49      1.63      0.00
   49  1919   3261.12      1.63      0.00
   49  1920   3262.75      1.63      0.00
   49  1921   3264.38      1.63      0.00
   49  1922   3266.01      1.63      0.00
   49  1923   3267.64      1.63      0.00
   49  1924   3269.28      1.63      0.00
   49  1925   3270.91      1.64      0.00
   49  1926   3272.55      1.64      0.00
   49  1927   3274.19      1.64      0.00
   49  1928   3275.82      1.64      0.00
   49  1929   3277.46      1.64      0.00
   49  1930   3279.10      1.64      0.00
   49  1931   3280.74      1.64      0.00
   49  1932   3282.38      1.64      0.00
   49  1933   3284.02      1.64      0.00
   49  1934   3285.67      1.64      0.00
   49  1935   3287.31      1.64      0.00
   49  1936   3288.95      1.64      0.00
   49  1937   3290.60      1.65      0.00
   49  1938   3292.24      1.65      0.00
   49  1939   3293.89      1.65      0.00
   49  1940   3295.54      1.65      0.00
   49  1941   3297.19      1.65      0.00
   49  1942   3298.83      1.65      0.00
   49  1943   3300.48      1.65      0.00
   49  1944   3302.13      1.65      0.00
   49  1945   3303.79      1.65      0.00
   49  1946   3305.44      1.65      0.00
   49  1947   3307.09      1.65      0.00
   49  1948   3308.75      1.65      0.00
   49  1949   3310.40      1.66      0.00
   49  1950   3312.06      1.66      0.00
   49  1951   3313.71      1.66      0.00
   49  1952   3315.37      1.66      0.00
   49  1953   3317.03      1.66      0.00
   49  1954   3318.69      1.66      0.00
   49  1955   3320.35      1.66      0.00
   49  1956   3322.01      1.66      0.00
   49  1957   3323.67      1.66      0.00
   49  1958   3325.33      1.66      0.00
   49  1959   3326.99      1.66      0.00
   49  1960   3328.66      1.66      0.00
   49  1961   3330.32      1.67      0.00
   49  1962   3331.99      1.67      0.00
   49  1963   3333.65      1.67      0.00
   49  1964   3335.32      1.67      0.00
   49  1965   3336.99      1.67      0.00
   49  1966   3338.66      1.67      0.00
   49  1967   3340.33      1.67      0.00
   49  1968   3342.00      1.67      0.00
   49  1969   3343.67      1.67      0.00
   49  1970   3345.34      1.67      0.00
   49  1971   3347.01      1.67      0.00
   49  1972   3348.69      1.67      0.00
   49  1973   3350.36      1.68      0.00
   49  1974   3352.04      1.68      0.00
   49  1975   3353.72      1.68      0.00
   49  1976   3355.39      1.68      0.00
   49  1977   3357.07      1.68      0.00
   49  1978   3358.75      1.68      0.00
   49  1979   3360.43      1.68      0.00
   49  1980   3362.11      1.68      0.00
   49  1981   3363.79      1.68      0.00
   49  1982   3365.47      1.68      0.00
   49  1983   3367.16      1.68      0.00
   49  1984   3368.84      1.68      0.00
   49  1985   3370.53      1.69      0.00
   49  1986   3372.21      1.69      0.00
   49  1987   3373.90      1.69      0.00
   49  1988   3375.58      1.69      0.00
   49  1989   3377.27      1.69      0.00
   49  1990   3378.96      1.69      0.00
   49  1991   3380.65      1.69      0.00
   49  1992   3382.34      1.69      0.00
   49  1993   3384.03      1.69      0.00
   49  1994   3385.73      1.69      0.00
   49  1995   3387.42      1.69      0.00
   49  1996   3389.11      1.69      0.00
   49  1997   3390.81      1.70      0.00
   49  1998   3392.50      1.70      0.00
   49  1999   3394.20      1.70      0.00
   49  2000   3395.90      1.70      0.00
   49  2001   3397.60      1.70      0.00
   49  2002   3399.30      1.70      0.00
   49  2003   3401.00      1.70      0.00
   49  2004   3402.70      1.70      0.00
   49  2005   3404.40      1.70      0.00
   49  2006   3406.10      1.70      0.00
   49  2007   3407.80      1.70      0.00
   49  2008   3409.51      1.70      0.00
   49  2009   3411.21      1.71      0.00
   49  2010   3412.92      1.71      0.00
   49  2011   3414.63      1.71      0.00
   49  2012   3416.33      1.71      0.00
   49  2013   3418.04      1.71      0.00
   49  2014   3419.75      1.71      0.00
   49  2015   3421.46      1.71      0.00
   49  2016   3423.17      1.71      0.00
   49  2017   3424.89      1.71      0.00
   49  2018   3426.60      1.71      0.00
   49  2019   3428.31      1.71      0.00
   49  2020   3430.03      1.71      0.00
   49  2021   3431.74      1.72      0.00
   49  2022   3433.46      1.72      0.00
   49  2023   3435.18      1.72      0.00
   49  2024   3436.89      1.72      0.00
   49  2025   3438.61      1.72      0.00
   49  2026   3440.33      1.72      0.00
   49  2027   3442.05      1.72      0.00
   49  2028   3443.77      1.72      0.00
   49  2029   3445.50      1.72      0.00
   49  2030   3447.22      1.72      0.00
   49  2031   3448.94      1.72      0.00
   49  2032   3450.67      1.73      0.00
   49  2033   3452.39      1.73      0.00
   49  2034   3454.12      1.73      0.00
   49  2035   3455.85      1.73      0.00
   49  2036   3457.58      1.73      0.00
   49  2037   3459.31      1.73      0.00
   49  2038   3461.04      1.73      0.00
   49  2039   3462.77      1.73      0.00
   49  2040   3464.50      1.73      0.00
   49  2041   3466.23      1.73      0.00
   49  2042   3467.96      1.73      0.00
   49  2043   3469.70      1.73      0.00
   49  2044   3471.43      1.74      0.00
   49  2045   3473.17      1.74      0.00
   49  2046   3474.91      1.74      0.00
   49  2047   3476.65      1.74      0.00
   49  2048   3478.38      1.74      0.00
   49  2049   3480.12      1.74      0.00
   49  2050   3481.86      1.74      0.00
   49  2051   3483.61      1.74      0.00
   49  2052   3485.35      1.74      0.00
   49  2053   3487.09      1.74      0.00
   49  2054   3488.83      1.74      0.00
   49  2055   3490.58      1.75      0.00
   49  2056   3492.32      1.75      0.00
   49  2057   3494.07      1.75      0.00
   49  2058   3495.82      1.75      0.00
   49  2059   3497.57      1.75      0.00
   49  2060   3499.32      1.75      0.00
   49  2061   3501.07      1.75      0.00
   49  2062   3502.82      1.75      0.00
   49  2063   3504.57      1.75      0.00
   49  2064   3506.32      1.75      0.00
   49  2065   3508.08      1.75      0.00
   49  2066   3509.83      1.75      0.00
   49  2067   3511.59      1.76      0.00
   49  2068   3513.34      1.76      0.00
   49  2069   3515.10      1.76      0.00
   49  2070   3516.86      1.76      0.00
   49  2071   3518.62      1.76      0.00
   49  2072   3520.37      1.76      0.00
   49  2073   3522.14      1.76      0.00
   49  2074   3523.90      1.76      0.00
   49  2075   3525.66      1.76      0.00
   49  2076   3527.42      1.76      0.00
   49  2077   3529.19      1.76      0.00
   49  2078   3530.95      1.77      0.00
   49  2079   3532.72      1.77      0.00
   49  2080   3534.48      1.77      0.00
   49  2081   3536.25      1.77      0.00
   49  2082   3538.02      1.77      0.00
   49  2083   3539.79      1.77      0.00
   49  2084   3541.56      1.77      0.00
   49  2085   3543.33      1.77      0.00
   49  2086   3545.10      1.77      0.00
   49  2087   3546.88      1.77      0.00
   49  2088   3548.65      1.77      0.00
   49  2089   3550.42      1.78      0.00
   49  2090   3552.20      1.78      0.00
   49  2091   3553.98      1.78      0.00
   49  2092   3555.75      1.78      0.00
   49  2093   3557.53      1.78      0.00
   49  2094   3559.31      1.78      0.00
   49  2095   3561.09      1.78      0.00
   49  2096   3562.87      1.78      0.00
   49  2097   3564.65      1.78      0.00
   49  2098   3566.44      1.78      0.00
   49  2099   3568.22      1.78      0.00
   49  2100   3570.01      1.78      0.00
   49  2101   3571.79      1.79      0.00
   49  2102   3573.58      1.79      0.00
   49  2103   3575.36      1.79      0.00
   49  2104   3577.15      1.79      0.00
   49  2105   3578.94      1.79      0.00
   49  2106   3580.73      1.79      0.00
   49  2107   3582.52      1.79      0.00
   49  2108   3584.31      1.79      0.00
   49  2109   3586.11      1.79      0.00
   49  2110   3587.90      1.79      0.00
   49  2111   3589.69      1.79      0.00
   49  2112   3591.49      1.80      0.00
   49  2113   3593.29      1.80      0.00
   49  2114   3595.08      1.80      0.00
   49  2115   3596.88      1.80      0.00
   49  2116   3598.68      1.80      0.00
   49  2117   3600.48      1.80      0.00
   49  2118   3602.28      1.80      0.00
   49  2119   3604.08      1.80      0.00
   49  2120   3605.88      1.80      0.00
   49  2121   3607.69      1.80      0.00
   49  2122   3609.49      1.80      0.00
   49  2123   3611.30      1.81      0.00
   49  2124   3613.10      1.81      0.00
   49  2125   3614.91      1.81      0.00
   49  2126   3616.72      1.81      0.00
   49  2127   3618.53      1.81      0.00
   49  2128   3620.34      1.81      0.00
   49  2129   3622.15      1.81      0.00
   49  2130   3623.96      1.81      0.00
   49  2131   3625.77      1.81      0.00
   49  2132   3627.58      1.81      0.00
   49  2133   3629.40      1.81      0.00
   49  2134   3631.21      1.82      0.00
   49  2135   3633.03      1.82      0.00
   49  2136   3634.85      1.82      0.00
   49  2137   3636.66      1.82      0.00
   49  2138   3638.48      1.82      0.00
   49  2139   3640.30      1.82      0.00
   49  2140   3642.12      1.82      0.00
   49  2141   3643.94      1.82      0.00
   49  2142   3645.77      1.82      0.00
   49  2143   3647.59      1.82      0.00
   49  2144   3649.41      1.82      0.00
   49  2145   3651.24      1.83      0.00
   49  2146   3653.07      1.83      0.00
   49  2147   3654.89      1.83      0.00
   49  2148   3656.72      1.83      0.00
   49  2149   3658.55      1.83      0.00
   49  2150   3660.38      1.83      0.00
   49  2151   3662.21      1.83      0.00
   49  2152   3664.04      1.83      0.00
   49  2153   3665.87      1.83      0.00
   49  2154   3667.71      1.83      0.00
   49  2155   3669.54      1.83      0.00
   49  2156   3671.38      1.84      0.00
   49  2157   3673.21      1.84      0.00
   49  2158   3675.05      1.84      0.00
   49  2159   3676.89      1.84      0.00
   49  2160   3678.73      1.84      0.00
   49  2161   3680.57      1.84      0.00
   49  2162   3682.41      1.84      0.00
   49  2163   3684.25      1.84      0.00
   49  2164   3686.09      1.84      0.00
   49  2165   3687.93      1.84      0.00
   49  2166   3689.78      1.84      0.00
   49  2167   3691.62      1.85      0.00
   49  2168   3693.47      1.85      0.00
   49  2169   3695.32      1.85      0.00
   49  2170   3697.16      1.85      0.00
   49  2171   3699.01      1.85      0.00
   49  2172   3700.86      1.85      0.00
   49  2173   3702.71      1.85      0.00
   49  2174   3704.57      1.85      0.00
   49  2175   3706.42      1.85      0.00
   49  2176   3708.27      1.85      0.00
   49  2177   3710.13      1.86      0.00
   49  2178   3711.98      1.86      0.00
   49  2179   3713.84      1.86      0.00
   49  2180   3715.70      1.86      0.00
   49  2181   3717.55      1.86      0.00
   49  2182   3719.41      1.86      0.00
   49  2183   3721.27      1.86      0.00
   49  2184   3723.14      1.86      0.00
   49  2185   3725.00      1.86      0.00
