 Teff =  2300.00  logg =  4.50  mixLengthPara =  2.00  Abschluss =  8  beta =  2.20  pconv[bar] =  0.29
           6         167
 
           z           p           T        n<H>  CH          CO          CH2         H2O         C2H         C2          C3          C4          C5          C2H2        CHO         H2CO        CH3         CH4         CO2         C2H4        C2H4O       C2O         C3O2        OH          HO2         HCN         CN          C2N         C2N2        NH          HNO         NH2         NO          NO2         N2O         H+          H-          C-          CHNO        CHO+        CN+         CN-         CNN         NCN         C2-         C4N2        HNO2(cis)   HNO2(tr)    HNO3        HO+         HO-         H2N2        NH3         H3O+        H4N2        NO+         NO2-        NO3         N2O3        N2O4        N2O5        O-          O2-         O3          CO2-        SI2         SI3         SIC         SI2C        SIC2        SIH         SIH4        SIN         SI2N        SIO         SIO2        AL+         ALH         HALO        ALOH        ALOH+       ALOH-       ALO2H       ALN         ALO         ALO+        ALO2        ALO2-       AL2O        AL2O+       AL2O2       AL202+      CAL         MGH         MGOH        MGOH+       MG(OH)2     MG+         MGN         MGO         ALS         CKN         NACN        COS       
  1.5408E+07  1.8624E+01  1.0670E+03  2.1585E+14  6.5311E-13  5.2973E+10  8.0158E-09  2.4085E+10  1.2140E-11  1.3787E-23  1.4271E-26  3.8608E-40  1.6991E-45  1.7519E-05  1.7118E+01  8.0704E-01  2.0688E-02  3.7475E+02  1.0686E+07  1.9752E-08  2.0799E-20  2.8943E-13  2.5484E-16  2.6396E+02  1.6052E-13  4.5168E+01  8.5682E-08  9.7993E-18  1.1907E-14  2.3802E-04  5.4029E-09  2.5207E-01  4.6638E-03  4.4383E-17  1.0416E-11  5.9126E-40  8.5742E-06  2.3011E-25  3.5773E-03  5.9893E-26  9.6113E-57  3.2463E-07  4.7604E-23  1.2164E-15  9.2610E-22  2.6133E-34  4.1942E-17  5.3901E-17  1.0677E-31  8.2609E-44  5.1459E-07  5.6586E-12  4.8499E+03  1.9584E-19  5.5712E-17  1.0730E-30  4.1443E-15  1.7863E-36  1.5031E-43  2.1641E-58  2.4685E-74  8.3464E-14  3.3990E-22  3.7536E-31  4.3709E-07  4.9844E-15  2.2608E-23  1.5786E-19  2.0753E-17  4.5920E-19  5.2162E-04  6.9430E-05  1.7392E-06  1.1565E-13  2.1576E+08  1.2536E+01  2.1911E-08  1.2260E+03  1.7555E-03  3.8685E+07  8.9444E-11  1.8185E-06  1.5870E+05  1.2148E-08  7.3160E+00  1.1389E-27  2.0730E-03  1.4374E+00  3.5696E+06  2.7378E-13  1.1200E+02  4.2179E-28  1.3567E-16  2.9151E+03  2.9928E+05  2.9257E-18  2.8808E+01  2.5372E-11  4.4968E-05  4.1466E+00  6.9287E+04  4.1588E-03  7.7787E-23  3.7056E+04
  1.5481E+07  1.8966E+01  1.0675E+03  2.1971E+14  6.8717E-13  5.3921E+10  8.4195E-09  2.4501E+10  1.2849E-11  1.4731E-23  1.5405E-26  4.2534E-40  1.8953E-45  1.8470E-05  1.7670E+01  8.3609E-01  2.1658E-02  3.9132E+02  1.0852E+07  2.1013E-08  2.2273E-20  3.0431E-13  2.6920E-16  2.7000E+02  1.6599E-13  4.6848E+01  8.9421E-08  1.0417E-17  1.2613E-14  2.4649E-04  5.5935E-09  2.6109E-01  4.7829E-03  4.5930E-17  1.0776E-11  6.3263E-40  8.8844E-06  2.4461E-25  3.7070E-03  6.3375E-26  1.0544E-56  3.3905E-07  5.0525E-23  1.2812E-15  9.8879E-22  2.8684E-34  4.3555E-17  5.5970E-17  1.1189E-31  8.8438E-44  5.3174E-07  5.9277E-12  5.0134E+03  2.0555E-19  5.9078E-17  1.1298E-30  4.2870E-15  1.8748E-36  1.5930E-43  2.3129E-58  2.6712E-74  8.6560E-14  3.5401E-22  3.9179E-31  4.5148E-07  4.9575E-15  2.2147E-23  1.6281E-19  2.0830E-17  4.7664E-19  5.2697E-04  7.0823E-05  1.7568E-06  1.1495E-13  2.1336E+08  1.2419E+01  2.2091E-08  1.2304E+03  1.7627E-03  3.8413E+07  9.0377E-11  1.8367E-06  1.5726E+05  1.2301E-08  7.2978E+00  1.1679E-27  2.0649E-03  1.4288E+00  3.4585E+06  2.7012E-13  1.0830E+02  4.1987E-28  1.3958E-16  2.9068E+03  2.9610E+05  2.9593E-18  2.8595E+01  2.5501E-11  4.5116E-05  4.1121E+00  6.8834E+04  4.3214E-03  8.3821E-23  3.7744E+04
  1.5555E+07  1.9314E+01  1.0680E+03  2.2364E+14  7.2298E-13  5.4885E+10  8.8434E-09  2.4924E+10  1.3599E-11  1.5740E-23  1.6629E-26  4.6857E-40  2.1140E-45  1.9474E-05  1.8240E+01  8.6619E-01  2.2674E-02  4.0863E+02  1.1020E+07  2.2354E-08  2.3852E-20  3.1994E-13  2.8435E-16  2.7617E+02  1.7165E-13  4.8589E+01  9.3321E-08  1.1073E-17  1.3360E-14  2.5527E-04  5.7907E-09  2.7042E-01  4.9052E-03  4.7530E-17  1.1149E-11  6.7685E-40  9.2057E-06  2.6002E-25  3.8413E-03  6.7057E-26  1.1566E-56  3.5411E-07  5.3623E-23  1.3493E-15  1.0557E-21  3.1481E-34  4.5231E-17  5.8118E-17  1.1726E-31  9.4674E-44  5.4945E-07  6.2096E-12  5.1824E+03  2.1574E-19  6.2646E-17  1.1894E-30  4.4346E-15  1.9677E-36  1.6883E-43  2.4720E-58  2.8904E-74  8.9769E-14  3.6870E-22  4.0893E-31  4.6635E-07  4.9277E-15  2.1676E-23  1.6786E-19  2.0893E-17  4.9457E-19  5.3222E-04  7.2223E-05  1.7739E-06  1.1419E-13  2.1093E+08  1.2298E+01  2.2264E-08  1.2344E+03  1.7693E-03  3.8130E+07  9.1285E-11  1.8544E-06  1.5578E+05  1.2452E-08  7.2770E+00  1.1971E-27  2.0561E-03  1.4199E+00  3.3485E+06  2.6632E-13  1.0465E+02  4.1765E-28  1.4355E-16  2.8977E+03  2.9288E+05  2.9924E-18  2.8377E+01  2.5623E-11  4.5252E-05  4.0768E+00  6.8359E+04  4.4904E-03  9.0319E-23  3.8444E+04
  1.5629E+07  1.9668E+01  1.0685E+03  2.2764E+14  7.6063E-13  5.5867E+10  9.2884E-09  2.5355E+10  1.4393E-11  1.6816E-23  1.7949E-26  5.1615E-40  2.3577E-45  2.0531E-05  1.8829E+01  8.9737E-01  2.3737E-02  4.2671E+02  1.1192E+07  2.3780E-08  2.5543E-20  3.3637E-13  3.0036E-16  2.8249E+02  1.7750E-13  5.0394E+01  9.7388E-08  1.1771E-17  1.4151E-14  2.6436E-04  5.9949E-09  2.8009E-01  5.0305E-03  4.9186E-17  1.1534E-11  7.2411E-40  9.5384E-06  2.7638E-25  3.9806E-03  7.0951E-26  1.2686E-56  3.6983E-07  5.6908E-23  1.4210E-15  1.1270E-21  3.4550E-34  4.6972E-17  6.0349E-17  1.2289E-31  1.0134E-43  5.6776E-07  6.5049E-12  5.3572E+03  2.2643E-19  6.6430E-17  1.2522E-30  4.5874E-15  2.0652E-36  1.7893E-43  2.6420E-58  3.1277E-74  9.3096E-14  3.8400E-22  4.2682E-31  4.8172E-07  4.8950E-15  2.1195E-23  1.7300E-19  2.0945E-17  5.1301E-19  5.3735E-04  7.3629E-05  1.7907E-06  1.1336E-13  2.0847E+08  1.2176E+01  2.2430E-08  1.2380E+03  1.7753E-03  3.7837E+07  9.2170E-11  1.8716E-06  1.5426E+05  1.2600E-08  7.2538E+00  1.2266E-27  2.0467E-03  1.4105E+00  3.2397E+06  2.6238E-13  1.0105E+02  4.1516E-28  1.4757E-16  2.8879E+03  2.8962E+05  3.0251E-18  2.8155E+01  2.5738E-11  4.5377E-05  4.0407E+00  6.7862E+04  4.6660E-03  9.7317E-23  3.9157E+04
  1.5702E+07  2.0029E+01  1.0690E+03  2.3171E+14  8.0022E-13  5.6866E+10  9.7555E-09  2.5794E+10  1.5232E-11  1.7965E-23  1.9372E-26  5.6852E-40  2.6294E-45  2.1645E-05  1.9436E+01  9.2967E-01  2.4850E-02  4.4558E+02  1.1366E+07  2.5297E-08  2.7353E-20  3.5364E-13  3.1727E-16  2.8895E+02  1.8355E-13  5.2266E+01  1.0163E-07  1.2511E-17  1.4989E-14  2.7376E-04  6.2062E-09  2.9010E-01  5.1590E-03  5.0900E-17  1.1933E-11  7.7463E-40  9.8831E-06  2.9376E-25  4.1249E-03  7.5068E-26  1.3914E-56  3.8624E-07  6.0394E-23  1.4965E-15  1.2032E-21  3.7916E-34  4.8780E-17  6.2666E-17  1.2878E-31  1.0848E-43  5.8668E-07  6.8141E-12  5.5378E+03  2.3764E-19  7.0442E-17  1.3182E-30  4.7454E-15  2.1675E-36  1.8963E-43  2.8238E-58  3.3844E-74  9.6544E-14  3.9994E-22  4.4550E-31  4.9759E-07  4.8598E-15  2.0707E-23  1.7825E-19  2.0984E-17  5.3197E-19  5.4237E-04  7.5042E-05  1.8071E-06  1.1247E-13  2.0598E+08  1.2051E+01  2.2589E-08  1.2411E+03  1.7808E-03  3.7533E+07  9.3031E-11  1.8884E-06  1.5271E+05  1.2745E-08  7.2282E+00  1.2564E-27  2.0367E-03  1.4007E+00  3.1324E+06  2.5833E-13  9.7520E+01  4.1240E-28  1.5164E-16  2.8774E+03  2.8634E+05  3.0574E-18  2.7928E+01  2.5848E-11  4.5491E-05  4.0041E+00  6.7344E+04  4.8484E-03  1.0485E-22  3.9883E+04
  1.5776E+07  2.0396E+01  1.0694E+03  2.3585E+14  8.4184E-13  5.7883E+10  1.0246E-08  2.6240E+10  1.6119E-11  1.9192E-23  2.0907E-26  6.2617E-40  2.9322E-45  2.2819E-05  2.0062E+01  9.6313E-01  2.6014E-02  4.6529E+02  1.1543E+07  2.6910E-08  2.9291E-20  3.7179E-13  3.3512E-16  2.9556E+02  1.8981E-13  5.4207E+01  1.0605E-07  1.3298E-17  1.5875E-14  2.8349E-04  6.4249E-09  3.0047E-01  5.2907E-03  5.2674E-17  1.2345E-11  8.2862E-40  1.0240E-05  3.1222E-25  4.2744E-03  7.9421E-26  1.5259E-56  4.0337E-07  6.4090E-23  1.5760E-15  1.2844E-21  4.1609E-34  5.0658E-17  6.5072E-17  1.3496E-31  1.1611E-43  6.0622E-07  7.1379E-12  5.7246E+03  2.4941E-19  7.4695E-17  1.3877E-30  4.9090E-15  2.2749E-36  2.0097E-43  3.0180E-58  3.6623E-74  1.0012E-13  4.1653E-22  4.6498E-31  5.1399E-07  4.8221E-15  2.0214E-23  1.8360E-19  2.1011E-17  5.5146E-19  5.4728E-04  7.6461E-05  1.8231E-06  1.1153E-13  2.0347E+08  1.1925E+01  2.2741E-08  1.2438E+03  1.7856E-03  3.7220E+07  9.3867E-11  1.9047E-06  1.5113E+05  1.2887E-08  7.2003E+00  1.2864E-27  2.0260E-03  1.3906E+00  3.0267E+06  2.5416E-13  9.4050E+01  4.0938E-28  1.5578E-16  2.8664E+03  2.8304E+05  3.0893E-18  2.7698E+01  2.5951E-11  4.5595E-05  3.9669E+00  6.6807E+04  5.0379E-03  1.1297E-22  4.0621E+04
  1.5849E+07  2.0770E+01  1.0699E+03  2.4007E+14  8.8560E-13  5.8918E+10  1.0761E-08  2.6695E+10  1.7058E-11  2.0501E-23  2.2563E-26  6.8961E-40  3.2696E-45  2.4056E-05  2.0709E+01  9.9780E-01  2.7233E-02  4.8587E+02  1.1723E+07  2.8626E-08  3.1367E-20  3.9085E-13  3.5397E-16  3.0231E+02  1.9628E-13  5.6219E+01  1.1067E-07  1.4134E-17  1.6814E-14  2.9357E-04  6.6514E-09  3.1120E-01  5.4258E-03  5.4509E-17  1.2771E-11  8.8632E-40  1.0610E-05  3.3182E-25  4.4293E-03  8.4023E-26  1.6733E-56  4.2125E-07  6.8011E-23  1.6596E-15  1.3711E-21  4.5658E-34  5.2608E-17  6.7571E-17  1.4144E-31  1.2427E-43  6.2642E-07  7.4771E-12  5.9177E+03  2.6176E-19  7.9206E-17  1.4608E-30  5.0782E-15  2.3876E-36  2.1299E-43  3.2256E-58  3.9629E-74  1.0383E-13  4.3380E-22  4.8532E-31  5.3093E-07  4.7821E-15  1.9716E-23  1.8906E-19  2.1026E-17  5.7150E-19  5.5208E-04  7.7887E-05  1.8388E-06  1.1054E-13  2.0094E+08  1.1798E+01  2.2885E-08  1.2462E+03  1.7899E-03  3.6899E+07  9.4680E-11  1.9205E-06  1.4953E+05  1.3027E-08  7.1701E+00  1.3166E-27  2.0148E-03  1.3801E+00  2.9227E+06  2.4990E-13  9.0647E+01  4.0611E-28  1.5996E-16  2.8547E+03  2.7971E+05  3.1209E-18  2.7465E+01  2.6048E-11  4.5688E-05  3.9293E+00  6.6252E+04  5.2348E-03  1.2171E-22  4.1373E+04
  1.5923E+07  2.1676E+01  1.0712E+03  2.5024E+14  1.0027E-12  6.1414E+10  1.2100E-08  2.7824E+10  1.9489E-11  2.4072E-23  2.7037E-26  8.6603E-40  4.2147E-45  2.7143E-05  2.2339E+01  1.0839E+00  3.0284E-02  5.3537E+02  1.2163E+07  3.2903E-08  3.6741E-20  4.4064E-13  4.0197E-16  3.2045E+02  2.1441E-13  6.1158E+01  1.2266E-07  1.6334E-17  1.9204E-14  3.2016E-04  7.2584E-09  3.3868E-01  5.7909E-03  5.9657E-17  1.3912E-11  1.0580E-39  1.1587E-05  3.8594E-25  4.8145E-03  9.6944E-26  2.1188E-56  4.6668E-07  7.8585E-23  1.8794E-15  1.6027E-21  5.6502E-34  5.7965E-17  7.4433E-17  1.5984E-31  1.4879E-43  6.8022E-07  8.3616E-12  6.3911E+03  2.9611E-19  9.0998E-17  1.6742E-30  5.5383E-15  2.7156E-36  2.4788E-43  3.8438E-58  4.8852E-74  1.1410E-13  4.8282E-22  5.4540E-31  5.7455E-07  5.3776E-15  2.2755E-23  2.1750E-19  2.4059E-17  6.6430E-19  6.0410E-04  8.6765E-05  2.0111E-06  1.2379E-13  2.0874E+08  1.2329E+01  2.4827E-08  1.3292E+03  1.9146E-03  3.8334E+07  1.0321E-10  2.0809E-06  1.5473E+05  1.4224E-08  7.5570E+00  1.4953E-27  2.1189E-03  1.4400E+00  3.0232E+06  2.7177E-13  9.3427E+01  4.5274E-28  1.8135E-16  3.0366E+03  2.9195E+05  3.4600E-18  2.8885E+01  2.8429E-11  4.9388E-05  4.1363E+00  6.8872E+04  5.7083E-03  1.4597E-22  4.3132E+04
  1.5997E+07  2.2851E+01  1.0728E+03  2.6341E+14  1.1702E-12  6.4647E+10  1.3995E-08  2.9290E+10  2.2987E-11  2.9392E-23  3.3837E-26  1.1485E-39  5.7709E-45  3.1504E-05  2.4538E+01  1.2007E+00  3.4533E-02  6.0331E+02  1.2732E+07  3.9063E-08  4.4667E-20  5.1133E-13  4.7042E-16  3.4466E+02  2.3949E-13  6.7866E+01  1.3940E-07  1.9545E-17  2.2635E-14  3.5668E-04  8.0935E-09  3.7618E-01  6.2820E-03  6.6796E-17  1.5478E-11  1.3209E-39  1.2931E-05  4.6586E-25  5.3376E-03  1.1590E-25  2.8459E-56  5.2982E-07  9.4050E-23  2.1931E-15  1.9453E-21  7.3515E-34  6.5428E-17  8.3990E-17  1.8626E-31  1.8648E-43  7.5380E-07  9.6064E-12  7.0287E+03  3.4541E-19  1.0807E-16  1.9866E-30  6.1715E-15  3.1912E-36  2.9971E-43  4.7876E-58  6.3496E-74  1.2840E-13  5.5208E-22  6.3153E-31  6.3374E-07  6.3047E-15  2.7727E-23  2.6060E-19  2.8804E-17  8.0570E-19  6.8011E-04  9.9797E-05  2.2627E-06  1.4433E-13  2.2028E+08  1.3110E+01  2.7656E-08  1.4486E+03  2.0940E-03  4.0423E+07  1.1563E-10  2.3122E-06  1.6239E+05  1.5963E-08  8.1165E+00  1.7644E-27  2.2698E-03  1.5270E+00  3.1890E+06  3.0535E-13  9.8118E+01  5.2480E-28  2.1321E-16  3.3012E+03  3.0997E+05  3.9635E-18  3.0956E+01  3.1940E-11  5.4786E-05  4.4403E+00  7.2689E+04  6.3514E-03  1.8298E-22  4.5406E+04
  1.6070E+07  2.4091E+01  1.0744E+03  2.7728E+14  1.3656E-12  6.8051E+10  1.6187E-08  3.0829E+10  2.7116E-11  3.5884E-23  4.2351E-26  1.5235E-39  7.9048E-45  3.6576E-05  2.6953E+01  1.3301E+00  3.9383E-02  6.8001E+02  1.3327E+07  4.6390E-08  5.4313E-20  5.9335E-13  5.5058E-16  3.7059E+02  2.6738E-13  7.5318E+01  1.5840E-07  2.3388E-17  2.6683E-14  3.9729E-04  9.0221E-09  4.1781E-01  6.8129E-03  7.4753E-17  1.7216E-11  1.6481E-39  1.4429E-05  5.6221E-25  5.9175E-03  1.3852E-25  3.8203E-56  6.0153E-07  1.1255E-22  2.5592E-15  2.3611E-21  9.5693E-34  7.3819E-17  9.4733E-17  2.1691E-31  2.3353E-43  8.3512E-07  1.1035E-11  7.7302E+03  4.0276E-19  1.2834E-16  2.3557E-30  6.8744E-15  3.7473E-36  3.6211E-43  5.9576E-58  8.2434E-74  1.4444E-13  6.3094E-22  7.3071E-31  6.9890E-07  7.2994E-15  3.3159E-23  3.1029E-19  3.4062E-17  9.7126E-19  7.6085E-04  1.1408E-04  2.5298E-06  1.6619E-13  2.3099E+08  1.3852E+01  3.0631E-08  1.5700E+03  2.2775E-03  4.2392E+07  1.2881E-10  2.5548E-06  1.6946E+05  1.7815E-08  8.6685E+00  2.0695E-27  2.4176E-03  1.6100E+00  3.3274E+06  3.3927E-13  1.0192E+02  6.0147E-28  2.4930E-16  3.5650E+03  3.2690E+05  4.5087E-18  3.2951E+01  3.5637E-11  6.0367E-05  4.7343E+00  7.6308E+04  7.0681E-03  2.2934E-22  4.7807E+04
  1.6144E+07  2.5397E+01  1.0760E+03  2.9188E+14  1.5934E-12  7.1635E+10  1.8722E-08  3.2446E+10  3.1991E-11  4.3809E-23  5.3016E-26  2.0214E-39  1.0832E-44  4.2475E-05  2.9604E+01  1.4734E+00  4.4918E-02  7.6663E+02  1.3948E+07  5.5111E-08  6.6051E-20  6.8851E-13  6.4447E-16  3.9838E+02  2.9837E-13  8.3598E+01  1.7999E-07  2.7989E-17  3.1462E-14  4.4245E-04  1.0055E-08  4.6400E-01  7.3866E-03  8.3617E-17  1.9144E-11  2.0549E-39  1.6097E-05  6.7834E-25  6.5605E-03  1.6548E-25  5.1251E-56  6.8297E-07  1.3467E-22  2.9862E-15  2.8660E-21  1.2462E-33  8.3251E-17  1.0680E-16  2.5244E-31  2.9224E-43  9.2497E-07  1.2676E-11  8.5019E+03  4.6943E-19  1.5240E-16  2.7917E-30  7.6544E-15  4.3970E-36  4.3717E-43  7.4066E-58  1.0689E-73  1.6241E-13  7.2067E-22  8.4481E-31  7.7063E-07  8.3419E-15  3.8895E-23  3.6705E-19  3.9768E-17  1.1635E-18  8.4564E-04  1.2958E-04  2.8101E-06  1.8892E-13  2.4065E+08  1.4538E+01  3.3727E-08  1.6920E+03  2.4628E-03  4.4203E+07  1.4264E-10  2.8067E-06  1.7583E+05  1.9767E-08  9.2042E+00  2.4123E-27  2.5598E-03  1.6877E+00  3.4329E+06  3.7263E-13  1.0467E+02  6.8128E-28  2.8983E-16  3.8235E+03  3.4239E+05  5.0919E-18  3.4831E+01  3.9480E-11  6.6056E-05  5.0125E+00  7.9664E+04  7.8671E-03  2.8739E-22  5.0340E+04
  1.6218E+07  2.6775E+01  1.0776E+03  3.0725E+14  1.8590E-12  7.5407E+10  2.1654E-08  3.4144E+10  3.7747E-11  5.3480E-23  6.6375E-26  2.6826E-39  1.4850E-44  4.9337E-05  3.2514E+01  1.6322E+00  5.1236E-02  8.6448E+02  1.4596E+07  6.5493E-08  8.0339E-20  7.9892E-13  7.5446E-16  4.2815E+02  3.3280E-13  9.2798E+01  2.0452E-07  3.3498E-17  3.7104E-14  4.9267E-04  1.1202E-08  5.1526E-01  8.0064E-03  9.3488E-17  2.1282E-11  2.5605E-39  1.7956E-05  8.1828E-25  7.2734E-03  1.9762E-25  6.8714E-56  7.7546E-07  1.6111E-22  3.4844E-15  3.4789E-21  1.6236E-33  9.3849E-17  1.2036E-16  2.9360E-31  3.6541E-43  1.0242E-06  1.4558E-11  9.3508E+03  5.4691E-19  1.8096E-16  3.3064E-30  8.5196E-15  5.1556E-36  5.2741E-43  9.1994E-58  1.3845E-73  1.8256E-13  8.2272E-22  9.7598E-31  8.4957E-07  9.4079E-15  4.4730E-23  4.3130E-19  4.5828E-17  1.3849E-18  9.3363E-04  1.4624E-04  3.1006E-06  2.1194E-13  2.4905E+08  1.5155E+01  3.6912E-08  1.8128E+03  2.6473E-03  4.5825E+07  1.5699E-10  3.0652E-06  1.8135E+05  2.1804E-08  9.7149E+00  2.7942E-27  2.6939E-03  1.7587E+00  3.5010E+06  4.0447E-13  1.0625E+02  7.6246E-28  3.3498E-16  4.0721E+03  3.5609E+05  5.7085E-18  3.6558E+01  4.3421E-11  7.1773E-05  5.2691E+00  8.2695E+04  8.7580E-03  3.6007E-22  5.3013E+04
  1.6291E+07  2.8227E+01  1.0792E+03  3.2343E+14  2.1686E-12  7.9377E+10  2.5045E-08  3.5927E+10  4.4543E-11  6.5281E-23  8.3110E-26  3.5608E-39  2.0365E-44  5.7321E-05  3.5709E+01  1.8081E+00  5.8450E-02  9.7502E+02  1.5273E+07  7.7855E-08  9.7731E-20  9.2701E-13  8.8332E-16  4.6002E+02  3.7104E-13  1.0302E+02  2.3238E-07  4.0094E-17  4.3766E-14  5.4849E-04  1.2477E-08  5.7213E-01  8.6759E-03  1.0448E-16  2.3652E-11  3.1884E-39  2.0026E-05  9.8688E-25  8.0637E-03  2.3592E-25  9.2073E-56  8.8051E-07  1.9273E-22  4.0655E-15  4.2230E-21  2.1161E-33  1.0575E-16  1.3559E-16  3.4128E-31  4.5656E-43  1.1338E-06  1.6719E-11  1.0285E+04  6.3692E-19  2.1487E-16  3.9137E-30  9.4789E-15  6.0409E-36  6.3581E-43  1.1416E-57  1.7912E-73  2.0512E-13  9.3871E-22  1.1267E-30  9.3645E-07  1.0469E-14  5.0427E-23  5.0341E-19  5.2121E-17  1.6377E-18  1.0239E-03  1.6396E-04  3.3983E-06  2.3464E-13  2.5602E+08  1.5690E+01  4.0151E-08  1.9309E+03  2.8285E-03  4.7225E+07  1.7173E-10  3.3275E-06  1.8593E+05  2.3907E-08  1.0192E+01  3.2160E-27  2.8177E-03  1.8216E+00  3.5289E+06  4.3379E-13  1.0659E+02  8.4298E-28  3.8487E-16  4.3065E+03  3.6772E+05  6.3528E-18  3.8098E+01  4.7409E-11  7.7433E-05  5.4992E+00  8.5346E+04  9.7514E-03  4.5106E-22  5.5835E+04
  1.6365E+07  2.9835E+01  1.0810E+03  3.4128E+14  2.5666E-12  8.3759E+10  2.9282E-08  3.7893E+10  5.3158E-11  8.1170E-23  1.0587E-25  4.8249E-39  2.8504E-44  6.7043E-05  3.9453E+01  2.0126E+00  6.7114E-02  1.1025E+03  1.6007E+07  9.3023E-08  1.1989E-19  1.0879E-12  1.0422E-15  4.9809E+02  4.1903E-13  1.1495E+02  2.6689E-07  4.8630E-17  5.2081E-14  6.1696E-04  1.4041E-08  6.4008E-01  9.4853E-03  1.1831E-16  2.6552E-11  4.0948E-39  2.2571E-05  1.2132E-24  8.9839E-03  2.8736E-25  1.2794E-55  1.0081E-06  2.3418E-22  4.8011E-15  5.2050E-21  2.7949E-33  1.2060E-16  1.5457E-16  4.0324E-31  5.8860E-43  1.2671E-06  1.9390E-11  1.1355E+04  7.5419E-19  2.5763E-16  4.7436E-30  1.0655E-14  7.2204E-36  7.8317E-43  1.4533E-57  2.3914E-73  2.3372E-13  1.0885E-21  1.3272E-30  1.0389E-06  1.1702E-14  5.6898E-23  5.9443E-19  5.9433E-17  1.9534E-18  1.1287E-03  1.8404E-04  3.7438E-06  2.6008E-13  2.6280E+08  1.6237E+01  4.4170E-08  2.0638E+03  3.0342E-03  4.8613E+07  1.8967E-10  3.6259E-06  1.9028E+05  2.6412E-08  1.0733E+01  3.7733E-27  2.9572E-03  1.8860E+00  3.5399E+06  4.6820E-13  1.0634E+02  9.4196E-28  4.4742E-16  4.5550E+03  3.7853E+05  7.1390E-18  3.9532E+01  5.2255E-11  8.3786E-05  5.7434E+00  8.8212E+04  1.0891E-02  5.7627E-22  5.8952E+04
  1.6438E+07  3.1550E+01  1.0829E+03  3.6027E+14  3.0448E-12  8.8419E+10  3.4299E-08  3.9979E+10  6.3567E-11  1.0123E-22  1.3526E-25  6.5618E-39  4.0046E-44  7.8520E-05  4.3631E+01  2.2421E+00  7.7156E-02  1.2474E+03  1.6780E+07  1.1128E-07  1.4729E-19  1.2791E-12  1.2315E-15  5.3990E+02  4.7408E-13  1.2839E+02  3.0707E-07  5.9119E-17  6.2080E-14  6.9507E-04  1.5826E-08  7.1695E-01  1.0384E-02  1.3422E-16  2.9851E-11  5.2830E-39  2.5481E-05  1.4960E-24  1.0018E-02  3.5109E-25  1.7877E-55  1.1558E-06  2.8527E-22  5.6814E-15  6.4320E-21  3.7011E-33  1.3777E-16  1.7652E-16  4.7753E-31  7.6232E-43  1.4180E-06  2.2524E-11  1.2545E+04  8.9525E-19  3.0940E-16  5.7695E-30  1.1993E-14  8.6540E-36  9.6758E-43  1.8568E-57  3.2066E-73  2.6685E-13  1.2651E-21  1.5677E-30  1.1537E-06  1.2927E-14  6.3032E-23  6.9892E-19  6.6978E-17  2.3194E-18  1.2377E-03  2.0537E-04  4.1024E-06  2.8483E-13  2.6802E+08  1.6696E+01  4.8403E-08  2.1950E+03  3.2385E-03  4.9755E+07  2.0861E-10  3.9314E-06  1.9357E+05  2.9053E-08  1.1246E+01  4.4150E-27  3.0874E-03  1.9414E+00  3.5091E+06  5.0019E-13  1.0482E+02  1.0424E-27  5.1825E-16  4.7869E+03  3.8692E+05  7.9813E-18  4.0723E+01  5.7301E-11  9.0115E-05  5.9596E+00  9.0698E+04  1.2173E-02  7.3857E-22  6.2277E+04
  1.6512E+07  3.3364E+01  1.0847E+03  3.8031E+14  3.6113E-12  9.3338E+10  4.0173E-08  4.2176E+10  7.6017E-11  1.2623E-22  1.7282E-25  8.9245E-39  5.6276E-44  9.1982E-05  4.8250E+01  2.4978E+00  8.8707E-02  1.4116E+03  1.7588E+07  1.3316E-07  1.8100E-19  1.5038E-12  1.4553E-15  5.8506E+02  5.3609E-13  1.4341E+02  3.5326E-07  7.1869E-17  7.4009E-14  7.8291E-04  1.7833E-08  8.0298E-01  1.1363E-02  1.5219E-16  3.3550E-11  6.8101E-39  2.8759E-05  1.8440E-24  1.1170E-02  4.2874E-25  2.4958E-55  1.3251E-06  3.4742E-22  6.7223E-15  7.9476E-21  4.9029E-33  1.5731E-16  2.0148E-16  5.6513E-31  9.8635E-43  1.5865E-06  2.6160E-11  1.3860E+04  1.0622E-18  3.7156E-16  7.0118E-30  1.3494E-14  1.0364E-35  1.1945E-42  2.3699E-57  4.2943E-73  3.0453E-13  1.4694E-21  1.8503E-30  1.2810E-06  1.4076E-14  6.8338E-23  8.1575E-19  7.4412E-17  2.7345E-18  1.3473E-03  2.2756E-04  4.4627E-06  3.0747E-13  2.7138E+08  1.7042E+01  5.2679E-08  2.3191E+03  3.4337E-03  5.0593E+07  2.2788E-10  4.2345E-06  1.9562E+05  3.1745E-08  1.1705E+01  5.1288E-27  3.2016E-03  1.9853E+00  3.4337E+06  5.2730E-13  1.0199E+02  1.1381E-27  5.9629E-16  4.9929E+03  3.9254E+05  8.8528E-18  4.1636E+01  6.2344E-11  9.6190E-05  6.1369E+00  9.2654E+04  1.3608E-02  9.4631E-22  6.5795E+04
