#           wl        cont         all         h2o      planck
     8.2579685  1.2485E+06  8.9313E+05  9.1574E+05  1.1984E+06
     8.2455911  1.2554E+06  8.2476E+05  8.6268E+05  1.2050E+06
     8.2332323  1.2624E+06  9.1358E+05  9.4332E+05  1.2117E+06
     8.2208920  1.2695E+06  8.9036E+05  9.3244E+05  1.2184E+06
     8.2085702  1.2766E+06  9.1522E+05  9.5973E+05  1.2251E+06
     8.1962669  1.2837E+06  8.9672E+05  9.4519E+05  1.2319E+06
     8.1839820  1.2908E+06  8.7314E+05  9.2688E+05  1.2386E+06
     8.1717156  1.2980E+06  9.0520E+05  9.3428E+05  1.2455E+06
     8.1594675  1.3052E+06  9.1472E+05  9.5257E+05  1.2524E+06
     8.1472378  1.3125E+06  9.4147E+05  9.5385E+05  1.2593E+06
     8.1350264  1.3198E+06  9.3521E+05  9.7099E+05  1.2662E+06
     8.1228333  1.3271E+06  9.7301E+05  9.9786E+05  1.2732E+06
     8.1106585  1.3345E+06  9.3642E+05  9.7509E+05  1.2802E+06
     8.0985019  1.3420E+06  9.2784E+05  9.9231E+05  1.2872E+06
     8.0863636  1.3494E+06  9.6021E+05  9.9521E+05  1.2943E+06
     8.0742434  1.3569E+06  9.5095E+05  9.8141E+05  1.3015E+06
     8.0621415  1.3645E+06  9.5766E+05  9.8406E+05  1.3086E+06
     8.0500576  1.3720E+06  9.5815E+05  1.0002E+06  1.3158E+06
     8.0379919  1.3797E+06  9.4376E+05  9.9472E+05  1.3231E+06
     8.0259442  1.3874E+06  9.2301E+05  9.6160E+05  1.3304E+06
     8.0139146  1.3951E+06  9.7453E+05  1.0016E+06  1.3377E+06
     8.0019031  1.4028E+06  9.1360E+05  9.6249E+05  1.3450E+06
     7.9899095  1.4106E+06  9.6739E+05  1.0249E+06  1.3524E+06
     7.9779339  1.4184E+06  9.8852E+05  1.0342E+06  1.3599E+06
     7.9659763  1.4263E+06  9.8131E+05  1.0450E+06  1.3674E+06
     7.9540366  1.4342E+06  9.8850E+05  1.0117E+06  1.3749E+06
     7.9421148  1.4422E+06  9.4301E+05  9.7395E+05  1.3824E+06
     7.9302108  1.4502E+06  9.8603E+05  1.0295E+06  1.3900E+06
     7.9183247  1.4583E+06  1.0054E+06  1.0577E+06  1.3977E+06
     7.9064565  1.4664E+06  9.9037E+05  1.0147E+06  1.4054E+06
     7.8946060  1.4745E+06  1.0201E+06  1.0698E+06  1.4131E+06
     7.8827732  1.4827E+06  1.0182E+06  1.0779E+06  1.4208E+06
     7.8709582  1.4909E+06  1.0073E+06  1.0267E+06  1.4286E+06
     7.8591609  1.4992E+06  1.0606E+06  1.0872E+06  1.4365E+06
     7.8473813  1.5075E+06  1.0292E+06  1.0811E+06  1.4444E+06
     7.8356194  1.5159E+06  1.0562E+06  1.0865E+06  1.4523E+06
     7.8238750  1.5243E+06  1.0581E+06  1.1275E+06  1.4603E+06
     7.8121483  1.5327E+06  1.0593E+06  1.0996E+06  1.4683E+06
     7.8004392  1.5412E+06  1.1067E+06  1.1605E+06  1.4764E+06
     7.7887476  1.5498E+06  1.0259E+06  1.0697E+06  1.4845E+06
     7.7770735  1.5584E+06  1.0775E+06  1.0889E+06  1.4926E+06
     7.7654169  1.5670E+06  1.0745E+06  1.1168E+06  1.5008E+06
     7.7537778  1.5757E+06  1.1353E+06  1.1625E+06  1.5090E+06
     7.7421562  1.5844E+06  1.0366E+06  1.0641E+06  1.5173E+06
     7.7305519  1.5932E+06  1.1528E+06  1.1880E+06  1.5256E+06
     7.7189651  1.6020E+06  1.1485E+06  1.2068E+06  1.5340E+06
     7.7073956  1.6109E+06  1.1329E+06  1.1698E+06  1.5424E+06
     7.6958435  1.6198E+06  1.1377E+06  1.1665E+06  1.5508E+06
     7.6843086  1.6288E+06  1.1453E+06  1.1669E+06  1.5593E+06
     7.6727911  1.6378E+06  1.1696E+06  1.2038E+06  1.5679E+06
     7.6612908  1.6469E+06  1.1667E+06  1.2060E+06  1.5765E+06
     7.6498078  1.6560E+06  1.1641E+06  1.1807E+06  1.5851E+06
     7.6383420  1.6652E+06  1.1576E+06  1.1714E+06  1.5938E+06
     7.6268933  1.6744E+06  1.1927E+06  1.2287E+06  1.6025E+06
     7.6154619  1.6836E+06  1.1881E+06  1.1973E+06  1.6113E+06
     7.6040475  1.6929E+06  1.1894E+06  1.2023E+06  1.6201E+06
     7.5926503  1.7023E+06  1.2001E+06  1.2380E+06  1.6290E+06
     7.5812701  1.7117E+06  1.2447E+06  1.2524E+06  1.6379E+06
     7.5699070  1.7212E+06  1.1971E+06  1.2042E+06  1.6468E+06
     7.5585610  1.7307E+06  1.1934E+06  1.2242E+06  1.6558E+06
     7.5472319  1.7403E+06  1.2720E+06  1.2720E+06  1.6649E+06
     7.5359198  1.7499E+06  1.2130E+06  1.2130E+06  1.6740E+06
     7.5246247  1.7595E+06  1.2846E+06  1.2847E+06  1.6832E+06
     7.5133465  1.7693E+06  1.2957E+06  1.2987E+06  1.6924E+06
     7.5020852  1.7790E+06  1.2790E+06  1.2797E+06  1.7016E+06
     7.4908408  1.7889E+06  1.2947E+06  1.2948E+06  1.7109E+06
     7.4796133  1.7988E+06  1.2728E+06  1.2728E+06  1.7202E+06
     7.4684025  1.8087E+06  1.3192E+06  1.3193E+06  1.7296E+06
     7.4572086  1.8187E+06  1.2765E+06  1.2766E+06  1.7391E+06
     7.4460314  1.8287E+06  1.3252E+06  1.3255E+06  1.7486E+06
     7.4348711  1.8388E+06  1.2318E+06  1.2322E+06  1.7581E+06
     7.4237274  1.8489E+06  1.3050E+06  1.3054E+06  1.7677E+06
     7.4126004  1.8592E+06  1.3351E+06  1.3352E+06  1.7774E+06
     7.4014901  1.8694E+06  1.2925E+06  1.2925E+06  1.7871E+06
     7.3903965  1.8797E+06  1.3477E+06  1.3477E+06  1.7968E+06
     7.3793195  1.8901E+06  1.4284E+06  1.4287E+06  1.8066E+06
     7.3682591  1.9005E+06  1.2557E+06  1.2558E+06  1.8165E+06
     7.3572152  1.9110E+06  1.3112E+06  1.3114E+06  1.8264E+06
     7.3461880  1.9215E+06  1.3678E+06  1.3678E+06  1.8363E+06
     7.3351772  1.9321E+06  1.3650E+06  1.3673E+06  1.8463E+06
     7.3241830  1.9428E+06  1.3695E+06  1.3697E+06  1.8564E+06
     7.3132052  1.9535E+06  1.4012E+06  1.4012E+06  1.8665E+06
     7.3022439  1.9642E+06  1.4692E+06  1.4692E+06  1.8767E+06
     7.2912990  1.9750E+06  1.4017E+06  1.4017E+06  1.8869E+06
     7.2803706  1.9859E+06  1.4151E+06  1.4152E+06  1.8972E+06
     7.2694585  1.9969E+06  1.4217E+06  1.4217E+06  1.9075E+06
     7.2585627  2.0079E+06  1.4615E+06  1.4616E+06  1.9179E+06
     7.2476833  2.0189E+06  1.4864E+06  1.4865E+06  1.9284E+06
     7.2368202  2.0300E+06  1.4461E+06  1.4461E+06  1.9388E+06
     7.2259734  2.0412E+06  1.4457E+06  1.4458E+06  1.9494E+06
     7.2151428  2.0524E+06  1.4482E+06  1.4485E+06  1.9600E+06
     7.2043285  2.0637E+06  1.5058E+06  1.5058E+06  1.9707E+06
     7.1935304  2.0751E+06  1.5610E+06  1.5612E+06  1.9814E+06
     7.1827484  2.0865E+06  1.5848E+06  1.5849E+06  1.9922E+06
     7.1719826  2.0980E+06  1.5625E+06  1.5626E+06  2.0030E+06
     7.1612330  2.1095E+06  1.5263E+06  1.5264E+06  2.0139E+06
     7.1504995  2.1211E+06  1.5434E+06  1.5440E+06  2.0248E+06
     7.1397820  2.1328E+06  1.4898E+06  1.4899E+06  2.0358E+06
     7.1290806  2.1445E+06  1.4856E+06  1.4857E+06  2.0469E+06
     7.1183953  2.1563E+06  1.5825E+06  1.5828E+06  2.0580E+06
     7.1077260  2.1681E+06  1.5194E+06  1.5195E+06  2.0692E+06
     7.0970727  2.1800E+06  1.5837E+06  1.5838E+06  2.0804E+06
     7.0864353  2.1920E+06  1.5739E+06  1.5740E+06  2.0917E+06
     7.0758139  2.2040E+06  1.6995E+06  1.6996E+06  2.1031E+06
     7.0652084  2.2161E+06  1.5783E+06  1.5784E+06  2.1145E+06
     7.0546188  2.2283E+06  1.5604E+06  1.5606E+06  2.1260E+06
     7.0440450  2.2405E+06  1.6085E+06  1.6086E+06  2.1375E+06
     7.0334872  2.2528E+06  1.5866E+06  1.5866E+06  2.1491E+06
     7.0229451  2.2652E+06  1.5575E+06  1.5575E+06  2.1607E+06
     7.0124188  2.2776E+06  1.6574E+06  1.6574E+06  2.1724E+06
     7.0019084  2.2901E+06  1.5511E+06  1.5511E+06  2.1842E+06
     6.9914136  2.3027E+06  1.6406E+06  1.6406E+06  2.1961E+06
     6.9809346  2.3153E+06  1.6435E+06  1.6435E+06  2.2080E+06
     6.9704713  2.3280E+06  1.5013E+06  1.5013E+06  2.2199E+06
     6.9600237  2.3408E+06  1.5918E+06  1.5918E+06  2.2320E+06
     6.9495918  2.3536E+06  1.5838E+06  1.5838E+06  2.2440E+06
     6.9391755  2.3665E+06  1.6796E+06  1.6796E+06  2.2562E+06
     6.9287748  2.3794E+06  1.7385E+06  1.7386E+06  2.2684E+06
     6.9183897  2.3925E+06  1.7615E+06  1.7615E+06  2.2807E+06
     6.9080201  2.4056E+06  1.6930E+06  1.6931E+06  2.2930E+06
     6.8976661  2.4188E+06  1.7407E+06  1.7408E+06  2.3054E+06
     6.8873276  2.4320E+06  1.6916E+06  1.6917E+06  2.3179E+06
     6.8770047  2.4453E+06  1.7201E+06  1.7202E+06  2.3305E+06
     6.8666971  2.4587E+06  1.7658E+06  1.7658E+06  2.3431E+06
     6.8564051  2.4722E+06  1.7530E+06  1.7531E+06  2.3557E+06
     6.8461284  2.4857E+06  1.7281E+06  1.7282E+06  2.3685E+06
     6.8358672  2.4993E+06  1.8396E+06  1.8399E+06  2.3813E+06
     6.8256213  2.5130E+06  1.7722E+06  1.7722E+06  2.3941E+06
     6.8153908  2.5267E+06  1.8388E+06  1.8389E+06  2.4071E+06
     6.8051756  2.5405E+06  1.9134E+06  1.9135E+06  2.4201E+06
     6.7949758  2.5544E+06  1.8096E+06  1.8098E+06  2.4331E+06
     6.7847912  2.5684E+06  1.7818E+06  1.7819E+06  2.4463E+06
     6.7746219  2.5824E+06  1.8672E+06  1.8673E+06  2.4595E+06
     6.7644679  2.5966E+06  1.9395E+06  1.9397E+06  2.4728E+06
     6.7543290  2.6107E+06  1.8801E+06  1.8802E+06  2.4861E+06
     6.7442054  2.6250E+06  1.7812E+06  1.7813E+06  2.4995E+06
     6.7340969  2.6393E+06  1.8565E+06  1.8566E+06  2.5130E+06
     6.7240036  2.6538E+06  2.0039E+06  2.0041E+06  2.5266E+06
     6.7139254  2.6682E+06  1.8140E+06  1.8142E+06  2.5402E+06
     6.7038623  2.6828E+06  1.9131E+06  1.9132E+06  2.5539E+06
     6.6938143  2.6975E+06  1.8594E+06  1.8595E+06  2.5677E+06
     6.6837814  2.7122E+06  1.9348E+06  1.9350E+06  2.5815E+06
     6.6737634  2.7270E+06  1.8476E+06  1.8478E+06  2.5954E+06
     6.6637606  2.7419E+06  1.9826E+06  1.9829E+06  2.6094E+06
     6.6537727  2.7568E+06  1.9611E+06  1.9611E+06  2.6234E+06
     6.6437997  2.7718E+06  1.8088E+06  1.8088E+06  2.6376E+06
     6.6338418  2.7870E+06  1.8571E+06  1.8572E+06  2.6518E+06
     6.6238987  2.8022E+06  1.8606E+06  1.8610E+06  2.6661E+06
     6.6139705  2.8174E+06  1.9725E+06  1.9725E+06  2.6804E+06
     6.6040573  2.8328E+06  2.0058E+06  2.0061E+06  2.6948E+06
     6.5941589  2.8482E+06  1.9897E+06  1.9898E+06  2.7093E+06
     6.5842753  2.8638E+06  1.9047E+06  1.9048E+06  2.7239E+06
     6.5744065  2.8794E+06  2.0238E+06  2.0241E+06  2.7386E+06
     6.5645525  2.8950E+06  2.0250E+06  2.0253E+06  2.7533E+06
     6.5547133  2.9108E+06  2.0241E+06  2.0242E+06  2.7681E+06
     6.5448889  2.9267E+06  2.1403E+06  2.1404E+06  2.7830E+06
     6.5350792  2.9426E+06  2.1108E+06  2.1108E+06  2.7980E+06
     6.5252841  2.9586E+06  2.1692E+06  2.1706E+06  2.8130E+06
     6.5155038  2.9747E+06  2.0795E+06  2.0802E+06  2.8281E+06
     6.5057381  2.9909E+06  2.1710E+06  2.1713E+06  2.8432E+06
     6.4959871  3.0072E+06  2.1384E+06  2.1386E+06  2.8585E+06
     6.4862506  3.0235E+06  2.1123E+06  2.1125E+06  2.8739E+06
     6.4765288  3.0400E+06  2.1130E+06  2.1134E+06  2.8893E+06
     6.4668215  3.0565E+06  2.1728E+06  2.1728E+06  2.9048E+06
     6.4571288  3.0731E+06  2.1892E+06  2.1893E+06  2.9204E+06
     6.4474506  3.0898E+06  2.2352E+06  2.2386E+06  2.9360E+06
     6.4377869  3.1066E+06  2.2797E+06  2.2808E+06  2.9518E+06
     6.4281377  3.1235E+06  2.3714E+06  2.3721E+06  2.9676E+06
     6.4185030  3.1404E+06  2.3344E+06  2.3348E+06  2.9835E+06
     6.4088827  3.1575E+06  2.2413E+06  2.2419E+06  2.9995E+06
     6.3992768  3.1746E+06  2.4033E+06  2.4036E+06  3.0156E+06
     6.3896853  3.1919E+06  2.3221E+06  2.3222E+06  3.0317E+06
     6.3801082  3.2092E+06  2.3542E+06  2.3573E+06  3.0480E+06
     6.3705455  3.2266E+06  2.4456E+06  2.4459E+06  3.0643E+06
     6.3609970  3.2441E+06  2.4195E+06  2.4218E+06  3.0807E+06
     6.3514629  3.2617E+06  2.4367E+06  2.4370E+06  3.0972E+06
     6.3419431  3.2794E+06  2.4857E+06  2.4866E+06  3.1138E+06
     6.3324376  3.2972E+06  2.3716E+06  2.3747E+06  3.1304E+06
     6.3229463  3.3151E+06  2.4111E+06  2.4126E+06  3.1472E+06
     6.3134692  3.3331E+06  2.4536E+06  2.4558E+06  3.1640E+06
     6.3040064  3.3511E+06  2.5164E+06  2.5170E+06  3.1809E+06
     6.2945577  3.3693E+06  2.4482E+06  2.4497E+06  3.1980E+06
     6.2851231  3.3876E+06  2.5144E+06  2.5159E+06  3.2150E+06
     6.2757028  3.4059E+06  2.4891E+06  2.4930E+06  3.2322E+06
     6.2662965  3.4244E+06  2.4486E+06  2.4498E+06  3.2495E+06
     6.2569043  3.4429E+06  2.4509E+06  2.4564E+06  3.2669E+06
     6.2475263  3.4616E+06  2.4868E+06  2.4883E+06  3.2843E+06
     6.2381622  3.4803E+06  2.4872E+06  2.4921E+06  3.3018E+06
     6.2288122  3.4991E+06  2.5512E+06  2.5530E+06  3.3195E+06
     6.2194762  3.5181E+06  2.6007E+06  2.6060E+06  3.3372E+06
     6.2101543  3.5371E+06  2.6078E+06  2.6086E+06  3.3550E+06
     6.2008462  3.5562E+06  2.6243E+06  2.6260E+06  3.3729E+06
     6.1915522  3.5755E+06  2.6312E+06  2.6330E+06  3.3909E+06
     6.1822720  3.5948E+06  2.4848E+06  2.4874E+06  3.4090E+06
     6.1730058  3.6142E+06  2.5505E+06  2.5525E+06  3.4272E+06
     6.1637535  3.6338E+06  2.7646E+06  2.7653E+06  3.4454E+06
     6.1545150  3.6534E+06  2.6884E+06  2.6906E+06  3.4638E+06
     6.1452904  3.6732E+06  2.5752E+06  2.5756E+06  3.4822E+06
     6.1360796  3.6930E+06  2.6982E+06  2.7002E+06  3.5008E+06
     6.1268826  3.7130E+06  2.7843E+06  2.7913E+06  3.5194E+06
     6.1176994  3.7330E+06  2.6144E+06  2.6157E+06  3.5382E+06
     6.1085300  3.7532E+06  2.6863E+06  2.6988E+06  3.5570E+06
     6.0993743  3.7734E+06  2.7751E+06  2.7765E+06  3.5759E+06
     6.0902323  3.7938E+06  2.7205E+06  2.7279E+06  3.5950E+06
     6.0811040  3.8143E+06  2.7369E+06  2.7461E+06  3.6141E+06
     6.0719894  3.8348E+06  2.7753E+06  2.7831E+06  3.6333E+06
     6.0628885  3.8555E+06  2.7473E+06  2.7563E+06  3.6526E+06
     6.0538012  3.8763E+06  2.6477E+06  2.6510E+06  3.6721E+06
     6.0447275  3.8972E+06  2.7056E+06  2.7156E+06  3.6916E+06
     6.0356675  3.9182E+06  2.7981E+06  2.8059E+06  3.7112E+06
     6.0266210  3.9394E+06  2.8186E+06  2.8253E+06  3.7309E+06
     6.0175880  3.9606E+06  2.7850E+06  2.7930E+06  3.7507E+06
     6.0085687  3.9819E+06  2.8904E+06  2.8932E+06  3.7706E+06
     5.9995628  4.0035E+06  2.8612E+06  2.8694E+06  3.7907E+06
     5.9905704  4.0256E+06  2.8296E+06  2.8407E+06  3.8108E+06
     5.9815915  4.0478E+06  2.7265E+06  2.7318E+06  3.8310E+06
     5.9726261  4.0702E+06  2.9575E+06  2.9609E+06  3.8513E+06
     5.9636741  4.0927E+06  2.8447E+06  2.8590E+06  3.8718E+06
     5.9547355  4.1154E+06  2.8412E+06  2.8503E+06  3.8923E+06
     5.9458103  4.1381E+06  2.8579E+06  2.8646E+06  3.9130E+06
     5.9368985  4.1610E+06  2.9136E+06  2.9295E+06  3.9337E+06
     5.9280001  4.1840E+06  2.7559E+06  2.7601E+06  3.9546E+06
     5.9191150  4.2071E+06  2.9886E+06  2.9901E+06  3.9755E+06
     5.9102432  4.2304E+06  2.9805E+06  2.9822E+06  3.9966E+06
     5.9013847  4.2538E+06  2.9466E+06  2.9738E+06  4.0177E+06
     5.8925394  4.2773E+06  2.9929E+06  2.9957E+06  4.0390E+06
     5.8837075  4.3009E+06  2.8349E+06  2.8389E+06  4.0604E+06
     5.8748888  4.3246E+06  2.9467E+06  2.9644E+06  4.0819E+06
     5.8660832  4.3485E+06  3.0553E+06  3.0560E+06  4.1035E+06
     5.8572909  4.3725E+06  2.8451E+06  2.8545E+06  4.1252E+06
     5.8485118  4.3966E+06  3.0009E+06  3.0062E+06  4.1470E+06
     5.8397458  4.4209E+06  2.9086E+06  2.9163E+06  4.1689E+06
     5.8309930  4.4453E+06  2.9503E+06  2.9981E+06  4.1910E+06
     5.8222533  4.4698E+06  3.0393E+06  3.0405E+06  4.2131E+06
     5.8135267  4.4945E+06  3.1083E+06  3.1338E+06  4.2354E+06
     5.8048131  4.5193E+06  3.2064E+06  3.2082E+06  4.2578E+06
     5.7961126  4.5442E+06  3.0265E+06  3.0427E+06  4.2803E+06
     5.7874252  4.5692E+06  3.0539E+06  3.0573E+06  4.3029E+06
     5.7787508  4.5944E+06  2.9364E+06  2.9390E+06  4.3256E+06
     5.7700894  4.6197E+06  3.2171E+06  3.2438E+06  4.3484E+06
     5.7614410  4.6452E+06  3.1791E+06  3.1882E+06  4.3714E+06
     5.7528055  4.6708E+06  3.3009E+06  3.3504E+06  4.3944E+06
     5.7441830  4.6965E+06  3.2039E+06  3.2111E+06  4.4176E+06
     5.7355734  4.7224E+06  3.2140E+06  3.2643E+06  4.4409E+06
     5.7269767  4.7484E+06  3.1356E+06  3.1379E+06  4.4643E+06
     5.7183929  4.7745E+06  3.1439E+06  3.1905E+06  4.4878E+06
     5.7098219  4.8008E+06  3.1631E+06  3.1995E+06  4.5115E+06
     5.7012638  4.8272E+06  3.4166E+06  3.4310E+06  4.5352E+06
     5.6927185  4.8538E+06  3.2209E+06  3.2676E+06  4.5591E+06
     5.6841861  4.8805E+06  3.3562E+06  3.3859E+06  4.5831E+06
     5.6756664  4.9074E+06  3.3310E+06  3.3938E+06  4.6073E+06
     5.6671595  4.9344E+06  3.2090E+06  3.2280E+06  4.6315E+06
     5.6586653  4.9615E+06  3.2210E+06  3.2829E+06  4.6559E+06
     5.6501839  4.9887E+06  3.4680E+06  3.5026E+06  4.6804E+06
     5.6417152  5.0162E+06  3.2091E+06  3.2638E+06  4.7050E+06
     5.6332592  5.0437E+06  3.2231E+06  3.2360E+06  4.7297E+06
     5.6248159  5.0714E+06  3.3816E+06  3.4095E+06  4.7546E+06
     5.6163852  5.0993E+06  3.3223E+06  3.3460E+06  4.7796E+06
     5.6079671  5.1273E+06  3.5177E+06  3.5274E+06  4.8047E+06
     5.5995617  5.1555E+06  3.2662E+06  3.2970E+06  4.8299E+06
     5.5911688  5.1838E+06  3.3890E+06  3.4083E+06  4.8553E+06
     5.5827886  5.2122E+06  3.4681E+06  3.5017E+06  4.8808E+06
     5.5744209  5.2409E+06  3.5566E+06  3.6151E+06  4.9064E+06
     5.5660657  5.2696E+06  3.5050E+06  3.5681E+06  4.9321E+06
     5.5577231  5.2985E+06  3.5795E+06  3.5954E+06  4.9580E+06
     5.5493930  5.3276E+06  3.6214E+06  3.7021E+06  4.9840E+06
     5.5410753  5.3568E+06  3.4598E+06  3.5219E+06  5.0102E+06
     5.5327702  5.3862E+06  3.5272E+06  3.5724E+06  5.0364E+06
     5.5244774  5.4157E+06  3.7775E+06  3.8180E+06  5.0628E+06
     5.5161971  5.4454E+06  3.4623E+06  3.5567E+06  5.0893E+06
     5.5079292  5.4753E+06  3.3926E+06  3.4737E+06  5.1160E+06
     5.4996738  5.5053E+06  3.6398E+06  3.7390E+06  5.1428E+06
     5.4914306  5.5354E+06  3.5271E+06  3.6369E+06  5.1698E+06
     5.4831999  5.5658E+06  3.6097E+06  3.7028E+06  5.1968E+06
     5.4749814  5.5963E+06  3.6192E+06  3.7227E+06  5.2240E+06
     5.4667753  5.6269E+06  3.6302E+06  3.6818E+06  5.2513E+06
     5.4585815  5.6577E+06  3.7040E+06  3.7325E+06  5.2788E+06
     5.4504000  5.6887E+06  3.6634E+06  3.7154E+06  5.3064E+06
     5.4422307  5.7198E+06  3.7394E+06  3.8255E+06  5.3341E+06
     5.4340737  5.7511E+06  3.7671E+06  3.7857E+06  5.3620E+06
     5.4259289  5.7826E+06  3.7087E+06  3.7934E+06  5.3900E+06
     5.4177963  5.8142E+06  3.7794E+06  3.8668E+06  5.4182E+06
     5.4096759  5.8460E+06  3.7233E+06  3.8387E+06  5.4465E+06
     5.4015677  5.8780E+06  3.8119E+06  3.8946E+06  5.4749E+06
     5.3934716  5.9101E+06  3.9622E+06  3.9951E+06  5.5035E+06
     5.3853877  5.9424E+06  3.9497E+06  3.9814E+06  5.5322E+06
     5.3773158  5.9749E+06  4.0516E+06  4.1684E+06  5.5611E+06
     5.3692561  6.0076E+06  3.8120E+06  3.8945E+06  5.5901E+06
     5.3612085  6.0404E+06  3.9014E+06  4.0131E+06  5.6192E+06
     5.3531729  6.0734E+06  4.0680E+06  4.2384E+06  5.6485E+06
     5.3451493  6.1066E+06  3.9473E+06  3.9909E+06  5.6780E+06
     5.3371378  6.1399E+06  3.9818E+06  4.0916E+06  5.7075E+06
     5.3291383  6.1734E+06  3.8853E+06  3.9586E+06  5.7373E+06
     5.3211508  6.2071E+06  3.9026E+06  3.9704E+06  5.7671E+06
     5.3131753  6.2410E+06  3.9856E+06  4.1752E+06  5.7972E+06
     5.3052117  6.2751E+06  4.1753E+06  4.2312E+06  5.8273E+06
     5.2972600  6.3093E+06  4.1737E+06  4.3512E+06  5.8577E+06
     5.2893203  6.3437E+06  4.1677E+06  4.3372E+06  5.8881E+06
     5.2813925  6.3783E+06  4.0901E+06  4.1126E+06  5.9188E+06
     5.2734765  6.4131E+06  4.1756E+06  4.2743E+06  5.9495E+06
     5.2655724  6.4480E+06  4.1494E+06  4.3324E+06  5.9804E+06
     5.2576802  6.4832E+06  4.2622E+06  4.3479E+06  6.0115E+06
     5.2497998  6.5185E+06  4.2631E+06  4.4022E+06  6.0428E+06
     5.2419312  6.5540E+06  4.1533E+06  4.2471E+06  6.0742E+06
     5.2340744  6.5897E+06  4.4566E+06  4.6112E+06  6.1057E+06
     5.2262293  6.6256E+06  4.3822E+06  4.4858E+06  6.1374E+06
     5.2183960  6.6617E+06  4.4563E+06  4.5308E+06  6.1692E+06
     5.2105745  6.6979E+06  4.4301E+06  4.6173E+06  6.2012E+06
     5.2027647  6.7344E+06  4.3666E+06  4.5678E+06  6.2334E+06
     5.1949666  6.7711E+06  4.4135E+06  4.4894E+06  6.2657E+06
     5.1871802  6.8079E+06  4.2430E+06  4.3958E+06  6.2982E+06
     5.1794055  6.8449E+06  4.4858E+06  4.6270E+06  6.3308E+06
     5.1716424  6.8822E+06  4.5394E+06  4.7127E+06  6.3636E+06
     5.1638909  6.9196E+06  4.3221E+06  4.4284E+06  6.3966E+06
     5.1561511  6.9572E+06  4.5091E+06  4.7445E+06  6.4297E+06
     5.1484228  6.9950E+06  4.3508E+06  4.5543E+06  6.4630E+06
     5.1407062  7.0330E+06  4.7108E+06  4.8595E+06  6.4965E+06
     5.1330011  7.0712E+06  4.5563E+06  4.7524E+06  6.5301E+06
     5.1253076  7.1097E+06  4.5584E+06  4.6796E+06  6.5638E+06
     5.1176256  7.1483E+06  4.5419E+06  4.7267E+06  6.5978E+06
     5.1099551  7.1871E+06  4.5535E+06  4.7072E+06  6.6319E+06
     5.1022961  7.2261E+06  4.4973E+06  4.7770E+06  6.6662E+06
     5.0946486  7.2653E+06  4.3630E+06  4.7621E+06  6.7006E+06
     5.0870125  7.3048E+06  4.6923E+06  4.8508E+06  6.7352E+06
     5.0793879  7.3444E+06  4.8447E+06  5.2468E+06  6.7700E+06
     5.0717747  7.3842E+06  5.2245E+06  5.3631E+06  6.8049E+06
     5.0641729  7.4243E+06  4.9296E+06  5.2699E+06  6.8401E+06
     5.0565826  7.4646E+06  4.7912E+06  5.2445E+06  6.8754E+06
     5.0490036  7.5050E+06  4.9509E+06  5.0623E+06  6.9108E+06
     5.0414359  7.5457E+06  4.9359E+06  5.2403E+06  6.9464E+06
     5.0338796  7.5866E+06  4.9018E+06  5.2373E+06  6.9823E+06
     5.0263347  7.6277E+06  5.0913E+06  5.2862E+06  7.0182E+06
     5.0188010  7.6690E+06  5.1234E+06  5.4797E+06  7.0544E+06
     5.0112786  7.7106E+06  4.9713E+06  5.2523E+06  7.0907E+06
     5.0037675  7.7523E+06  5.0495E+06  5.3124E+06  7.1272E+06
     4.9962677  7.7943E+06  4.8386E+06  5.1353E+06  7.1639E+06
     4.9887791  7.8365E+06  4.9251E+06  5.2082E+06  7.2008E+06
     4.9813017  7.8789E+06  4.9706E+06  5.3187E+06  7.2378E+06
     4.9738356  7.9215E+06  5.1939E+06  5.2795E+06  7.2751E+06
     4.9663806  7.9644E+06  5.2255E+06  5.3843E+06  7.3125E+06
     4.9589368  8.0074E+06  5.1895E+06  5.4694E+06  7.3501E+06
     4.9515041  8.0508E+06  5.3805E+06  5.7666E+06  7.3878E+06
     4.9440826  8.0943E+06  5.2804E+06  5.4479E+06  7.4258E+06
     4.9366723  8.1380E+06  5.2746E+06  5.6267E+06  7.4639E+06
     4.9292730  8.1820E+06  5.0433E+06  5.4093E+06  7.5022E+06
     4.9218848  8.2262E+06  5.0534E+06  5.2540E+06  7.5408E+06
     4.9145077  8.2706E+06  5.2310E+06  5.4282E+06  7.5794E+06
     4.9071416  8.3153E+06  5.1439E+06  5.5455E+06  7.6184E+06
     4.8997866  8.3602E+06  5.7577E+06  5.9842E+06  7.6574E+06
     4.8924426  8.4054E+06  5.7815E+06  6.1541E+06  7.6967E+06
     4.8851097  8.4507E+06  5.6061E+06  5.9653E+06  7.7361E+06
     4.8777877  8.4963E+06  5.4667E+06  5.9519E+06  7.7757E+06
     4.8704767  8.5422E+06  5.2965E+06  5.4977E+06  7.8156E+06
     4.8631766  8.5882E+06  5.1164E+06  5.4748E+06  7.8556E+06
     4.8558875  8.6346E+06  5.8008E+06  6.4208E+06  7.8958E+06
     4.8486093  8.6811E+06  5.9596E+06  6.2059E+06  7.9362E+06
     4.8413420  8.7279E+06  5.9862E+06  6.3644E+06  7.9768E+06
     4.8340856  8.7750E+06  5.7370E+06  6.2283E+06  8.0176E+06
