#           wl        cont         all         h2o      planck
     7.1935304  1.9727E+06  1.6677E+06  1.6684E+06  1.9814E+06
     7.1827484  1.9835E+06  1.7091E+06  1.7092E+06  1.9922E+06
     7.1719826  1.9944E+06  1.7276E+06  1.7280E+06  2.0030E+06
     7.1612330  2.0053E+06  1.7250E+06  1.7258E+06  2.0139E+06
     7.1504995  2.0163E+06  1.7445E+06  1.7458E+06  2.0248E+06
     7.1397820  2.0273E+06  1.7230E+06  1.7234E+06  2.0358E+06
     7.1290806  2.0384E+06  1.7457E+06  1.7465E+06  2.0469E+06
     7.1183953  2.0496E+06  1.7634E+06  1.7647E+06  2.0580E+06
     7.1077260  2.0608E+06  1.7271E+06  1.7275E+06  2.0692E+06
     7.0970727  2.0720E+06  1.7292E+06  1.7298E+06  2.0804E+06
     7.0864353  2.0834E+06  1.7146E+06  1.7150E+06  2.0917E+06
     7.0758139  2.0948E+06  1.6912E+06  1.6913E+06  2.1031E+06
     7.0652084  2.1062E+06  1.7960E+06  1.7968E+06  2.1145E+06
     7.0546188  2.1178E+06  1.7933E+06  1.7949E+06  2.1260E+06
     7.0440450  2.1293E+06  1.7763E+06  1.7781E+06  2.1375E+06
     7.0334872  2.1410E+06  1.8500E+06  1.8502E+06  2.1491E+06
     7.0229451  2.1527E+06  1.8402E+06  1.8404E+06  2.1607E+06
     7.0124188  2.1644E+06  1.7818E+06  1.7821E+06  2.1724E+06
     7.0019084  2.1763E+06  1.7824E+06  1.7825E+06  2.1842E+06
     6.9914136  2.1882E+06  1.8754E+06  1.8756E+06  2.1961E+06
     6.9809346  2.2001E+06  1.8736E+06  1.8737E+06  2.2080E+06
     6.9704713  2.2121E+06  1.8520E+06  1.8522E+06  2.2199E+06
     6.9600237  2.2242E+06  1.8195E+06  1.8196E+06  2.2320E+06
     6.9495918  2.2363E+06  1.9175E+06  1.9176E+06  2.2440E+06
     6.9391755  2.2486E+06  1.8754E+06  1.8755E+06  2.2562E+06
     6.9287748  2.2608E+06  1.9450E+06  1.9452E+06  2.2684E+06
     6.9183897  2.2732E+06  1.8989E+06  1.8989E+06  2.2807E+06
     6.9080201  2.2856E+06  1.8992E+06  1.9014E+06  2.2930E+06
     6.8976661  2.2980E+06  1.8374E+06  1.8377E+06  2.3054E+06
     6.8873276  2.3106E+06  1.8853E+06  1.8856E+06  2.3179E+06
     6.8770047  2.3232E+06  1.9146E+06  1.9151E+06  2.3305E+06
     6.8666971  2.3358E+06  2.0269E+06  2.0272E+06  2.3431E+06
     6.8564051  2.3486E+06  1.9338E+06  1.9345E+06  2.3557E+06
     6.8461284  2.3614E+06  2.0250E+06  2.0251E+06  2.3685E+06
     6.8358672  2.3742E+06  1.9171E+06  1.9194E+06  2.3813E+06
     6.8256213  2.3872E+06  1.8531E+06  1.8532E+06  2.3941E+06
     6.8153908  2.4002E+06  1.9840E+06  1.9846E+06  2.4071E+06
     6.8051756  2.4132E+06  2.0038E+06  2.0042E+06  2.4201E+06
     6.7949758  2.4264E+06  1.9948E+06  1.9957E+06  2.4331E+06
     6.7847912  2.4396E+06  1.9673E+06  1.9677E+06  2.4463E+06
     6.7746219  2.4529E+06  2.0306E+06  2.0312E+06  2.4595E+06
     6.7644679  2.4662E+06  1.9552E+06  1.9561E+06  2.4728E+06
     6.7543290  2.4796E+06  2.0068E+06  2.0073E+06  2.4861E+06
     6.7442054  2.4931E+06  2.0703E+06  2.0719E+06  2.4995E+06
     6.7340969  2.5067E+06  2.0026E+06  2.0032E+06  2.5130E+06
     6.7240036  2.5203E+06  2.1277E+06  2.1279E+06  2.5266E+06
     6.7139254  2.5340E+06  2.1381E+06  2.1398E+06  2.5402E+06
     6.7038623  2.5478E+06  2.1471E+06  2.1474E+06  2.5539E+06
     6.6938143  2.5616E+06  2.0714E+06  2.0720E+06  2.5677E+06
     6.6837814  2.5756E+06  2.0023E+06  2.0037E+06  2.5815E+06
     6.6737634  2.5896E+06  2.1435E+06  2.1447E+06  2.5954E+06
     6.6637606  2.6036E+06  2.0531E+06  2.0539E+06  2.6094E+06
     6.6537727  2.6178E+06  2.1606E+06  2.1613E+06  2.6234E+06
     6.6437997  2.6320E+06  2.1605E+06  2.1613E+06  2.6376E+06
     6.6338418  2.6463E+06  2.0866E+06  2.0877E+06  2.6518E+06
     6.6238987  2.6606E+06  2.1339E+06  2.1365E+06  2.6661E+06
     6.6139705  2.6751E+06  2.2384E+06  2.2391E+06  2.6804E+06
     6.6040573  2.6896E+06  2.2287E+06  2.2307E+06  2.6948E+06
     6.5941589  2.7042E+06  2.2790E+06  2.2796E+06  2.7093E+06
     6.5842753  2.7189E+06  2.2843E+06  2.2863E+06  2.7239E+06
     6.5744065  2.7336E+06  2.2281E+06  2.2299E+06  2.7386E+06
     6.5645525  2.7484E+06  2.2933E+06  2.2948E+06  2.7533E+06
     6.5547133  2.7634E+06  2.3627E+06  2.3644E+06  2.7681E+06
     6.5448889  2.7784E+06  2.2948E+06  2.2952E+06  2.7830E+06
     6.5350792  2.7934E+06  2.4423E+06  2.4451E+06  2.7980E+06
     6.5252841  2.8085E+06  2.3535E+06  2.3564E+06  2.8130E+06
     6.5155038  2.8237E+06  2.3857E+06  2.3895E+06  2.8281E+06
     6.5057381  2.8390E+06  2.3774E+06  2.3797E+06  2.8432E+06
     6.4959871  2.8544E+06  2.5312E+06  2.5324E+06  2.8585E+06
     6.4862506  2.8699E+06  2.5452E+06  2.5471E+06  2.8739E+06
     6.4765288  2.8854E+06  2.4396E+06  2.4444E+06  2.8893E+06
     6.4668215  2.9010E+06  2.3879E+06  2.3899E+06  2.9048E+06
     6.4571288  2.9167E+06  2.5754E+06  2.5772E+06  2.9204E+06
     6.4474506  2.9325E+06  2.5371E+06  2.5500E+06  2.9360E+06
     6.4377869  2.9484E+06  2.6300E+06  2.6363E+06  2.9518E+06
     6.4281377  2.9643E+06  2.6335E+06  2.6363E+06  2.9676E+06
     6.4185030  2.9804E+06  2.5870E+06  2.5889E+06  2.9835E+06
     6.4088827  2.9965E+06  2.6379E+06  2.6417E+06  2.9995E+06
     6.3992768  3.0127E+06  2.7344E+06  2.7394E+06  3.0156E+06
     6.3896853  3.0290E+06  2.7339E+06  2.7392E+06  3.0317E+06
     6.3801082  3.0453E+06  2.6240E+06  2.6337E+06  3.0480E+06
     6.3705455  3.0618E+06  2.8303E+06  2.8362E+06  3.0643E+06
     6.3609970  3.0783E+06  2.7752E+06  2.7842E+06  3.0807E+06
     6.3514629  3.0950E+06  2.7355E+06  2.7395E+06  3.0972E+06
     6.3419431  3.1117E+06  2.8000E+06  2.8082E+06  3.1138E+06
     6.3324376  3.1285E+06  2.7744E+06  2.7817E+06  3.1304E+06
     6.3229463  3.1454E+06  2.8205E+06  2.8253E+06  3.1472E+06
     6.3134692  3.1623E+06  2.7566E+06  2.7670E+06  3.1640E+06
     6.3040064  3.1794E+06  2.7943E+06  2.7981E+06  3.1809E+06
     6.2945577  3.1965E+06  2.8780E+06  2.8897E+06  3.1980E+06
     6.2851231  3.2138E+06  2.9490E+06  2.9611E+06  3.2150E+06
     6.2757028  3.2311E+06  2.8365E+06  2.8524E+06  3.2322E+06
     6.2662965  3.2485E+06  2.8759E+06  2.8870E+06  3.2495E+06
     6.2569043  3.2661E+06  2.8732E+06  2.8848E+06  3.2669E+06
     6.2475263  3.2837E+06  2.8187E+06  2.8237E+06  3.2843E+06
     6.2381622  3.3013E+06  2.9646E+06  2.9783E+06  3.3018E+06
     6.2288122  3.3191E+06  3.0764E+06  3.0840E+06  3.3195E+06
     6.2194762  3.3370E+06  2.9078E+06  2.9164E+06  3.3372E+06
     6.2101543  3.3550E+06  3.0326E+06  3.0372E+06  3.3550E+06
     6.2008462  3.3730E+06  3.0108E+06  3.0224E+06  3.3729E+06
     6.1915522  3.3912E+06  2.9881E+06  2.9989E+06  3.3909E+06
     6.1822720  3.4095E+06  3.0250E+06  3.0294E+06  3.4090E+06
     6.1730058  3.4278E+06  2.8974E+06  2.9127E+06  3.4272E+06
     6.1637535  3.4463E+06  3.0676E+06  3.0699E+06  3.4454E+06
     6.1545150  3.4648E+06  3.0286E+06  3.0498E+06  3.4638E+06
     6.1452904  3.4834E+06  3.0280E+06  3.0349E+06  3.4822E+06
     6.1360796  3.5022E+06  3.1120E+06  3.1310E+06  3.5008E+06
     6.1268826  3.5210E+06  3.1124E+06  3.1371E+06  3.5194E+06
     6.1176994  3.5399E+06  2.9871E+06  2.9978E+06  3.5382E+06
     6.1085300  3.5589E+06  3.1120E+06  3.1301E+06  3.5570E+06
     6.0993743  3.5780E+06  2.9473E+06  2.9651E+06  3.5759E+06
     6.0902323  3.5973E+06  3.1731E+06  3.2065E+06  3.5950E+06
     6.0811040  3.6166E+06  3.2193E+06  3.2389E+06  3.6141E+06
     6.0719894  3.6360E+06  3.1822E+06  3.2117E+06  3.6333E+06
     6.0628885  3.6555E+06  3.2601E+06  3.3055E+06  3.6526E+06
     6.0538012  3.6752E+06  3.0814E+06  3.0976E+06  3.6721E+06
     6.0447275  3.6949E+06  3.0080E+06  3.0664E+06  3.6916E+06
     6.0356675  3.7147E+06  3.0153E+06  3.0231E+06  3.7112E+06
     6.0266210  3.7346E+06  3.2219E+06  3.2618E+06  3.7309E+06
     6.0175880  3.7547E+06  3.1837E+06  3.2288E+06  3.7507E+06
     6.0085687  3.7748E+06  3.3078E+06  3.3380E+06  3.7706E+06
     5.9995628  3.7951E+06  3.2696E+06  3.3029E+06  3.7907E+06
     5.9905704  3.8160E+06  3.2839E+06  3.3130E+06  3.8108E+06
     5.9815915  3.8370E+06  3.3203E+06  3.3525E+06  3.8310E+06
     5.9726261  3.8581E+06  3.2510E+06  3.2792E+06  3.8513E+06
     5.9636741  3.8793E+06  3.2978E+06  3.3470E+06  3.8718E+06
     5.9547355  3.9006E+06  3.3121E+06  3.3317E+06  3.8923E+06
     5.9458103  3.9221E+06  3.3247E+06  3.3516E+06  3.9130E+06
     5.9368985  3.9436E+06  3.3299E+06  3.3655E+06  3.9337E+06
     5.9280001  3.9653E+06  3.4752E+06  3.5052E+06  3.9546E+06
     5.9191150  3.9871E+06  3.4105E+06  3.4392E+06  3.9755E+06
     5.9102432  4.0091E+06  3.4419E+06  3.4705E+06  3.9966E+06
     5.9013847  4.0311E+06  3.2172E+06  3.2388E+06  4.0177E+06
     5.8925394  4.0532E+06  3.4362E+06  3.4989E+06  4.0390E+06
     5.8837075  4.0755E+06  3.4009E+06  3.4417E+06  4.0604E+06
     5.8748888  4.0979E+06  3.4520E+06  3.5228E+06  4.0819E+06
     5.8660832  4.1204E+06  3.5665E+06  3.5994E+06  4.1035E+06
     5.8572909  4.1430E+06  3.4298E+06  3.5180E+06  4.1252E+06
     5.8485118  4.1658E+06  3.3709E+06  3.3914E+06  4.1470E+06
     5.8397458  4.1886E+06  3.5888E+06  3.6267E+06  4.1689E+06
     5.8309930  4.2116E+06  3.3794E+06  3.4620E+06  4.1910E+06
     5.8222533  4.2347E+06  3.6768E+06  3.6990E+06  4.2131E+06
     5.8135267  4.2580E+06  3.5983E+06  3.6731E+06  4.2354E+06
     5.8048131  4.2813E+06  3.7583E+06  3.7762E+06  4.2578E+06
     5.7961126  4.3048E+06  3.4025E+06  3.5142E+06  4.2803E+06
     5.7874252  4.3284E+06  3.6432E+06  3.6625E+06  4.3029E+06
     5.7787508  4.3521E+06  3.4161E+06  3.4669E+06  4.3256E+06
     5.7700894  4.3760E+06  3.7364E+06  3.8055E+06  4.3484E+06
     5.7614410  4.4000E+06  3.6846E+06  3.7300E+06  4.3714E+06
     5.7528055  4.4241E+06  3.6652E+06  3.7371E+06  4.3944E+06
     5.7441830  4.4483E+06  3.8096E+06  3.8488E+06  4.4176E+06
     5.7355734  4.4727E+06  3.5343E+06  3.6476E+06  4.4409E+06
     5.7269767  4.4972E+06  3.6998E+06  3.7517E+06  4.4643E+06
     5.7183929  4.5218E+06  3.5527E+06  3.6177E+06  4.4878E+06
     5.7098219  4.5466E+06  3.7846E+06  3.8230E+06  4.5115E+06
     5.7012638  4.5714E+06  3.8458E+06  3.9456E+06  4.5352E+06
     5.6927185  4.5964E+06  3.6271E+06  3.7572E+06  4.5591E+06
     5.6841861  4.6216E+06  3.7191E+06  3.8638E+06  4.5831E+06
     5.6756664  4.6469E+06  3.7549E+06  3.8907E+06  4.6073E+06
     5.6671595  4.6723E+06  3.8539E+06  3.9206E+06  4.6315E+06
     5.6586653  4.6978E+06  3.7641E+06  3.8882E+06  4.6559E+06
     5.6501839  4.7235E+06  3.8436E+06  3.9058E+06  4.6804E+06
     5.6417152  4.7493E+06  3.9689E+06  4.1195E+06  4.7050E+06
     5.6332592  4.7753E+06  3.9137E+06  4.0292E+06  4.7297E+06
     5.6248159  4.8014E+06  3.9882E+06  4.0777E+06  4.7546E+06
     5.6163852  4.8276E+06  3.9133E+06  4.0246E+06  4.7796E+06
     5.6079671  4.8540E+06  4.0547E+06  4.2172E+06  4.8047E+06
     5.5995617  4.8805E+06  4.0077E+06  4.1548E+06  4.8299E+06
     5.5911688  4.9072E+06  4.0954E+06  4.1937E+06  4.8553E+06
     5.5827886  4.9340E+06  3.8693E+06  3.9543E+06  4.8808E+06
     5.5744209  4.9608E+06  3.9936E+06  4.1174E+06  4.9064E+06
     5.5660657  4.9880E+06  4.0480E+06  4.1918E+06  4.9321E+06
     5.5577231  5.0152E+06  4.1425E+06  4.2479E+06  4.9580E+06
     5.5493930  5.0425E+06  4.0885E+06  4.2225E+06  4.9840E+06
     5.5410753  5.0700E+06  4.0519E+06  4.1893E+06  5.0102E+06
     5.5327702  5.0977E+06  4.0690E+06  4.2284E+06  5.0364E+06
     5.5244774  5.1255E+06  3.8908E+06  4.0364E+06  5.0628E+06
     5.5161971  5.1534E+06  4.1213E+06  4.3310E+06  5.0893E+06
     5.5079292  5.1815E+06  4.1718E+06  4.3917E+06  5.1160E+06
     5.4996738  5.2097E+06  4.2227E+06  4.4470E+06  5.1428E+06
     5.4914306  5.2381E+06  4.2151E+06  4.3325E+06  5.1698E+06
     5.4831999  5.2666E+06  4.1068E+06  4.3111E+06  5.1968E+06
     5.4749814  5.2953E+06  4.1317E+06  4.4141E+06  5.2240E+06
     5.4667753  5.3242E+06  4.0823E+06  4.2480E+06  5.2513E+06
     5.4585815  5.3531E+06  4.2200E+06  4.3780E+06  5.2788E+06
     5.4504000  5.3823E+06  4.3451E+06  4.5970E+06  5.3064E+06
     5.4422307  5.4116E+06  4.3076E+06  4.5922E+06  5.3341E+06
     5.4340737  5.4410E+06  4.1814E+06  4.2913E+06  5.3620E+06
     5.4259289  5.4706E+06  4.2323E+06  4.5064E+06  5.3900E+06
     5.4177963  5.5004E+06  4.3643E+06  4.5989E+06  5.4182E+06
     5.4096759  5.5303E+06  4.3291E+06  4.5531E+06  5.4465E+06
     5.4015677  5.5603E+06  4.4680E+06  4.6592E+06  5.4749E+06
     5.3934716  5.5906E+06  4.5450E+06  4.7419E+06  5.5035E+06
     5.3853877  5.6209E+06  4.5210E+06  4.6637E+06  5.5322E+06
     5.3773158  5.6515E+06  4.5405E+06  4.7921E+06  5.5611E+06
     5.3692561  5.6822E+06  4.4858E+06  4.7295E+06  5.5901E+06
     5.3612085  5.7130E+06  4.4910E+06  4.6773E+06  5.6192E+06
     5.3531729  5.7441E+06  4.3522E+06  4.6091E+06  5.6485E+06
     5.3451493  5.7753E+06  4.5758E+06  4.7817E+06  5.6780E+06
     5.3371378  5.8066E+06  4.5543E+06  4.9217E+06  5.7075E+06
     5.3291383  5.8381E+06  4.6704E+06  4.9531E+06  5.7373E+06
     5.3211508  5.8698E+06  4.5748E+06  4.7972E+06  5.7671E+06
     5.3131753  5.9016E+06  4.5037E+06  4.9014E+06  5.7972E+06
     5.3052117  5.9336E+06  4.8105E+06  5.0226E+06  5.8273E+06
     5.2972600  5.9658E+06  4.6648E+06  5.0170E+06  5.8577E+06
     5.2893203  5.9982E+06  4.8423E+06  5.1623E+06  5.8881E+06
     5.2813925  6.0307E+06  4.6766E+06  4.8761E+06  5.9188E+06
     5.2734765  6.0634E+06  4.8034E+06  5.1453E+06  5.9495E+06
     5.2655724  6.0962E+06  4.8412E+06  5.1177E+06  5.9804E+06
     5.2576802  6.1292E+06  4.8866E+06  5.2556E+06  6.0115E+06
     5.2497998  6.1624E+06  4.8215E+06  5.1298E+06  6.0428E+06
     5.2419312  6.1958E+06  4.7112E+06  4.9845E+06  6.0742E+06
     5.2340744  6.2293E+06  4.9303E+06  5.1930E+06  6.1057E+06
     5.2262293  6.2631E+06  4.8867E+06  5.3767E+06  6.1374E+06
     5.2183960  6.2970E+06  5.1064E+06  5.3357E+06  6.1692E+06
     5.2105745  6.3310E+06  4.9341E+06  5.3336E+06  6.2012E+06
     5.2027647  6.3653E+06  4.6731E+06  5.2403E+06  6.2334E+06
     5.1949666  6.3997E+06  5.0017E+06  5.3079E+06  6.2657E+06
     5.1871802  6.4343E+06  5.2180E+06  5.6409E+06  6.2982E+06
     5.1794055  6.4691E+06  5.0614E+06  5.4462E+06  6.3308E+06
     5.1716424  6.5041E+06  4.9963E+06  5.4184E+06  6.3636E+06
     5.1638909  6.5392E+06  5.0565E+06  5.3981E+06  6.3966E+06
     5.1561511  6.5745E+06  5.4236E+06  5.8125E+06  6.4297E+06
     5.1484228  6.6101E+06  4.9268E+06  5.4129E+06  6.4630E+06
     5.1407062  6.6458E+06  5.2478E+06  5.5768E+06  6.4965E+06
     5.1330011  6.6816E+06  5.0878E+06  5.6414E+06  6.5301E+06
     5.1253076  6.7177E+06  5.4736E+06  5.7014E+06  6.5638E+06
     5.1176256  6.7540E+06  5.2101E+06  5.8020E+06  6.5978E+06
     5.1099551  6.7904E+06  5.1585E+06  5.6495E+06  6.6319E+06
     5.1022961  6.8271E+06  5.4144E+06  5.8029E+06  6.6662E+06
     5.0946486  6.8639E+06  5.0446E+06  5.5583E+06  6.7006E+06
     5.0870125  6.9009E+06  5.5260E+06  5.9423E+06  6.7352E+06
     5.0793879  6.9381E+06  5.1248E+06  5.8556E+06  6.7700E+06
     5.0717747  6.9755E+06  5.6491E+06  5.9128E+06  6.8049E+06
     5.0641729  7.0131E+06  5.2717E+06  5.9013E+06  6.8401E+06
     5.0565826  7.0509E+06  5.2589E+06  5.8907E+06  6.8754E+06
     5.0490036  7.0889E+06  5.8684E+06  6.2029E+06  6.9108E+06
     5.0414359  7.1271E+06  5.3937E+06  6.0507E+06  6.9464E+06
     5.0338796  7.1654E+06  5.6165E+06  6.2667E+06  6.9823E+06
     5.0263347  7.2040E+06  5.4835E+06  5.9179E+06  7.0182E+06
     5.0188010  7.2428E+06  5.4132E+06  6.0573E+06  7.0544E+06
     5.0112786  7.2818E+06  5.5972E+06  6.2040E+06  7.0907E+06
     5.0037675  7.3210E+06  5.7778E+06  6.3437E+06  7.1272E+06
     4.9962677  7.3603E+06  5.7333E+06  6.1634E+06  7.1639E+06
     4.9887791  7.3999E+06  5.8540E+06  6.6411E+06  7.2008E+06
     4.9813017  7.4397E+06  5.6302E+06  6.3945E+06  7.2378E+06
     4.9738356  7.4797E+06  6.0170E+06  6.3682E+06  7.2751E+06
     4.9663806  7.5199E+06  5.9112E+06  6.4620E+06  7.3125E+06
     4.9589368  7.5603E+06  6.0558E+06  6.5554E+06  7.3501E+06
     4.9515041  7.6009E+06  5.6992E+06  6.5487E+06  7.3878E+06
     4.9440826  7.6418E+06  6.1019E+06  6.7231E+06  7.4258E+06
     4.9366723  7.6828E+06  5.9734E+06  6.5500E+06  7.4639E+06
     4.9292730  7.7240E+06  5.9411E+06  6.8232E+06  7.5022E+06
     4.9218848  7.7655E+06  6.2608E+06  6.8933E+06  7.5408E+06
     4.9145077  7.8072E+06  6.2961E+06  6.8985E+06  7.5794E+06
     4.9071416  7.8491E+06  6.0843E+06  6.6445E+06  7.6184E+06
     4.8997866  7.8912E+06  6.1398E+06  6.7646E+06  7.6574E+06
     4.8924426  7.9335E+06  6.1789E+06  6.8973E+06  7.6967E+06
     4.8851097  7.9760E+06  6.1999E+06  6.9581E+06  7.7361E+06
     4.8777877  8.0188E+06  6.1448E+06  6.8024E+06  7.7757E+06
     4.8704767  8.0618E+06  6.4659E+06  7.0679E+06  7.8156E+06
     4.8631766  8.1049E+06  6.3324E+06  7.2029E+06  7.8556E+06
     4.8558875  8.1484E+06  6.1602E+06  6.9441E+06  7.8958E+06
     4.8486093  8.1920E+06  6.6089E+06  7.2373E+06  7.9362E+06
     4.8413420  8.2359E+06  6.3637E+06  7.1405E+06  7.9768E+06
     4.8340856  8.2800E+06  6.3169E+06  6.9921E+06  8.0176E+06
     4.8268401  8.3243E+06  6.6757E+06  7.3921E+06  8.0586E+06
     4.8196055  8.3688E+06  6.5795E+06  7.3748E+06  8.0998E+06
     4.8123817  8.4136E+06  6.2594E+06  7.2903E+06  8.1412E+06
     4.8051687  8.4586E+06  6.7022E+06  7.5351E+06  8.1828E+06
     4.7979665  8.5038E+06  6.7216E+06  7.5193E+06  8.2245E+06
     4.7907751  8.5493E+06  6.4491E+06  7.5743E+06  8.2665E+06
     4.7835945  8.5950E+06  6.5055E+06  7.4498E+06  8.3087E+06
     4.7764247  8.6409E+06  6.4697E+06  7.3794E+06  8.3511E+06
     4.7692656  8.6871E+06  6.8305E+06  7.5807E+06  8.3937E+06
     4.7621173  8.7335E+06  6.7687E+06  7.7618E+06  8.4365E+06
     4.7549796  8.7801E+06  6.9750E+06  7.9042E+06  8.4795E+06
     4.7478527  8.8270E+06  6.6930E+06  7.8278E+06  8.5227E+06
     4.7407364  8.8741E+06  6.7527E+06  7.9645E+06  8.5661E+06
     4.7336308  8.9215E+06  6.7145E+06  7.8181E+06  8.6097E+06
     4.7265359  8.9691E+06  6.8964E+06  7.8333E+06  8.6536E+06
     4.7194516  9.0169E+06  7.0211E+06  7.9254E+06  8.6976E+06
     4.7123779  9.0650E+06  7.1470E+06  8.0943E+06  8.7419E+06
     4.7053148  9.1133E+06  6.9196E+06  8.0785E+06  8.7863E+06
     4.6982623  9.1619E+06  6.9712E+06  8.1253E+06  8.8310E+06
     4.6912203  9.2107E+06  6.9861E+06  8.4206E+06  8.8759E+06
     4.6841890  9.2598E+06  7.0534E+06  8.1051E+06  8.9210E+06
     4.6771681  9.3091E+06  7.1349E+06  8.2234E+06  8.9663E+06
     4.6701578  9.3587E+06  6.9745E+06  8.0455E+06  9.0118E+06
     4.6631580  9.4085E+06  7.0647E+06  8.4039E+06  9.0576E+06
     4.6561687  9.4586E+06  7.4450E+06  8.4014E+06  9.1036E+06
     4.6491898  9.5090E+06  7.2535E+06  8.4807E+06  9.1497E+06
     4.6422214  9.5596E+06  7.2069E+06  8.6344E+06  9.1962E+06
     4.6352635  9.6104E+06  7.6215E+06  8.7063E+06  9.2428E+06
     4.6283160  9.6615E+06  7.2907E+06  8.7272E+06  9.2896E+06
     4.6213789  9.7129E+06  7.5055E+06  8.6240E+06  9.3367E+06
     4.6144522  9.7645E+06  7.2577E+06  8.6979E+06  9.3840E+06
     4.6075359  9.8164E+06  7.4546E+06  8.7641E+06  9.4315E+06
     4.6006299  9.8686E+06  7.4546E+06  8.7905E+06  9.4792E+06
     4.5937343  9.9210E+06  7.5201E+06  8.9780E+06  9.5272E+06
     4.5868491  9.9736E+06  7.3974E+06  9.0413E+06  9.5754E+06
     4.5799741  1.0027E+07  7.7416E+06  9.1832E+06  9.6238E+06
     4.5731095  1.0080E+07  7.3996E+06  9.0634E+06  9.6725E+06
     4.5662551  1.0133E+07  7.5356E+06  8.8820E+06  9.7214E+06
     4.5594110  1.0187E+07  7.8288E+06  9.2842E+06  9.7705E+06
     4.5525772  1.0241E+07  7.9541E+06  9.3313E+06  9.8198E+06
     4.5457537  1.0295E+07  8.0651E+06  9.2961E+06  9.8694E+06
     4.5389403  1.0350E+07  7.9750E+06  9.3337E+06  9.9192E+06
     4.5321372  1.0405E+07  8.0306E+06  9.3082E+06  9.9692E+06
     4.5253442  1.0460E+07  8.0328E+06  9.3914E+06  1.0020E+07
     4.5185615  1.0515E+07  8.1363E+06  9.4476E+06  1.0070E+07
     4.5117889  1.0571E+07  8.0162E+06  9.6261E+06  1.0121E+07
     4.5050264  1.0627E+07  8.2412E+06  9.3567E+06  1.0172E+07
     4.4982741  1.0683E+07  8.0267E+06  9.5419E+06  1.0223E+07
     4.4915319  1.0740E+07  8.1966E+06  9.6532E+06  1.0274E+07
     4.4847999  1.0797E+07  8.6788E+06  9.8910E+06  1.0326E+07
     4.4780779  1.0854E+07  8.3402E+06  9.8016E+06  1.0378E+07
     4.4713660  1.0911E+07  8.4006E+06  9.8636E+06  1.0430E+07
     4.4646641  1.0969E+07  8.5431E+06  9.8553E+06  1.0483E+07
     4.4579723  1.1027E+07  8.5115E+06  9.7425E+06  1.0536E+07
     4.4512905  1.1085E+07  8.8994E+06  1.0042E+07  1.0588E+07
     4.4446188  1.1144E+07  8.8805E+06  1.0228E+07  1.0642E+07
     4.4379570  1.1203E+07  8.4405E+06  9.9126E+06  1.0695E+07
     4.4313052  1.1262E+07  8.5991E+06  9.9546E+06  1.0749E+07
     4.4246634  1.1322E+07  8.7333E+06  9.9094E+06  1.0803E+07
     4.4180316  1.1381E+07  8.9074E+06  1.0297E+07  1.0857E+07
     4.4114097  1.1441E+07  8.9248E+06  1.0420E+07  1.0911E+07
     4.4047977  1.1502E+07  8.9739E+06  1.0218E+07  1.0966E+07
     4.3981956  1.1562E+07  9.5789E+06  1.0386E+07  1.1021E+07
     4.3916034  1.1623E+07  9.5333E+06  1.0549E+07  1.1076E+07
     4.3850211  1.1685E+07  9.0884E+06  1.0492E+07  1.1132E+07
     4.3784486  1.1746E+07  9.5752E+06  1.0392E+07  1.1187E+07
     4.3718861  1.1808E+07  9.5471E+06  1.0773E+07  1.1243E+07
     4.3653333  1.1871E+07  9.4958E+06  1.0658E+07  1.1300E+07
     4.3587904  1.1933E+07  9.3718E+06  1.0695E+07  1.1356E+07
     4.3522573  1.1996E+07  9.4773E+06  1.0662E+07  1.1413E+07
     4.3457339  1.2059E+07  9.8332E+06  1.0643E+07  1.1470E+07
     4.3392204  1.2123E+07  9.7521E+06  1.0659E+07  1.1527E+07
     4.3327166  1.2186E+07  1.0207E+07  1.0911E+07  1.1585E+07
     4.3262226  1.2250E+07  1.0237E+07  1.0982E+07  1.1643E+07
     4.3197382  1.2315E+07  1.0134E+07  1.1038E+07  1.1701E+07
     4.3132637  1.2380E+07  1.0335E+07  1.1344E+07  1.1759E+07
     4.3067988  1.2445E+07  1.0269E+07  1.1143E+07  1.1818E+07
     4.3003436  1.2510E+07  1.0096E+07  1.1235E+07  1.1877E+07
     4.2938981  1.2576E+07  1.0164E+07  1.1042E+07  1.1936E+07
     4.2874622  1.2642E+07  1.1022E+07  1.1493E+07  1.1995E+07
     4.2810360  1.2708E+07  1.1190E+07  1.1533E+07  1.2055E+07
     4.2746194  1.2775E+07  1.0794E+07  1.1385E+07  1.2115E+07
     4.2682125  1.2842E+07  1.1019E+07  1.1423E+07  1.2175E+07
     4.2618151  1.2910E+07  1.1194E+07  1.1745E+07  1.2236E+07
     4.2554273  1.2977E+07  1.0939E+07  1.1798E+07  1.2297E+07
     4.2490491  1.3045E+07  1.0941E+07  1.1346E+07  1.2358E+07
     4.2426805  1.3114E+07  1.1326E+07  1.1760E+07  1.2419E+07
     4.2363214  1.3183E+07  1.1568E+07  1.1934E+07  1.2481E+07
     4.2299718  1.3252E+07  1.1394E+07  1.1804E+07  1.2543E+07
     4.2236318  1.3321E+07  1.1879E+07  1.2249E+07  1.2605E+07
     4.2173012  1.3391E+07  1.1317E+07  1.1948E+07  1.2668E+07
     4.2109802  1.3461E+07  1.1217E+07  1.1974E+07  1.2730E+07
